,County,789,794
0,01001,NaN,18
1,01003,NaN,129
2,01005,NaN,7
3,01007,NaN,8
4,01009,NaN,20
5,01011,NaN,0
6,01013,NaN,5
7,01015,NaN,95
8,01017,NaN,2
9,01019,NaN,6
10,01021,NaN,116
11,01023,NaN,2
12,01025,NaN,5
13,01027,NaN,2
14,01029,NaN,2
15,01031,NaN,6
16,01033,NaN,29
17,01035,NaN,2
18,01037,NaN,10
19,01039,NaN,13
20,01041,NaN,3
21,01043,NaN,12
22,01045,NaN,15
23,01047,NaN,7
24,01049,NaN,39
25,01051,NaN,10
26,01053,NaN,5
27,01055,NaN,24
28,01057,NaN,10
29,01059,NaN,10
30,01061,NaN,10
31,01063,NaN,2
32,01065,NaN,6
33,01067,NaN,3
34,01069,NaN,23
35,01071,NaN,8
36,01073,NaN,304
37,01075,NaN,12
38,01077,NaN,23
39,01079,NaN,11
40,01081,NaN,18
41,01083,NaN,62
42,01085,NaN,3
43,01087,NaN,1
44,01089,NaN,174
45,01091,NaN,4
46,01093,NaN,20
47,01095,NaN,88
48,01097,NaN,89
49,01099,NaN,3
50,01101,NaN,44
51,01103,NaN,24
52,01105,NaN,0
53,01107,NaN,8
54,01109,NaN,1
55,01111,NaN,8
56,01113,NaN,1
57,01115,NaN,26
58,01117,NaN,289
59,01119,NaN,2
60,01121,NaN,25
61,01123,NaN,17
62,01125,NaN,210
63,01127,NaN,9
64,01129,NaN,2
65,01131,NaN,2
66,01133,NaN,5
67,02013,NaN,11
68,02016,NaN,2
69,02020,NaN,469
70,02050,NaN,86
71,02060,NaN,0
72,02068,NaN,7
73,02070,NaN,50
74,02090,NaN,58
75,02100,NaN,2
76,02105,NaN,0
77,02110,NaN,78
78,02122,NaN,173
79,02130,NaN,33
80,02150,NaN,19
81,02158,NaN,36
82,02164,NaN,7
83,02170,NaN,122
84,02180,NaN,110
85,02185,NaN,20
86,02188,NaN,58
87,02195,NaN,1
88,02198,NaN,19
89,02220,NaN,25
90,02230,NaN,7
91,02240,NaN,3
92,02261,NaN,0
93,02275,NaN,6
94,02282,NaN,9
95,02290,NaN,16
96,04001,NaN,107
97,04003,NaN,78
98,04005,NaN,76
99,04007,NaN,37
100,04009,NaN,17
101,04011,NaN,5
102,04012,NaN,11
103,04013,NaN,3580
104,04015,NaN,110
105,04017,NaN,117
106,04019,NaN,876
107,04021,NaN,262
108,04023,NaN,6
109,04025,NaN,80
110,04027,NaN,92
111,05001,NaN,7
112,05003,NaN,9
113,05005,NaN,81
114,05007,NaN,192
115,05009,NaN,34
116,05011,NaN,3
117,05013,NaN,10
118,05015,NaN,36
119,05017,NaN,5
120,05019,NaN,27
121,05021,NaN,12
122,05023,NaN,9
123,05025,NaN,3
124,05027,NaN,35
125,05029,NaN,20
126,05031,NaN,255
127,05033,NaN,27
128,05035,NaN,60
129,05037,NaN,15
130,05039,NaN,2
131,05041,NaN,4
132,05043,NaN,6
133,05045,NaN,83
134,05047,NaN,12
135,05049,NaN,13
136,05051,NaN,189
137,05053,NaN,28
138,05055,NaN,49
139,05057,NaN,22
140,05059,NaN,42
141,05061,NaN,10
142,05063,NaN,13
143,05065,NaN,3
144,05067,NaN,40
145,05069,NaN,21
146,05071,NaN,64
147,05073,NaN,8
148,05075,NaN,63
149,05077,NaN,8
150,05079,NaN,2
151,05081,NaN,12
152,05083,NaN,10
153,05085,NaN,54
154,05087,NaN,26
155,05089,NaN,14
156,05091,NaN,68
157,05093,NaN,98
158,05095,NaN,2
159,05097,NaN,6
160,05099,NaN,12
161,05101,NaN,6
162,05103,NaN,24
163,05105,NaN,11
164,05107,NaN,26
165,05109,NaN,19
166,05111,NaN,40
167,05113,NaN,26
168,05115,NaN,29
169,05117,NaN,3
170,05119,NaN,220
171,05121,NaN,100
172,05123,NaN,31
173,05125,NaN,83
174,05127,NaN,9
175,05129,NaN,4
176,05131,NaN,55
177,05133,NaN,74
178,05135,NaN,11
179,05137,NaN,7
180,05139,NaN,42
181,05141,NaN,7
182,05143,NaN,104
183,05145,NaN,97
184,05147,NaN,5
185,05149,NaN,27
186,06001,NaN,906
187,06003,NaN,0
188,06005,NaN,21
189,06007,NaN,74
190,06009,NaN,0
191,06011,NaN,6
192,06013,NaN,690
193,06015,NaN,24
194,06017,NaN,98
195,06019,NaN,850
196,06021,NaN,15
197,06023,NaN,139
198,06025,NaN,264
199,06027,NaN,5
200,06029,NaN,784
201,06031,NaN,189
202,06033,NaN,47
203,06035,NaN,4
204,06037,NaN,10399
205,06039,NaN,56
206,06041,NaN,158
207,06043,NaN,14
208,06045,NaN,64
209,06047,NaN,161
210,06049,NaN,5
211,06051,NaN,2
212,06053,NaN,445
213,06055,NaN,78
214,06057,NaN,19
215,06059,NaN,1598
216,06061,NaN,184
217,06063,NaN,16
218,06065,NaN,848
219,06067,NaN,315
220,06069,NaN,1
221,06071,NaN,997
222,06073,NaN,3727
223,06075,NaN,25
224,06077,NaN,281
225,06079,NaN,182
226,06081,NaN,517
227,06083,NaN,25
228,06085,NaN,877
229,06087,NaN,197
230,06089,NaN,58
231,06091,NaN,0
232,06093,NaN,17
233,06095,NaN,329
234,06097,NaN,289
235,06099,NaN,1786
236,06101,NaN,96
237,06103,NaN,19
238,06105,NaN,0
239,06107,NaN,278
240,06109,NaN,132
241,06111,NaN,471
242,06113,NaN,120
243,06115,NaN,37
244,08001,NaN,488
245,08003,NaN,13
246,08005,NaN,588
247,08007,NaN,6
248,08009,NaN,2
249,08011,NaN,4
250,08013,NaN,360
251,08014,NaN,55
252,08015,NaN,22
253,08017,NaN,0
254,08019,NaN,7
255,08021,NaN,10
256,08023,NaN,3
257,08025,NaN,2
258,08027,NaN,3
259,08029,NaN,20
260,08031,NaN,620
261,08033,NaN,0
262,08035,NaN,292
263,08037,NaN,28
264,08039,NaN,13
265,08041,NaN,817
266,08043,NaN,176
267,08045,NaN,33
268,08047,NaN,5
269,08049,NaN,8
270,08051,NaN,15
271,08053,NaN,0
272,08055,NaN,2
273,08057,NaN,1
274,08059,NaN,542
275,08061,NaN,1
276,08063,NaN,1
277,08065,NaN,2
278,08067,NaN,27
279,08069,NaN,550
280,08071,NaN,5
281,08073,NaN,7
282,08075,NaN,38
283,08077,NaN,137
284,08079,NaN,0
285,08081,NaN,13
286,08083,NaN,25
287,08085,NaN,29
288,08087,NaN,20
289,08089,NaN,12
290,08091,NaN,1
291,08093,NaN,14
292,08095,NaN,4
293,08097,NaN,22
294,08099,NaN,10
295,08101,NaN,301
296,08103,NaN,5
297,08105,NaN,15
298,08107,NaN,24
299,08109,NaN,4
300,08111,NaN,0
301,08113,NaN,3
302,08115,NaN,0
303,08117,NaN,44
304,08119,NaN,11
305,08121,NaN,3
306,08123,NaN,344
307,08125,NaN,3
308,09001,NaN,640
309,09003,NaN,354
310,09005,NaN,97
311,09007,NaN,92
312,09009,NaN,739
313,09011,NaN,165
314,09013,NaN,69
315,09015,NaN,37
316,10001,NaN,107
317,10003,NaN,312
318,10005,NaN,183
319,11001,NaN,397
320,12001,NaN,81
321,12003,NaN,0
322,12005,NaN,27
323,12007,NaN,0
324,12009,NaN,47
325,12011,NaN,578
326,12013,NaN,0
327,12015,NaN,19
328,12017,NaN,5
329,12019,NaN,30
330,12021,NaN,56
331,12023,NaN,4
332,12027,NaN,12
333,12029,NaN,0
334,12031,NaN,187
335,12033,NaN,20
336,12035,NaN,4
337,12037,NaN,1
338,12039,NaN,3
339,12041,NaN,7
340,12043,NaN,0
341,12045,NaN,0
342,12047,NaN,4
343,12049,NaN,1
344,12051,NaN,1
345,12053,NaN,24
346,12055,NaN,17
347,12057,NaN,307
