,County,712,717
0,01001,NaN,231
1,01003,NaN,1244
2,01005,NaN,91
3,01007,NaN,102
4,01009,NaN,184
5,01011,NaN,82
6,01013,NaN,80
7,01015,NaN,441
8,01017,NaN,225
9,01019,NaN,80
10,01021,NaN,140
11,01023,NaN,30
12,01025,NaN,61
13,01027,NaN,53
14,01029,NaN,62
15,01031,NaN,234
16,01033,NaN,257
17,01035,NaN,27
18,01037,NaN,44
19,01039,NaN,78
20,01041,NaN,45
21,01043,NaN,328
22,01045,NaN,233
23,01047,NaN,115
24,01049,NaN,190
25,01051,NaN,323
26,01053,NaN,176
27,01055,NaN,374
28,01057,NaN,36
29,01059,NaN,89
30,01061,NaN,43
31,01063,NaN,36
32,01065,NaN,61
33,01067,NaN,44
34,01069,NaN,378
35,01071,NaN,159
36,01073,NaN,6502
37,01075,NaN,36
38,01077,NaN,382
39,01079,NaN,106
40,01081,NaN,650
41,01083,NaN,417
42,01085,NaN,61
43,01087,NaN,72
44,01089,NaN,2181
45,01091,NaN,56
46,01093,NaN,56
47,01095,NaN,286
48,01097,NaN,2521
49,01099,NaN,112
50,01101,NaN,1995
51,01103,NaN,548
52,01105,NaN,24
53,01107,NaN,59
54,01109,NaN,128
55,01111,NaN,103
56,01113,NaN,176
57,01115,NaN,469
58,01117,NaN,1630
59,01119,NaN,55
60,01121,NaN,369
61,01123,NaN,265
62,01125,NaN,813
63,01127,NaN,168
64,01129,NaN,31
65,01131,NaN,43
66,01133,NaN,74
67,02013,NaN,3
68,02016,NaN,7
69,02020,NaN,840
70,02050,NaN,26
71,02060,NaN,0
72,02068,NaN,2
73,02070,NaN,7
74,02090,NaN,174
75,02100,NaN,4
76,02105,NaN,0
77,02110,NaN,106
78,02122,NaN,82
79,02130,NaN,49
80,02150,NaN,25
81,02158,NaN,26
82,02164,NaN,3
83,02170,NaN,199
84,02180,NaN,13
85,02185,NaN,11
86,02188,NaN,19
87,02195,NaN,8
88,02198,NaN,7
89,02220,NaN,24
90,02230,NaN,1
91,02240,NaN,15
92,02261,NaN,0
93,02275,NaN,3
94,02282,NaN,9
95,02290,NaN,3
96,04001,NaN,285
97,04003,NaN,295
98,04005,NaN,736
99,04007,NaN,198
100,04009,NaN,49
101,04011,NaN,40
102,04012,NaN,48
103,04013,NaN,20074
104,04015,NaN,710
105,04017,NaN,419
106,04019,NaN,3601
107,04021,NaN,1681
108,04023,NaN,166
109,04025,NaN,589
110,04027,NaN,487
111,05001,NaN,83
112,05003,NaN,83
113,05005,NaN,129
114,05007,NaN,1042
115,05009,NaN,133
116,05011,NaN,25
117,05013,NaN,13
118,05015,NaN,63
119,05017,NaN,28
120,05019,NaN,207
121,05021,NaN,47
122,05023,NaN,88
123,05025,NaN,36
124,05027,NaN,97
125,05029,NaN,74
126,05031,NaN,1124
127,05033,NaN,179
128,05035,NaN,380
129,05037,NaN,59
130,05039,NaN,24
131,05041,NaN,28
132,05043,NaN,46
133,05045,NaN,971
134,05047,NaN,28
135,05049,NaN,34
136,05051,NaN,217
137,05053,NaN,70
138,05055,NaN,327
139,05057,NaN,77
140,05059,NaN,213
141,05061,NaN,71
142,05063,NaN,142
143,05065,NaN,90
144,05067,NaN,50
145,05069,NaN,412
146,05071,NaN,62
147,05073,NaN,13
148,05075,NaN,64
149,05077,NaN,61
150,05079,NaN,78
151,05081,NaN,50
152,05083,NaN,49
153,05085,NaN,376
154,05087,NaN,40
155,05089,NaN,37
156,05091,NaN,119
157,05093,NaN,349
158,05095,NaN,20
159,05097,NaN,11
160,05099,NaN,50
161,05101,NaN,21
162,05103,NaN,175
163,05105,NaN,51
164,05107,NaN,170
165,05109,NaN,26
166,05111,NaN,245
167,05113,NaN,45
168,05115,NaN,233
169,05117,NaN,26
170,05119,NaN,4353
171,05121,NaN,78
172,05123,NaN,161
173,05125,NaN,798
174,05127,NaN,23
175,05129,NaN,30
176,05131,NaN,348
177,05133,NaN,49
178,05135,NaN,71
179,05137,NaN,34
180,05139,NaN,213
181,05141,NaN,50
182,05143,NaN,995
183,05145,NaN,272
184,05147,NaN,21
185,05149,NaN,73
186,06001,NaN,6615
187,06003,NaN,1
188,06005,NaN,60
189,06007,NaN,399
190,06009,NaN,67
191,06011,NaN,22
192,06013,NaN,4859
193,06015,NaN,39
194,06017,NaN,455
195,06019,NaN,2057
196,06021,NaN,61
197,06023,NaN,303
198,06025,NaN,771
199,06027,NaN,58
200,06029,NaN,799
201,06031,NaN,334
202,06033,NaN,47
203,06035,NaN,29
204,06037,NaN,98014
205,06039,NaN,293
206,06041,NaN,1108
207,06043,NaN,47
208,06045,NaN,104
209,06047,NaN,598
210,06049,NaN,8
211,06051,NaN,79
212,06053,NaN,804
213,06055,NaN,602
214,06057,NaN,161
215,06059,NaN,16098
216,06061,NaN,1101
217,06063,NaN,8
218,06065,NaN,13467
219,06067,NaN,4961
220,06069,NaN,284
221,06071,NaN,10670
222,06073,NaN,20918
223,06075,NaN,5905
224,06077,NaN,1999
225,06079,NaN,1017
226,06081,NaN,4019
227,06083,NaN,1899
228,06085,NaN,8613
229,06087,NaN,725
230,06089,NaN,228
231,06091,NaN,4
232,06093,NaN,37
233,06095,NaN,1500
234,06097,NaN,1558
235,06099,NaN,1251
236,06101,NaN,192
237,06103,NaN,87
238,06105,NaN,8
239,06107,NaN,955
240,06109,NaN,129
241,06111,NaN,4292
242,06113,NaN,694
243,06115,NaN,155
244,08001,NaN,3285
245,08003,NaN,45
246,08005,NaN,4350
247,08007,NaN,39
248,08009,NaN,3
249,08011,NaN,12
250,08013,NaN,2226
251,08014,NaN,539
252,08015,NaN,64
253,08017,NaN,3
254,08019,NaN,50
255,08021,NaN,11
256,08023,NaN,2
257,08025,NaN,7
258,08027,NaN,4
259,08029,NaN,41
260,08031,NaN,5658
261,08033,NaN,5
262,08035,NaN,2489
263,08037,NaN,634
264,08039,NaN,113
265,08041,NaN,3887
266,08043,NaN,125
267,08045,NaN,388
268,08047,NaN,31
269,08049,NaN,111
270,08051,NaN,56
271,08053,NaN,1
272,08055,NaN,20
273,08057,NaN,2
274,08059,NaN,3907
275,08061,NaN,1
276,08063,NaN,21
277,08065,NaN,25
278,08067,NaN,302
279,08069,NaN,1864
280,08071,NaN,43
281,08073,NaN,10
282,08075,NaN,74
283,08077,NaN,618
284,08079,NaN,3
285,08081,NaN,20
286,08083,NaN,47
287,08085,NaN,71
288,08087,NaN,66
289,08089,NaN,41
290,08091,NaN,40
291,08093,NaN,86
292,08095,NaN,10
293,08097,NaN,247
294,08099,NaN,11
295,08101,NaN,710
296,08103,NaN,15
297,08105,NaN,31
298,08107,NaN,150
299,08109,NaN,13
300,08111,NaN,4
301,08113,NaN,131
302,08115,NaN,1
303,08117,NaN,399
304,08119,NaN,56
305,08121,NaN,6
306,08123,NaN,1448
307,08125,NaN,24
308,09001,NaN,11036
309,09003,NaN,8294
310,09005,NaN,1178
311,09007,NaN,1063
312,09009,NaN,8869
313,09011,NaN,2047
314,09013,NaN,746
315,09015,NaN,717
316,10001,NaN,2087
317,10003,NaN,7570
318,10005,NaN,2335
319,11001,NaN,13287
