,County,607,612,619
0,01001,NaN,223,184
1,01003,NaN,692,564
2,01005,NaN,92,73
3,01007,NaN,171,160
4,01009,NaN,206,189
5,01011,NaN,31,28
6,01013,NaN,90,73
7,01015,NaN,797,717
8,01017,NaN,140,123
9,01019,NaN,85,80
10,01021,NaN,178,162
11,01023,NaN,11,11
12,01025,NaN,93,86
13,01027,NaN,71,68
14,01029,NaN,67,62
15,01031,NaN,199,148
16,01033,NaN,209,206
17,01035,NaN,76,67
18,01037,NaN,74,76
19,01039,NaN,185,159
20,01041,NaN,84,69
21,01043,NaN,588,520
22,01045,NaN,223,177
23,01047,NaN,99,78
24,01049,NaN,319,280
25,01051,NaN,358,286
26,01053,NaN,274,252
27,01055,NaN,415,341
28,01057,NaN,76,81
29,01059,NaN,105,102
30,01061,NaN,168,140
31,01063,NaN,19,21
32,01065,NaN,53,50
33,01067,NaN,93,93
34,01069,NaN,433,383
35,01071,NaN,312,279
36,01073,NaN,2352,2042
37,01075,NaN,55,54
38,01077,NaN,412,363
39,01079,NaN,81,81
40,01081,NaN,580,502
41,01083,NaN,520,463
42,01085,NaN,32,25
43,01087,NaN,57,57
44,01089,NaN,1408,1166
45,01091,NaN,61,52
46,01093,NaN,205,178
47,01095,NaN,523,380
48,01097,NaN,1282,1192
49,01099,NaN,105,88
50,01101,NaN,703,542
51,01103,NaN,580,436
52,01105,NaN,27,24
53,01107,NaN,69,60
54,01109,NaN,182,142
55,01111,NaN,127,104
56,01113,NaN,128,105
57,01115,NaN,511,387
58,01117,NaN,871,681
59,01119,NaN,15,15
60,01121,NaN,566,456
61,01123,NaN,246,236
62,01125,NaN,980,867
63,01127,NaN,415,380
64,01129,NaN,43,35
65,01131,NaN,31,28
66,01133,NaN,154,129
67,02013,NaN,5,6
68,02016,NaN,2,3
69,02020,NaN,1896,1933
70,02050,NaN,162,139
71,02060,NaN,0,0
72,02068,NaN,14,14
73,02070,NaN,28,28
74,02090,NaN,677,728
75,02100,NaN,15,16
76,02105,NaN,0,0
77,02110,NaN,153,138
78,02122,NaN,282,253
79,02130,NaN,49,47
80,02150,NaN,48,51
81,02158,NaN,36,35
82,02164,NaN,4,3
83,02170,NaN,721,784
84,02180,NaN,28,25
