,County,747,752
0,01001,NaN,790
1,01003,NaN,1127
2,01005,NaN,116
3,01007,NaN,148
4,01009,NaN,367
5,01011,NaN,35
6,01013,NaN,156
7,01015,NaN,872
8,01017,NaN,146
9,01019,NaN,148
10,01021,NaN,311
11,01023,NaN,89
12,01025,NaN,155
13,01027,NaN,88
14,01029,NaN,91
15,01031,NaN,297
16,01033,NaN,518
17,01035,NaN,51
18,01037,NaN,80
19,01039,NaN,185
20,01041,NaN,122
21,01043,NaN,810
22,01045,NaN,240
23,01047,NaN,232
24,01049,NaN,482
25,01051,NaN,867
26,01053,NaN,180
27,01055,NaN,677
28,01057,NaN,108
29,01059,NaN,395
30,01061,NaN,172
31,01063,NaN,42
32,01065,NaN,84
33,01067,NaN,112
34,01069,NaN,579
35,01071,NaN,544
36,01073,NaN,4074
37,01075,NaN,88
38,01077,NaN,740
39,01079,NaN,240
40,01081,NaN,855
41,01083,NaN,626
42,01085,NaN,78
43,01087,NaN,122
44,01089,NaN,2633
45,01091,NaN,90
46,01093,NaN,228
47,01095,NaN,917
48,01097,NaN,1964
49,01099,NaN,146
50,01101,NaN,2260
51,01103,NaN,977
52,01105,NaN,53
53,01107,NaN,73
54,01109,NaN,173
55,01111,NaN,126
56,01113,NaN,239
57,01115,NaN,510
58,01117,NaN,1521
59,01119,NaN,64
60,01121,NaN,581
61,01123,NaN,262
62,01125,NaN,1029
63,01127,NaN,744
64,01129,NaN,65
65,01131,NaN,85
66,01133,NaN,340
67,02013,NaN,175
68,02016,NaN,59
69,02020,NaN,3903
70,02050,NaN,454
71,02060,NaN,0
72,02068,NaN,12
73,02070,NaN,142
74,02090,NaN,1450
75,02100,NaN,52
76,02105,NaN,0
77,02110,NaN,368
78,02122,NaN,903
79,02130,NaN,214
80,02150,NaN,156
81,02158,NaN,201
82,02164,NaN,36
83,02170,NaN,1646
84,02180,NaN,404
85,02185,NaN,280
86,02188,NaN,226
87,02195,NaN,21
88,02198,NaN,90
89,02220,NaN,118
90,02230,NaN,10
