,County,775,780
0,01001,NaN,36
1,01003,NaN,112
2,01005,NaN,6
3,01007,NaN,7
4,01009,NaN,52
5,01011,NaN,2
6,01013,NaN,5
7,01015,NaN,248
8,01017,NaN,10
9,01019,NaN,20
10,01021,NaN,71
11,01023,NaN,16
12,01025,NaN,15
13,01027,NaN,12
14,01029,NaN,13
15,01031,NaN,22
16,01033,NaN,46
17,01035,NaN,5
18,01037,NaN,7
19,01039,NaN,10
20,01041,NaN,6
21,01043,NaN,106
22,01045,NaN,16
23,01047,NaN,32
24,01049,NaN,37
25,01051,NaN,50
26,01053,NaN,16
27,01055,NaN,29
28,01057,NaN,98
29,01059,NaN,15
30,01061,NaN,17
31,01063,NaN,4
32,01065,NaN,1
33,01067,NaN,14
34,01069,NaN,46
35,01071,NaN,42
36,01073,NaN,408
37,01075,NaN,29
38,01077,NaN,63
39,01079,NaN,43
40,01081,NaN,32
41,01083,NaN,73
42,01085,NaN,5
43,01087,NaN,5
44,01089,NaN,280
45,01091,NaN,3
46,01093,NaN,26
47,01095,NaN,33
48,01097,NaN,628
49,01099,NaN,4
50,01101,NaN,138
51,01103,NaN,63
52,01105,NaN,6
53,01107,NaN,21
54,01109,NaN,8
55,01111,NaN,9
56,01113,NaN,24
57,01115,NaN,61
58,01117,NaN,155
59,01119,NaN,14
60,01121,NaN,132
61,01123,NaN,18
62,01125,NaN,367
63,01127,NaN,46
64,01129,NaN,37
65,01131,NaN,9
66,01133,NaN,21
67,02013,NaN,6
68,02016,NaN,3
69,02020,NaN,501
70,02050,NaN,32
71,02060,NaN,0
72,02068,NaN,7
73,02070,NaN,8
74,02090,NaN,233
75,02100,NaN,13
76,02105,NaN,0
77,02110,NaN,104
78,02122,NaN,194
79,02130,NaN,36
80,02150,NaN,46
81,02158,NaN,43
82,02164,NaN,12
83,02170,NaN,199
84,02180,NaN,157
85,02185,NaN,20
86,02188,NaN,88
87,02195,NaN,8
88,02198,NaN,20
89,02220,NaN,37
90,02230,NaN,1
91,02240,NaN,8
92,02261,NaN,0
93,02275,NaN,2
94,02282,NaN,8
95,02290,NaN,10
96,04001,NaN,84
97,04003,NaN,88
98,04005,NaN,76
99,04007,NaN,25
100,04009,NaN,15
101,04011,NaN,5
102,04012,NaN,9
103,04013,NaN,3130
104,04015,NaN,82
105,04017,NaN,86
106,04019,NaN,463
107,04021,NaN,203
108,04023,NaN,13
109,04025,NaN,54
110,04027,NaN,86
111,05001,NaN,11
112,05003,NaN,13
113,05005,NaN,64
114,05007,NaN,256
115,05009,NaN,32
116,05011,NaN,4
117,05013,NaN,6
118,05015,NaN,31
119,05017,NaN,6
120,05019,NaN,28
121,05021,NaN,6
122,05023,NaN,21
123,05025,NaN,3
124,05027,NaN,44
125,05029,NaN,12
126,05031,NaN,265
127,05033,NaN,37
128,05035,NaN,49
129,05037,NaN,36
130,05039,NaN,2
131,05041,NaN,2
132,05043,NaN,15
133,05045,NaN,96
134,05047,NaN,18
135,05049,NaN,9
136,05051,NaN,89
137,05053,NaN,18
138,05055,NaN,53
139,05057,NaN,19
140,05059,NaN,58
141,05061,NaN,8
142,05063,NaN,27
143,05065,NaN,4
144,05067,NaN,17
145,05069,NaN,25
146,05071,NaN,49
147,05073,NaN,3
148,05075,NaN,42
149,05077,NaN,11
150,05079,NaN,1
151,05081,NaN,15
152,05083,NaN,26
153,05085,NaN,62
154,05087,NaN,19
155,05089,NaN,19
156,05091,NaN,62
157,05093,NaN,74
158,05095,NaN,1
159,05097,NaN,0
160,05099,NaN,5
161,05101,NaN,1
162,05103,NaN,21
163,05105,NaN,8
164,05107,NaN,14
165,05109,NaN,8
166,05111,NaN,46
167,05113,NaN,15
168,05115,NaN,61
169,05117,NaN,2
170,05119,NaN,328
171,05121,NaN,55
172,05123,NaN,20
173,05125,NaN,139
174,05127,NaN,6
175,05129,NaN,26
176,05131,NaN,59
177,05133,NaN,53
178,05135,NaN,12
179,05137,NaN,12
180,05139,NaN,17
181,05141,NaN,7
182,05143,NaN,246
183,05145,NaN,123
184,05147,NaN,4
185,05149,NaN,24
186,06001,NaN,2121
187,06003,NaN,0
188,06005,NaN,59
189,06007,NaN,209
190,06009,NaN,42
191,06011,NaN,25
192,06013,NaN,1164
193,06015,NaN,73
194,06017,NaN,98
195,06019,NaN,1486
196,06021,NaN,21
197,06023,NaN,145
198,06025,NaN,306
199,06027,NaN,20
200,06029,NaN,3390
201,06031,NaN,389
202,06033,NaN,105
203,06035,NaN,35
204,06037,NaN,7462
205,06039,NaN,176
206,06041,NaN,153
207,06043,NaN,33
208,06045,NaN,113
209,06047,NaN,267
210,06049,NaN,6
211,06051,NaN,3
212,06053,NaN,526
213,06055,NaN,184
214,06057,NaN,71
215,06059,NaN,1332
216,06061,NaN,368
217,06063,NaN,39
218,06065,NaN,1906
219,06067,NaN,1031
220,06069,NaN,49
221,06071,NaN,1696
222,06073,NaN,4517
223,06075,NaN,433
224,06077,NaN,616
225,06079,NaN,334
226,06081,NaN,854
227,06083,NaN,479
228,06085,NaN,1560
229,06087,NaN,399
230,06089,NaN,156
231,06091,NaN,4
232,06093,NaN,58
233,06095,NaN,509
234,06097,NaN,628
235,06099,NaN,2495
236,06101,NaN,171
237,06103,NaN,49
238,06105,NaN,11
239,06107,NaN,602
240,06109,NaN,120
241,06111,NaN,433
242,06113,NaN,256
243,06115,NaN,75
244,08001,NaN,401
245,08003,NaN,25
246,08005,NaN,501
247,08007,NaN,1
248,08009,NaN,9
249,08011,NaN,5
250,08013,NaN,378
251,08014,NaN,44
252,08015,NaN,19
253,08017,NaN,3
254,08019,NaN,6
255,08021,NaN,11
256,08023,NaN,4
257,08025,NaN,12
258,08027,NaN,2
259,08029,NaN,28
260,08031,NaN,530
261,08033,NaN,2
262,08035,NaN,247
263,08037,NaN,34
264,08039,NaN,18
265,08041,NaN,759
266,08043,NaN,175
267,08045,NaN,60
268,08047,NaN,6
