,State,397,402,409,416,423
0,Washington,334962,11253,12137,13118,13625
1,Illinois,1175568,21345,33043,43444,52145
2,California,3536946,30536,19349,12694,10160
3,Arizona,809474,8934,7982,7242,7265
4,Massachusetts,570546,9905,8582,7239,6323
5,Wisconsin,612712,6888,8114,8957,9753
6,Texas,2606513,95167,117769,137512,155104
7,Nebraska,199045,NaN,NaN,NaN,NaN
8,Utah,367073,9700,11474,13159,14641
9,Oregon,153135,2374,1941,1517,1141
10,Florida,1872923,55011,59486,64955,70751
11,New York,1597969,34211,22436,10467,0
12,Rhode Island,123980,NaN,NaN,NaN,NaN
13,Georgia,987041,30153,34469,39702,43178
14,New Hampshire,73665,2952,3464,3924,4323
15,North Carolina,844770,26216,25910,26432,27277
16,New Jersey,769109,22505,23506,24825,26198
17,Colorado,421294,5108,3175,983,0
18,Maryland,376966,2423,0,0,0
19,Nevada,291145,3254,3020,2817,2755
20,Tennessee,766089,19814,22832,25476,28251
21,Hawaii,27410,527,633,702,731
22,Indiana,656358,13355,19838,25125,31430
23,Kentucky,397526,21247,26404,30708,34491
24,Minnesota,479591,7128,8433,9768,10829
25,Oklahoma,419853,17033,23821,28999,34527
26,Pennsylvania,917565,17983,17442,16521,15791
27,South Carolina,505589,20949,21343,22112,22800
28,District of Columbia,39755,NaN,NaN,NaN,NaN
29,Kansas,294080,NaN,NaN,NaN,NaN
30,Missouri,491902,8107,9819,11109,12234
31,Vermont,14608,839,843,847,852
32,Virginia,565270,23572,29231,37545,44462
33,Connecticut,275334,0,0,0,0
34,Iowa,360193,20361,19723,16245,13160
35,Louisiana,424644,9692,10931,11791,13232
36,Ohio,955378,25842,30980,37175,42824
37,Michigan,637928,8252,7951,7729,7691
38,South Dakota,111334,NaN,NaN,NaN,NaN
39,Arkansas,315759,6105,7367,8365,10146
40,Delaware,85090,1758,1717,1559,1556
41,Mississippi,290874,8001,10550,13549,17108
42,New Mexico,183023,4137,5228,6279,7290
43,North Dakota,99312,1362,1892,2375,2796
44,Wyoming,53900,NaN,NaN,NaN,NaN
45,Alaska,57738,NaN,NaN,NaN,NaN
46,Maine,43594,1177,1574,2228,2834
47,Alabama,487520,12200,15346,19398,24117
48,Idaho,169584,2666,3023,3423,3836
49,Montana,98810,1682,1818,1998,2129
50,Puerto Rico,99257,NaN,NaN,NaN,NaN
51,Virgin Islands,2579,NaN,NaN,NaN,NaN
52,Guam,7727,NaN,NaN,NaN,NaN
53,West Virginia,129854,1926,1625,1371,1147
54,Northern Mariana Islands,143,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
