,County,295,304,311,318,325,332,339
0,01001,2385,160,187,210,212,199,105
1,01003,7454,332,350,366,374,368,211
2,01005,1113,44,47,50,52,50,27
3,01007,966,54,61,61,61,59,32
4,01009,2429,313,370,396,377,324,154
5,01011,669,0,0,0,0,2,1
6,01013,1062,13,13,14,14,14,8
7,01015,5345,284,267,250,245,240,134
8,01017,1514,85,99,115,119,111,61
9,01019,870,52,57,61,58,56,30
10,01021,2048,61,64,61,62,61,32
11,01023,407,0,0,0,0,0,0
12,01025,1472,39,42,44,44,44,25
13,01027,825,29,28,31,31,29,17
14,01029,646,21,15,15,16,19,10
15,01031,2074,113,113,118,117,113,60
16,01033,2603,295,329,349,341,296,139
17,01035,627,12,16,20,22,22,12
18,01037,247,14,15,14,17,19,12
19,01039,1991,81,71,65,60,59,33
20,01041,665,9,13,14,15,14,8
21,01043,3454,470,504,538,547,505,263
22,01045,2111,188,221,252,247,222,110
23,01047,2025,38,47,49,53,49,31
24,01049,4057,220,218,222,225,207,113
25,01051,3544,151,188,211,218,212,112
26,01053,1847,4,7,8,12,15,8
27,01055,5087,340,319,307,285,280,144
28,01057,702,51,57,57,59,54,30
29,01059,2286,41,29,22,21,20,10
30,01061,1065,53,65,77,77,78,43
31,01063,364,0,0,0,0,0,0
32,01065,847,7,8,7,7,7,4
33,01067,799,11,9,8,13,14,8
34,01069,4631,294,372,440,464,436,246
35,01071,2595,190,190,191,184,168,87
36,01073,26813,1621,1820,2004,2019,1953,1061
37,01075,576,31,29,30,28,28,15
38,01077,3140,224,143,101,88,80,46
39,01079,1037,65,60,58,54,52,31
40,01081,7043,289,379,469,502,496,277
41,01083,3512,295,311,327,335,310,165
42,01085,753,0,0,0,0,0,0
43,01087,630,32,46,56,63,59,33
44,01089,10806,879,1073,1256,1312,1295,688
45,01091,1116,7,8,7,7,7,4
46,01093,1243,88,127,166,175,166,85
47,01095,5066,391,494,565,569,514,262
48,01097,18228,699,895,1076,1138,1127,626
49,01099,713,13,26,35,41,43,25
50,01101,11375,511,651,799,843,798,418
51,01103,5157,455,496,527,532,497,264
52,01105,631,0,0,0,0,0,0
53,01107,1040,49,43,38,33,34,19
54,01109,1461,42,46,48,49,49,27
55,01111,912,33,28,34,35,33,20
56,01113,2033,24,17,15,15,13,8
57,01115,3613,203,166,145,138,131,71
58,01117,8635,757,1014,1269,1322,1278,678
59,01119,517,4,5,7,7,7,4
60,01121,3045,112,87,76,75,68,35
61,01123,1542,28,26,26,34,35,18
62,01125,11440,371,320,290,267,267,148
63,01127,3203,163,156,147,140,139,76
64,01129,852,0,0,0,0,1,1
65,01131,597,0,0,0,0,0,0
66,01133,1082,50,49,47,43,41,23
67,02013,20,0,0,0,0,0,0
68,02016,105,0,0,0,0,0,0
69,02020,11218,1944,2029,2052,1990,1826,931
70,02050,855,,,,,,NaN
71,02060,0,0,0,0,0,0,0
72,02068,37,0,0,0,0,0,0
73,02070,78,0,0,0,0,0,0
74,02090,2676,1,4,7,6,7,4
75,02100,16,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,693,97,112,136,136,127,68
78,02122,1559,351,481,593,616,597,318
79,02130,153,34,25,14,12,11,8
80,02150,153,0,0,0,0,0,0
81,02158,351,21,12,8,7,7,4
82,02164,124,0,0,0,0,0,0
83,02170,2169,12,14,16,21,21,12
84,02180,157,0,0,0,0,0,0
85,02185,361,0,0,0,0,0,0
86,02188,301,0,0,0,0,0,0
87,02195,21,0,0,0,0,0,0
88,02198,42,,,,,,NaN
89,02220,110,6,2,0,0,0,0
90,02230,7,0,0,0,0,0,0
91,02240,127,0,0,0,0,0,0
92,02261,207,,,,,,NaN
93,02275,19,0,0,0,0,0,0
94,02282,39,0,0,0,0,0,0
95,02290,132,0,0,0,0,0,0
96,04001,4270,121,134,151,158,158,90
97,04003,2572,357,543,729,773,733,378
98,04005,6124,567,670,742,751,712,384
99,04007,2259,167,184,196,196,197,108
100,04009,1562,249,310,362,366,341,173
101,04011,122,0,0,0,0,0,0
102,04012,666,21,24,28,29,29,17
103,04013,170842,12860,16827,20164,20365,18223,8961
104,04015,4893,415,630,830,886,851,451
105,04017,6988,19,17,18,29,39,27
106,04019,31538,3607,4886,6139,6518,6288,3362
107,04021,13174,1004,1247,1467,1543,1464,755
108,04023,3208,0,0,0,0,1,0
109,04025,3409,480,763,1086,1206,1201,664
110,04027,14935,470,370,281,246,225,125
111,05001,807,45,40,41,36,37,20
112,05003,643,0,0,0,0,0,0
113,05005,1016,225,248,252,240,213,105
114,05007,9977,1338,1566,1751,1720,1548,768
115,05009,1308,150,182,210,205,187,95
116,05011,390,0,0,0,0,0,0
117,05013,95,21,21,17,14,15,8
118,05015,1141,38,35,36,35,32,18
119,05017,1073,0,0,0,0,0,0
120,05019,648,47,44,41,40,40,21
121,05021,609,42,41,36,35,36,19
122,05023,570,51,58,63,67,64,34
123,05025,286,6,7,7,7,7,4
124,05027,839,50,58,65,66,68,34
125,05029,453,61,93,123,127,119,60
126,05031,5766,672,706,719,702,652,339
127,05033,2519,268,296,300,298,263,129
128,05035,2815,207,223,223,218,202,104
129,05037,653,20,16,15,17,16,9
130,05039,211,0,0,0,0,0,0
131,05041,469,23,21,23,23,21,12
132,05043,488,15,21,27,29,31,16
133,05045,3942,306,343,379,390,372,203
134,05047,644,40,36,35,33,34,18
135,05049,415,35,37,36,36,35,20
136,05051,3053,369,457,516,517,477,243
137,05053,434,28,30,34,34,33,18
138,05055,2067,254,244,234,225,203,109
139,05057,699,87,97,107,107,96,52
140,05059,2522,0,0,0,0,0,1
141,05061,702,60,70,76,76,72,37
142,05063,1795,192,294,371,391,353,174
143,05065,862,111,90,72,60,55,27
144,05067,1136,99,79,66,58,54,29
145,05069,4679,100,77,59,53,49,28
146,05071,1112,49,50,55,56,56,30
147,05073,227,3,2,2,7,7,4
148,05075,986,52,43,38,34,35,19
149,05077,1129,0,0,0,0,5,4
150,05079,2363,,,,,,NaN
151,05081,536,26,28,31,34,33,16
152,05083,696,0,0,0,0,0,0
153,05085,2180,241,275,286,286,274,143
154,05087,507,39,51,61,63,60,33
155,05089,246,61,84,100,106,94,49
156,05091,1850,144,116,101,93,91,49
157,05093,2732,120,98,83,80,77,42
158,05095,260,14,14,14,14,14,8
159,05097,208,0,0,0,0,0,1
160,05099,378,35,38,40,39,36,19
161,05101,360,0,0,0,0,0,0
162,05103,465,46,53,63,65,63,34
163,05105,192,22,26,30,33,31,14
164,05107,825,0,0,0,0,6,4
165,05109,307,9,12,14,16,16,9
166,05111,1414,19,14,19,23,22,11
167,05113,507,92,132,166,164,141,66
168,05115,3074,140,140,136,130,122,66
169,05117,308,25,33,43,42,41,21
170,05119,13855,1263,1591,1907,1987,1859,952
171,05121,799,42,34,29,30,27,16
172,05123,1884,50,48,48,47,44,24
173,05125,3648,527,628,712,701,622,305
174,05127,287,41,44,46,45,40,20
175,05129,241,0,0,0,5,7,4
176,05131,5887,752,958,1059,1007,827,369
177,05133,1545,0,0,3,7,8,7
178,05135,482,68,82,91,93,85,44
179,05137,423,0,0,0,0,0,0
180,05139,1302,81,91,105,108,108,58
181,05141,258,7,13,14,14,17,9
182,05143,13049,1004,1325,1612,1672,1600,834
183,05145,2122,516,671,763,736,601,269
184,05147,160,11,8,7,7,7,4
185,05149,1463,30,25,21,19,17,8
186,06001,25400,1544,2253,3043,3315,3327,1828
187,06003,26,0,0,0,0,0,0
188,06005,389,37,45,55,61,62,33
189,06007,3348,147,183,224,237,244,137
