,County,333,339,346,353,360,367,374
0,01001,3741,304,285,250,226,213,190
1,01003,11827,1004,951,889,850,809,759
2,01005,1336,44,45,48,50,51,49
3,01007,1613,95,85,65,58,55,52
4,01009,4218,400,333,270,226,202,173
5,01011,753,0,0,0,0,0,0
6,01013,1399,10,7,7,6,7,5
7,01015,8648,734,671,639,600,558,534
8,01017,2125,132,141,142,143,137,125
9,01019,1287,85,84,81,78,78,73
10,01021,2696,71,59,47,38,38,35
11,01023,474,8,11,14,14,15,15
12,01025,2182,146,132,111,102,98,92
13,01027,1055,44,45,50,55,57,55
14,01029,948,6,4,0,6,7,7
15,01031,3185,262,252,248,241,225,198
16,01033,4106,245,196,151,132,117,111
17,01035,807,43,53,65,71,73,71
18,01037,454,29,20,20,22,27,28
19,01039,2701,72,56,44,34,34,33
20,01041,841,30,34,38,40,36,35
21,01043,6269,540,484,417,368,340,310
22,01045,3007,233,234,227,225,214,199
23,01047,2601,60,62,58,56,55,54
24,01049,6408,539,505,458,417,385,337
25,01051,5535,519,496,451,419,390,341
26,01053,2383,9,13,12,17,19,16
27,01055,8916,820,745,664,598,540,476
28,01057,1303,77,72,61,54,53,51
29,01059,3021,52,47,41,36,32,30
30,01061,1488,71,66,64,63,60,57
31,01063,585,0,0,0,2,4,4
32,01065,1274,27,34,35,35,36,33
33,01067,1085,2,1,3,5,7,3
34,01069,6570,468,501,533,542,513,455
35,01071,4689,219,175,137,116,108,103
36,01073,45527,4913,4614,4303,4046,3826,3503
37,01075,946,70,63,54,49,45,42
38,01077,5582,465,450,428,409,388,345
39,01079,1757,160,153,141,132,123,113
40,01081,9337,683,706,737,766,760,727
41,01083,5987,613,638,616,595,552,482
42,01085,897,0,0,0,0,0,0
43,01087,901,63,66,69,73,70,68
44,01089,19314,2456,2862,3333,3508,3409,3030
45,01091,1611,0,0,0,0,1,5
46,01093,1853,159,158,149,138,132,117
47,01095,8380,532,426,348,307,284,268
48,01097,23463,1233,1168,1155,1147,1143,1113
49,01099,1027,110,140,167,177,169,151
50,01101,14775,1259,1561,1842,1933,1773,1481
51,01103,9355,792,747,677,623,578,516
52,01105,790,0,0,0,0,0,0
53,01107,1568,79,74,60,53,49,44
54,01109,1815,67,66,67,66,67,63
55,01111,1174,35,33,34,33,34,34
56,01113,2595,153,173,207,219,220,207
57,01115,5770,551,520,509,499,467,425
58,01117,13888,1162,1104,1069,1048,1019,960
59,01119,743,66,84,98,102,96,88
60,01121,4655,140,86,51,35,29,22
61,01123,2167,14,13,13,14,15,14
62,01125,16663,1405,1381,1370,1344,1261,1116
63,01127,4720,258,207,159,134,126,117
64,01129,1105,0,0,0,0,3,4
65,01131,817,7,8,7,7,7,7
66,01133,1740,70,51,41,33,33,29
67,02013,40,0,0,0,0,0,0
68,02016,169,,,,,,NaN
69,02020,21651,1507,1299,1138,1053,999,939
70,02050,2081,0,0,0,0,0,0
71,02060,0,0,0,0,0,0,0
72,02068,60,0,0,0,0,0,0
73,02070,111,0,0,0,0,0,0
74,02090,4605,402,410,423,424,415,390
75,02100,22,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,988,32,24,22,21,21,21
78,02122,3478,257,218,210,206,209,197
79,02130,230,0,0,0,0,0,0
80,02150,803,,,,,,NaN
81,02158,672,0,0,0,0,0,0
82,02164,156,0,0,0,0,0,0
83,02170,5842,633,591,600,593,583,529
84,02180,264,0,0,0,0,0,0
85,02185,757,0,0,0,0,0,0
86,02188,391,0,0,0,0,0,0
87,02195,28,0,0,0,0,0,0
88,02198,69,0,0,0,0,0,0
89,02220,257,0,0,0,0,0,0
90,02230,15,0,0,0,0,0,0
91,02240,381,0,0,0,0,0,0
92,02261,311,,,,,,NaN
93,02275,25,0,0,0,0,0,0
94,02282,52,0,0,0,0,0,0
95,02290,204,,,,,,NaN
96,04001,6862,483,459,442,428,406,374
97,04003,6122,924,834,723,660,588,490
98,04005,9993,678,675,627,597,578,543
99,04007,4005,307,277,248,231,212,197
100,04009,2795,190,158,137,120,118,109
101,04011,354,,,,,,NaN
102,04012,1165,119,117,128,130,131,117
103,04013,279885,30266,29279,27806,26137,23857,20621
104,04015,9937,1596,1637,1588,1512,1342,1094
105,04017,10301,133,106,83,85,101,115
106,04019,59116,9365,8913,8269,7688,6872,5749
107,04021,23742,2371,1959,1600,1409,1246,1051
108,04023,5362,0,0,0,0,0,1
109,04025,9366,1435,1321,1232,1163,1103,1012
110,04027,24592,1056,995,775,642,575,522
111,05001,1187,51,50,46,43,41,40
112,05003,1159,164,231,303,328,299,235
113,05005,1832,121,114,103,93,90,83
114,05007,15694,1269,1255,1256,1199,1152,1060
115,05009,2340,150,131,123,114,110,104
116,05011,811,36,56,73,79,77,71
117,05013,196,7,7,7,7,7,7
118,05015,1909,143,123,107,96,89,80
119,05017,1357,16,17,14,14,14,14
120,05019,1208,62,50,35,33,35,33
121,05021,1202,48,37,27,21,21,21
