,State,227,234,241,248,255
0,Washington,1953,57,57,62,61
1,Illinois,8385,173,188,202,212
2,California,13709,815,809,814,806
3,Arizona,5207,196,198,217,225
4,Massachusetts,9116,101,107,108,116
5,Wisconsin,1168,44,44,44,46
6,Texas,13576,891,868,837,820
7,Nebraska,404,17,18,17,18
8,Utah,420,19,18,18,20
9,Oregon,480,26,24,23,23
10,Florida,11811,562,516,462,426
11,New York,32987,142,167,181,194
12,Rhode Island,1055,17,18,19,22
13,Georgia,5977,396,361,313,281
14,New Hampshire,432,7,8,10,12
15,North Carolina,2889,161,157,154,152
16,New Jersey,15985,288,316,351,379
17,Colorado,1971,20,22,19,20
18,Maryland,3796,54,57,57,58
19,Nevada,1388,66,45,24,15
20,Tennessee,1862,165,171,174,168
21,Hawaii,84,19,28,36,35
22,Indiana,3362,92,94,95,97
23,Kentucky,993,43,44,40,41
24,Minnesota,1903,51,48,53,56
25,Oklahoma,850,57,51,43,38
26,Pennsylvania,7750,125,130,144,155
27,South Carolina,2877,172,175,167,157
28,District of Columbia,611,NaN,NaN,NaN,NaN
29,Kansas,480,22,21,20,19
30,Missouri,1668,71,70,71,68
31,Vermont,58,0,0,0,0
32,Virginia,2677,97,97,102,102
33,Connecticut,4468,6,7,8,9
34,Iowa,1164,59,58,53,48
35,Louisiana,5035,162,150,149,157
36,Ohio,4256,165,167,168,168
37,Michigan,6806,89,92,95,96
38,South Dakota,173,8,8,8,8
39,Arkansas,882,122,135,158,180
40,Delaware,608,25,25,25,25
41,Mississippi,2569,149,142,141,130
42,New Mexico,800,34,35,36,37
43,North Dakota,155,7,7,7,7
44,Wyoming,42,1,2,1,1
45,Alaska,42,2,2,2,2
46,Maine,134,3,4,4,4
47,Alabama,2275,118,121,119,116
48,Idaho,384,32,31,28,24
49,Montana,116,9,9,9,9
50,Puerto Rico,464,NaN,NaN,NaN,NaN
51,Virgin Islands,16,NaN,NaN,NaN,NaN
52,Guam,14,NaN,NaN,NaN,NaN
53,West Virginia,246,36,43,48,50
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
