,State,312,318,325,332,339
0,Washington,2703,162,164,166,168
1,Illinois,12882,1201,1235,1261,1286
2,California,19151,473,547,619,694
3,Arizona,6634,311,317,322,326
4,Massachusetts,10722,274,282,288,294
5,Wisconsin,3487,606,621,634,647
6,Texas,21843,1088,1116,1139,1168
7,Nebraska,989,168,174,180,187
8,Utah,868,194,194,193,193
9,Oregon,905,89,92,96,99
10,Florida,18500,474,478,480,484
11,New York,34561,398,510,620,732
12,Rhode Island,1346,69,74,79,84
13,Georgia,9442,436,441,448,454
14,New Hampshire,526,25,26,26,27
15,North Carolina,5240,344,351,355,359
16,New Jersey,16978,304,306,308,309
17,Colorado,3003,365,376,387,398
18,Maryland,4625,182,184,185,187
19,Nevada,2136,148,151,154,157
20,Tennessee,4554,443,457,468,479
21,Hawaii,244,4,1,0,0
22,Indiana,5685,578,596,612,628
23,Kentucky,1896,221,225,229,233
24,Minnesota,3637,598,652,704,756
25,Oklahoma,1736,225,230,236,242
26,Pennsylvania,10297,561,568,571,577
27,South Carolina,4353,176,180,183,187
28,District of Columbia,680,16,23,26,32
29,Kansas,1529,236,247,258,271
30,Missouri,3850,429,440,448,457
31,Vermont,67,4,5,6,7
32,Virginia,4058,188,188,187,186
33,Connecticut,4961,160,176,192,208
34,Iowa,2399,327,356,386,415
35,Louisiana,6407,200,203,206,209
36,Ohio,6399,515,520,524,527
37,Michigan,9467,824,934,1040,1144
38,South Dakota,943,185,215,246,277
39,Arkansas,2470,193,200,207,214
40,Delaware,770,30,31,31,32
41,Mississippi,3806,146,150,155,160
42,New Mexico,1540,183,191,200,209
43,North Dakota,926,151,165,180,196
44,Wyoming,215,64,71,79,87
45,Alaska,121,28,28,28,28
46,Maine,191,17,20,23,26
47,Alabama,3577,248,256,263,270
48,Idaho,920,129,144,159,175
49,Montana,671,134,145,157,170
50,Puerto Rico,1094,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,112,NaN,NaN,NaN,NaN
53,West Virginia,729,111,130,148,167
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
