,State,396,402,409,416,423,430,437
0,Washington,333794,5181,5407,5706,5776,5787,5698
1,Illinois,1174330,10522,8220,7127,6705,6542,6417
2,California,3531846,35864,24013,18954,17195,16587,16107
3,Arizona,807967,7963,5050,3803,3395,3263,3189
4,Massachusetts,569284,9862,8050,7260,6900,6657,6391
5,Wisconsin,612240,4436,3567,3200,3066,2999,2941
6,Texas,2600660,25348,13449,8984,7587,7125,6929
7,Nebraska,198949,1298,970,820,788,772,772
8,Utah,366735,3804,3156,2833,2686,2549,2421
9,Oregon,152818,2089,1701,1578,1539,1494,1472
10,Florida,1868772,35998,30716,27944,26825,25766,24677
11,New York,1591672,47881,45622,43901,42063,39369,35652
12,Rhode Island,123145,2066,1699,1513,1443,1406,1384
13,Georgia,985505,16565,14241,13230,12646,12247,11745
14,New Hampshire,73413,2159,2138,2117,2043,1963,1865
15,North Carolina,842637,16602,11906,9810,9051,8697,8444
16,New Jersey,766405,19728,18138,17185,16507,15722,14714
17,Colorado,420614,6052,4811,4280,4087,3963,3862
18,Maryland,376355,4691,3531,2979,2785,2721,2735
19,Nevada,290972,2532,1730,1335,1209,1169,1159
20,Tennessee,765137,11537,10612,10103,9805,9422,8927
21,Hawaii,27361,211,141,112,99,98,95
22,Indiana,655541,6065,4869,4395,4202,4063,3940
23,Kentucky,396997,6840,5288,4632,4360,4203,4027
24,Minnesota,479036,4185,3902,3767,3769,3731,3668
25,Oklahoma,419354,5420,3415,2577,2288,2197,2113
26,Pennsylvania,915639,17670,15000,13763,13268,12899,12466
27,South Carolina,504149,16136,15127,14493,13971,13112,11969
28,District of Columbia,39648,602,455,397,373,355,352
29,Kansas,293215,4004,4960,5628,5630,5293,4695
30,Missouri,491489,3242,2348,1965,1858,1848,1867
31,Vermont,14493,760,843,889,914,903,870
32,Virginia,564115,13172,10296,8932,8190,7581,6941
33,Connecticut,273101,2632,1874,1581,1482,1441,1416
34,Iowa,359525,2687,2228,2053,2004,1967,1941
35,Louisiana,424176,3139,1653,1086,906,879,869
36,Ohio,953767,12125,9151,7739,7260,7095,6915
37,Michigan,636269,6697,6847,7023,7122,7003,6955
38,South Dakota,111304,335,256,218,213,216,221
39,Arkansas,315514,3273,1866,1303,1143,1091,1070
40,Delaware,84732,1855,1916,1941,1910,1871,1771
41,Mississippi,290632,3311,2473,2127,1977,1926,1886
42,New Mexico,182789,1761,1367,1219,1158,1124,1109
43,North Dakota,99277,229,198,184,183,190,193
44,Wyoming,53795,231,170,144,139,143,147
45,Alaska,57393,532,513,494,488,481,475
46,Maine,43497,729,534,429,419,402,403
47,Alabama,486843,5092,3311,2570,2337,2242,2194
48,Idaho,169150,1327,1047,928,891,874,854
49,Montana,98779,760,632,569,543,545,539
50,Puerto Rico,99084,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,2575,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,7715,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,129616,1860,1391,1191,1129,1117,1112
54,Northern Mariana Islands,143,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
