,State,523,528,535,542,549,556,563
0,Washington,NaN,60,70,81,95,110,126
1,Illinois,NaN,80,73,66,60,54,50
2,California,NaN,78,64,52,43,35,29
3,Arizona,NaN,73,73,73,73,72,72
4,Massachusetts,NaN,7,5,3,2,2,1
5,Wisconsin,NaN,68,68,67,65,64,63
6,Texas,NaN,50,41,32,26,21,17
7,Nebraska,NaN,3,3,2,2,2,2
8,Utah,NaN,19,21,23,26,28,30
9,Oregon,NaN,23,23,22,21,20,20
10,Florida,NaN,172,154,140,127,115,103
11,New York,NaN,5,4,2,2,1,1
12,Rhode Island,NaN,1,1,1,0,0,0
13,Georgia,NaN,67,57,50,42,36,30
14,New Hampshire,NaN,6,6,5,5,4,4
15,North Carolina,NaN,102,99,96,93,90,87
16,New Jersey,NaN,45,38,32,28,23,20
17,Colorado,NaN,100,105,111,116,121,126
18,Maryland,NaN,23,17,13,10,7,5
19,Nevada,NaN,6,5,4,3,2,2
20,Tennessee,NaN,16,14,12,10,9,8
21,Hawaii,NaN,5,6,6,6,6,7
22,Indiana,NaN,44,42,40,39,37,36
23,Kentucky,NaN,28,22,18,15,12,10
24,Minnesota,NaN,40,38,36,34,32,30
25,Oklahoma,NaN,20,15,12,8,7,5
26,Pennsylvania,NaN,130,121,113,104,96,89
27,South Carolina,NaN,22,19,16,14,13,11
28,District of Columbia,NaN,0,0,0,0,0,0
29,Kansas,NaN,26,26,26,26,27,27
30,Missouri,NaN,20,17,15,13,12,10
31,Vermont,NaN,0,1,1,1,1,1
32,Virginia,NaN,104,106,108,109,110,111
33,Connecticut,NaN,6,4,4,3,3,2
34,Iowa,NaN,21,20,18,17,16,15
35,Louisiana,NaN,10,8,7,6,5,4
36,Ohio,NaN,40,37,34,30,28,26
37,Michigan,NaN,135,100,74,55,40,30
38,South Dakota,NaN,2,2,2,2,1,1
39,Arkansas,NaN,14,12,11,10,9,8
40,Delaware,NaN,3,3,2,2,2,2
41,Mississippi,NaN,2,2,1,1,1,1
42,New Mexico,NaN,28,27,26,25,24,22
43,North Dakota,NaN,3,3,3,3,2,2
44,Wyoming,NaN,5,5,5,6,6,6
45,Alaska,NaN,4,4,4,4,4,4
46,Maine,NaN,8,8,7,7,7,6
47,Alabama,NaN,52,50,48,46,44,43
48,Idaho,NaN,16,16,16,16,16,16
49,Montana,NaN,14,14,14,15,15,16
50,Puerto Rico,NaN,22,21,20,19,18,17
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,10,10,10,9,9,9
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
