,State,551,556,563,570,577,584,591
0,Washington,NaN,44,44,43,43,42,42
1,Illinois,NaN,124,154,191,235,287,350
2,California,NaN,456,560,688,840,1018,1222
3,Arizona,NaN,93,92,93,93,92,91
4,Massachusetts,NaN,0,0,0,0,0,0
5,Wisconsin,NaN,45,43,41,40,38,37
6,Texas,NaN,47,40,34,28,24,20
7,Nebraska,NaN,6,6,6,6,7,8
8,Utah,NaN,29,33,37,41,46,50
9,Oregon,NaN,25,24,24,23,23,23
10,Florida,NaN,159,146,134,123,112,103
11,New York,NaN,7,6,4,3,2,2
12,Rhode Island,NaN,0,0,0,0,0,0
13,Georgia,NaN,125,121,117,113,109,104
14,New Hampshire,NaN,10,10,9,9,9,9
15,North Carolina,NaN,60,68,80,95,112,131
16,New Jersey,NaN,6,5,4,2,2,1
17,Colorado,NaN,51,50,50,50,48,48
18,Maryland,NaN,72,68,64,60,57,54
19,Nevada,NaN,36,36,36,36,36,36
20,Tennessee,NaN,19,17,16,14,13,12
21,Hawaii,NaN,4,4,4,4,5,5
22,Indiana,NaN,9,8,6,6,4,4
23,Kentucky,NaN,46,46,48,48,50,51
24,Minnesota,NaN,33,31,29,28,26,24
25,Oklahoma,NaN,46,44,43,41,39,38
26,Pennsylvania,NaN,98,92,84,78,72,67
27,South Carolina,NaN,4,3,3,2,2,2
28,District of Columbia,NaN,0,0,0,0,0,0
29,Kansas,NaN,29,30,32,32,34,35
30,Missouri,NaN,44,41,39,36,34,32
31,Vermont,NaN,1,1,1,1,1,1
32,Virginia,NaN,20,18,16,14,12,11
33,Connecticut,NaN,20,22,22,22,24,24
34,Iowa,NaN,4,4,3,3,2,2
35,Louisiana,NaN,12,10,8,8,6,6
36,Ohio,NaN,43,40,37,34,32,30
37,Michigan,NaN,15,11,9,7,5,4
38,South Dakota,NaN,2,1,1,1,0,0
39,Arkansas,NaN,54,60,66,72,80,86
40,Delaware,NaN,1,2,2,3,4,6
41,Mississippi,NaN,12,10,10,9,8,7
42,New Mexico,NaN,20,19,18,17,16,15
43,North Dakota,NaN,3,3,3,3,3,3
44,Wyoming,NaN,5,5,5,6,6,6
45,Alaska,NaN,3,3,4,4,4,4
46,Maine,NaN,9,9,9,9,9,9
47,Alabama,NaN,15,13,12,10,9,8
48,Idaho,NaN,12,14,15,17,18,20
49,Montana,NaN,4,4,4,3,2,2
50,Puerto Rico,NaN,21,20,20,18,18,17
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,3,3,2,2,2,2
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
