,State,705,710,717,724,731,738,745
0,Washington,NaN,189,262,356,467,611,772
1,Illinois,NaN,377,359,271,201,149,109
2,California,NaN,460,446,441,459,514,559
3,Arizona,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Massachusetts,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Wisconsin,NaN,447,500,568,601,672,684
6,Texas,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Nebraska,NaN,64,74,82,90,98,104
8,Utah,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Oregon,NaN,156,220,257,291,324,351
10,Florida,NaN,268,244,238,239,241,244
11,New York,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Rhode Island,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Georgia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,NaN,65,96,143,200,267,338
15,North Carolina,NaN,181,274,440,647,864,1083
16,New Jersey,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Colorado,NaN,282,311,339,370,391,399
18,Maryland,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nevada,NaN,51,45,40,36,31,27
20,Tennessee,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,Hawaii,NaN,20,36,62,111,177,276
22,Indiana,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Kentucky,NaN,280,276,259,238,216,193
24,Minnesota,NaN,286,387,498,568,657,712
25,Oklahoma,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,Pennsylvania,NaN,763,772,738,700,663,611
27,South Carolina,NaN,81,78,76,69,64,62
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,47,38,30,24,19,14
30,Missouri,NaN,265,290,286,327,345,380
31,Vermont,NaN,26,42,70,102,140,180
32,Virginia,NaN,257,335,441,561,683,794
33,Connecticut,NaN,49,40,32,25,19,14
34,Iowa,NaN,133,139,120,85,67,51
35,Louisiana,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,Ohio,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,Michigan,NaN,752,702,633,564,495,423
38,South Dakota,NaN,34,31,27,24,20,17
39,Arkansas,NaN,131,125,102,78,62,53
40,Delaware,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41,Mississippi,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,New Mexico,NaN,108,84,70,56,45,36
43,North Dakota,NaN,24,20,17,15,12,11
44,Wyoming,NaN,29,31,36,38,40,38
45,Alaska,NaN,31,35,38,40,44,44
46,Maine,NaN,55,65,74,86,97,109
47,Alabama,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48,Idaho,NaN,35,34,32,32,27,26
49,Montana,NaN,44,36,31,26,22,18
50,Puerto Rico,NaN,7,10,20,36,55,80
51,Virgin Islands,NaN,1,2,3,5,7,9
52,Guam,NaN,4,6,8,11,16,22
53,West Virginia,NaN,74,60,48,37,30,24
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
