,State,516,521,528,535,542,549,556
0,Washington,NaN,51,60,70,81,95,110
1,Illinois,NaN,96,80,73,66,60,54
2,California,NaN,94,78,64,52,43,35
3,Arizona,NaN,74,73,73,73,73,72
4,Massachusetts,NaN,10,7,5,3,2,2
5,Wisconsin,NaN,70,68,68,67,65,64
6,Texas,NaN,63,50,41,32,26,21
7,Nebraska,NaN,4,3,3,2,2,2
8,Utah,NaN,17,19,21,23,26,28
9,Oregon,NaN,60,66,74,83,91,102
10,Florida,NaN,189,172,154,140,127,115
11,New York,NaN,7,5,4,2,2,1
12,Rhode Island,NaN,1,1,1,1,0,0
13,Georgia,NaN,78,67,57,50,42,36
14,New Hampshire,NaN,7,6,6,5,5,4
15,North Carolina,NaN,104,102,99,96,93,90
16,New Jersey,NaN,6,4,2,2,1,1
17,Colorado,NaN,93,100,105,111,116,121
18,Maryland,NaN,31,23,17,13,10,7
19,Nevada,NaN,6,4,3,2,2,1
20,Tennessee,NaN,18,16,14,12,10,9
21,Hawaii,NaN,4,5,6,6,6,6
22,Indiana,NaN,45,44,42,40,39,37
23,Kentucky,NaN,34,28,22,18,15,12
24,Minnesota,NaN,42,40,38,36,34,32
25,Oklahoma,NaN,26,20,15,12,8,7
26,Pennsylvania,NaN,140,130,121,113,104,96
27,South Carolina,NaN,24,22,19,16,14,13
28,District of Columbia,NaN,1,0,0,0,0,0
29,Kansas,NaN,25,26,26,26,26,27
30,Missouri,NaN,23,20,17,15,13,12
31,Vermont,NaN,0,0,1,1,1,1
32,Virginia,NaN,102,104,106,108,109,110
33,Connecticut,NaN,0,0,0,0,0,0
34,Iowa,NaN,22,21,20,18,17,16
35,Louisiana,NaN,12,10,8,7,6,5
36,Ohio,NaN,44,40,37,34,30,28
37,Michigan,NaN,182,135,100,74,55,40
38,South Dakota,NaN,2,2,2,2,2,1
39,Arkansas,NaN,15,14,12,11,10,9
40,Delaware,NaN,4,3,3,2,2,2
41,Mississippi,NaN,2,2,1,1,1,1
42,New Mexico,NaN,29,28,27,26,25,24
43,North Dakota,NaN,3,3,3,3,3,2
44,Wyoming,NaN,5,5,5,5,6,6
45,Alaska,NaN,6,7,6,6,7,7
46,Maine,NaN,8,8,8,7,7,7
47,Alabama,NaN,54,52,50,48,46,44
48,Idaho,NaN,16,16,16,16,16,16
49,Montana,NaN,13,14,14,14,15,15
50,Puerto Rico,NaN,39,38,38,38,38,37
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,11,10,10,10,9,9
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
