,State,782,787,794,801,808,815,822
0,Washington,NaN,210,199,188,177,166,156
1,Illinois,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,California,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Arizona,NaN,208,183,156,138,115,100
4,Massachusetts,NaN,233,222,202,182,162,145
5,Wisconsin,NaN,199,188,175,162,150,139
6,Texas,NaN,1133,1092,1047,989,948,876
7,Nebraska,NaN,61,62,63,63,62,60
8,Utah,NaN,47,39,33,27,22,18
9,Oregon,NaN,119,96,77,62,50,39
10,Florida,NaN,809,704,612,530,460,395
11,New York,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Rhode Island,NaN,13,12,12,11,10,10
13,Georgia,NaN,536,510,478,444,409,374
14,New Hampshire,NaN,18,14,12,10,8,6
15,North Carolina,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,New Jersey,NaN,165,169,184,182,163,152
17,Colorado,NaN,69,61,56,50,42,36
18,Maryland,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nevada,NaN,85,64,49,37,28,22
20,Tennessee,NaN,121,96,74,53,40,30
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,177,166,156,145,132,118
23,Kentucky,NaN,195,156,138,132,124,109
24,Minnesota,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,Oklahoma,NaN,171,142,114,94,77,63
26,Pennsylvania,NaN,316,312,334,316,286,259
27,South Carolina,NaN,170,134,108,87,70,56
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,83,84,84,82,78,74
30,Missouri,NaN,166,145,130,115,103,90
31,Vermont,NaN,8,8,6,6,5,4
32,Virginia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,Connecticut,NaN,70,68,67,66,65,64
34,Iowa,NaN,79,68,58,50,42,36
35,Louisiana,NaN,132,114,97,83,70,60
36,Ohio,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,Michigan,NaN,336,306,276,245,215,187
38,South Dakota,NaN,36,43,51,59,70,82
39,Arkansas,NaN,174,136,106,83,64,51
40,Delaware,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41,Mississippi,NaN,96,81,69,62,54,44
42,New Mexico,NaN,69,60,50,42,36,30
43,North Dakota,NaN,9,9,9,9,9,10
44,Wyoming,NaN,14,11,9,8,6,5
45,Alaska,NaN,20,18,18,17,16,15
46,Maine,NaN,66,56,48,42,36,32
47,Alabama,NaN,262,233,203,184,157,139
48,Idaho,NaN,27,19,14,10,7,5
49,Montana,NaN,22,16,12,10,7,6
50,Puerto Rico,NaN,48,42,36,32,27,25
51,Virgin Islands,NaN,2,2,2,2,2,3
52,Guam,NaN,4,4,4,4,4,4
53,West Virginia,NaN,113,81,58,43,34,26
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
