,State,579,584,591,598,605,612,619
0,Washington,NaN,120,157,204,263,336,424
1,Illinois,NaN,126,149,173,200,236,271
2,California,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Arizona,NaN,46,42,38,34,32,28
4,Massachusetts,NaN,11,8,7,6,5,4
5,Wisconsin,NaN,17,15,13,11,10,9
6,Texas,NaN,482,507,529,545,563,573
7,Nebraska,NaN,13,16,19,24,28,34
8,Utah,NaN,56,66,76,88,100,112
9,Oregon,NaN,75,95,119,149,183,227
10,Florida,NaN,852,929,1007,1081,1145,1197
11,New York,NaN,27,24,20,17,15,13
12,Rhode Island,NaN,0,0,0,0,0,0
13,Georgia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,NaN,3,2,2,2,2,2
15,North Carolina,NaN,182,230,287,356,438,534
16,New Jersey,NaN,12,10,8,7,6,5
17,Colorado,NaN,42,41,40,39,38,37
18,Maryland,NaN,44,41,38,36,33,30
19,Nevada,NaN,164,188,209,228,240,244
20,Tennessee,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,Hawaii,NaN,7,8,8,9,9,10
22,Indiana,NaN,64,66,67,67,67,68
23,Kentucky,NaN,92,111,132,157,184,213
24,Minnesota,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,Oklahoma,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,Pennsylvania,NaN,45,41,36,33,30,27
27,South Carolina,NaN,79,86,96,105,114,122
28,District of Columbia,NaN,1,1,1,1,1,0
29,Kansas,NaN,90,110,132,156,182,206
30,Missouri,NaN,278,332,386,443,500,546
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,38,36,34,33,32,30
33,Connecticut,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,Iowa,NaN,2,2,2,1,1,1
35,Louisiana,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,Ohio,NaN,42,40,38,37,35,33
37,Michigan,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,South Dakota,NaN,3,3,2,2,2,2
39,Arkansas,NaN,151,171,186,200,212,218
40,Delaware,NaN,26,27,28,30,31,32
41,Mississippi,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,New Mexico,NaN,14,14,13,12,11,10
43,North Dakota,NaN,4,4,5,6,8,10
44,Wyoming,NaN,14,15,16,16,18,18
45,Alaska,NaN,12,16,21,28,34,43
46,Maine,NaN,7,6,6,6,6,6
47,Alabama,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48,Idaho,NaN,27,29,31,33,35,37
49,Montana,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50,Puerto Rico,NaN,35,40,46,54,60,68
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,20,21,22,22,22,23
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
