,State,607,612,619,626,633,640,647
0,Washington,NaN,261,226,193,164,140,117
1,Illinois,NaN,213,148,95,60,38,24
2,California,NaN,503,390,293,199,136,92
3,Arizona,NaN,267,181,96,50,26,14
4,Massachusetts,NaN,72,43,25,14,8,4
5,Wisconsin,NaN,89,71,57,46,36,29
6,Texas,NaN,1586,976,497,254,128,66
7,Nebraska,NaN,12,10,9,8,6,6
8,Utah,NaN,56,48,40,32,26,22
9,Oregon,NaN,151,149,150,146,143,137
10,Florida,NaN,2276,1597,1089,753,499,330
11,New York,NaN,112,59,31,17,8,5
12,Rhode Island,NaN,15,9,5,3,2,1
13,Georgia,NaN,600,351,190,102,55,30
14,New Hampshire,NaN,13,12,10,9,8,8
15,North Carolina,NaN,410,314,237,179,135,100
16,New Jersey,NaN,91,45,21,10,4,2
17,Colorado,NaN,79,62,48,37,28,22
18,Maryland,NaN,77,55,38,27,18,13
19,Nevada,NaN,89,56,34,20,11,6
20,Tennessee,NaN,356,240,151,96,60,38
21,Hawaii,NaN,64,67,68,67,65,64
22,Indiana,NaN,296,200,123,77,46,28
23,Kentucky,NaN,155,103,68,45,30,20
24,Minnesota,NaN,68,56,45,36,28,22
25,Oklahoma,NaN,159,101,64,40,26,16
26,Pennsylvania,NaN,293,228,153,104,68,48
27,South Carolina,NaN,351,226,146,94,59,36
28,District of Columbia,NaN,1,1,0,0,0,0
29,Kansas,NaN,108,80,54,36,24,17
30,Missouri,NaN,158,120,86,61,44,32
31,Vermont,NaN,8,8,9,9,10,10
32,Virginia,NaN,149,112,83,62,46,34
33,Connecticut,NaN,20,13,9,6,4,2
34,Iowa,NaN,51,39,28,20,14,10
35,Louisiana,NaN,247,145,72,37,19,10
36,Ohio,NaN,54,40,30,22,16,12
37,Michigan,NaN,103,72,51,35,24,16
38,South Dakota,NaN,12,8,5,3,2,1
39,Arkansas,NaN,148,102,69,47,31,22
40,Delaware,NaN,12,8,6,4,2,2
41,Mississippi,NaN,187,89,42,20,10,4
42,New Mexico,NaN,59,44,30,21,15,10
43,North Dakota,NaN,11,8,6,4,2,2
44,Wyoming,NaN,30,24,18,14,10,8
45,Alaska,NaN,9,8,7,6,6,6
46,Maine,NaN,26,27,28,28,27,26
47,Alabama,NaN,362,255,155,91,54,30
48,Idaho,NaN,184,138,98,70,48,35
49,Montana,NaN,26,21,17,13,10,8
50,Puerto Rico,NaN,74,74,74,74,71,68
51,Virgin Islands,NaN,6,6,6,6,6,6
52,Guam,NaN,18,16,14,12,10,8
53,West Virginia,NaN,156,138,110,85,65,50
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
