,State,803,808,815,822,829
0,Washington,NaN,134,146,153,166
1,Illinois,NaN,81,64,52,41
2,California,NaN,NaN,NaN,NaN,NaN
3,Arizona,NaN,NaN,NaN,NaN,NaN
4,Massachusetts,NaN,16,16,15,14
5,Wisconsin,NaN,164,151,138,126
6,Texas,NaN,375,369,352,351
7,Nebraska,NaN,30,28,26,24
8,Utah,NaN,NaN,NaN,NaN,NaN
9,Oregon,NaN,97,97,103,105
10,Florida,NaN,438,390,331,281
11,New York,NaN,130,122,137,143
12,Rhode Island,NaN,8,7,7,6
13,Georgia,NaN,356,332,306,280
14,New Hampshire,NaN,16,15,14,14
15,North Carolina,NaN,122,106,96,92
16,New Jersey,NaN,NaN,NaN,NaN,NaN
17,Colorado,NaN,35,33,28,24
18,Maryland,NaN,NaN,NaN,NaN,NaN
19,Nevada,NaN,43,35,28,23
20,Tennessee,NaN,217,205,180,156
21,Hawaii,NaN,12,12,11,11
22,Indiana,NaN,NaN,NaN,NaN,NaN
23,Kentucky,NaN,NaN,NaN,NaN,NaN
24,Minnesota,NaN,64,63,64,65
25,Oklahoma,NaN,82,63,49,38
26,Pennsylvania,NaN,160,162,156,157
27,South Carolina,NaN,90,78,68,58
28,District of Columbia,NaN,2,2,2,2
29,Kansas,NaN,37,30,23,18
30,Missouri,NaN,99,81,66,54
31,Vermont,NaN,5,4,4,4
32,Virginia,NaN,NaN,NaN,NaN,NaN
33,Connecticut,NaN,44,40,36,32
34,Iowa,NaN,NaN,NaN,NaN,NaN
35,Louisiana,NaN,NaN,NaN,NaN,NaN
36,Ohio,NaN,NaN,NaN,NaN,NaN
37,Michigan,NaN,220,198,176,156
38,South Dakota,NaN,NaN,NaN,NaN,NaN
39,Arkansas,NaN,99,82,67,54
40,Delaware,NaN,19,20,21,20
41,Mississippi,NaN,55,47,36,32
42,New Mexico,NaN,46,36,28,22
43,North Dakota,NaN,5,5,5,4
44,Wyoming,NaN,8,6,5,4
45,Alaska,NaN,7,6,5,4
46,Maine,NaN,NaN,NaN,NaN,NaN
47,Alabama,NaN,138,130,121,112
48,Idaho,NaN,16,14,12,10
49,Montana,NaN,NaN,NaN,NaN,NaN
50,Puerto Rico,NaN,24,24,28,31
51,Virgin Islands,NaN,1,1,1,1
52,Guam,NaN,7,7,6,6
53,West Virginia,NaN,81,74,67,60
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
