,State,768,773,780,787,794,801,808
0,Washington,NaN,284,285,283,280,271,261
1,Illinois,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,California,NaN,1145,1063,982,907,840,765
3,Arizona,NaN,394,335,287,243,218,190
4,Massachusetts,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Wisconsin,NaN,167,142,120,101,86,71
6,Texas,NaN,988,867,797,709,586,478
7,Nebraska,NaN,70,70,70,68,68,66
8,Utah,NaN,77,75,74,72,70,68
9,Oregon,NaN,144,150,157,162,166,170
10,Florida,NaN,937,818,710,621,534,460
11,New York,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Rhode Island,NaN,20,19,18,18,18,18
13,Georgia,NaN,466,414,364,318,278,240
14,New Hampshire,NaN,24,19,15,12,9,7
15,North Carolina,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,New Jersey,NaN,310,280,276,277,270,266
17,Colorado,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Maryland,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nevada,NaN,153,135,119,108,96,86
20,Tennessee,NaN,221,184,142,111,91,74
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,376,349,313,281,248,224
23,Kentucky,NaN,340,387,430,466,492,504
24,Minnesota,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,Oklahoma,NaN,264,210,167,133,104,82
26,Pennsylvania,NaN,578,545,520,496,459,436
27,South Carolina,NaN,227,172,137,110,89,72
28,District of Columbia,NaN,10,10,10,10,10,10
29,Kansas,NaN,77,66,56,49,41,34
30,Missouri,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,Vermont,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,Virginia,NaN,626,614,595,568,537,502
33,Connecticut,NaN,174,171,167,162,157,150
34,Iowa,NaN,142,140,134,125,118,110
35,Louisiana,NaN,141,110,89,72,56,43
36,Ohio,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,Michigan,NaN,445,372,294,243,201,166
38,South Dakota,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,Arkansas,NaN,145,120,98,82,69,57
40,Delaware,NaN,39,41,45,45,43,41
41,Mississippi,NaN,166,124,94,71,53,39
42,New Mexico,NaN,90,76,64,54,45,38
43,North Dakota,NaN,16,13,10,8,7,6
44,Wyoming,NaN,13,10,8,6,4,4
45,Alaska,NaN,15,13,11,9,8,6
46,Maine,NaN,108,94,76,61,50,43
47,Alabama,NaN,189,148,116,90,70,54
48,Idaho,NaN,75,60,46,34,24,18
49,Montana,NaN,35,34,31,31,30,25
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,8,7,6,5,4,4
53,West Virginia,NaN,124,104,80,60,47,37
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
