,State,670,675,682,689,696,703,710
0,Washington,NaN,198,236,276,312,359,415
1,Illinois,NaN,128,100,75,56,43,32
2,California,NaN,584,556,532,503,477,448
3,Arizona,NaN,202,128,76,46,29,18
4,Massachusetts,NaN,64,46,31,19,12,8
5,Wisconsin,NaN,168,190,217,236,255,276
6,Texas,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Nebraska,NaN,36,36,36,34,32,30
8,Utah,NaN,66,69,69,69,68,69
9,Oregon,NaN,248,308,365,417,472,515
10,Florida,NaN,326,265,213,172,136,112
11,New York,NaN,131,86,54,33,21,13
12,Rhode Island,NaN,4,2,2,2,1,1
13,Georgia,NaN,135,82,49,30,19,11
14,New Hampshire,NaN,39,40,42,42,45,46
15,North Carolina,NaN,152,146,142,140,134,131
16,New Jersey,NaN,59,39,24,15,9,6
17,Colorado,NaN,222,219,213,210,196,201
18,Maryland,NaN,56,45,36,30,25,21
19,Nevada,NaN,54,42,33,26,20,16
20,Tennessee,NaN,128,112,99,88,78,68
21,Hawaii,NaN,44,59,77,100,127,158
22,Indiana,NaN,114,90,68,50,37,27
23,Kentucky,NaN,309,252,179,132,103,85
24,Minnesota,NaN,164,154,142,131,123,116
25,Oklahoma,NaN,192,123,80,51,33,21
26,Pennsylvania,NaN,419,366,306,256,213,177
27,South Carolina,NaN,87,70,57,45,36,28
28,District of Columbia,NaN,2,2,1,1,1,1
29,Kansas,NaN,65,53,43,35,28,22
30,Missouri,NaN,120,109,100,93,81,72
31,Vermont,NaN,15,17,21,25,30,33
32,Virginia,NaN,175,185,209,232,235,232
33,Connecticut,NaN,19,14,11,8,6,4
34,Iowa,NaN,73,59,47,38,30,24
35,Louisiana,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,Ohio,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,Michigan,NaN,318,264,235,201,168,138
38,South Dakota,NaN,15,12,9,7,5,4
39,Arkansas,NaN,44,32,22,16,12,9
40,Delaware,NaN,24,22,20,19,17,16
41,Mississippi,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,New Mexico,NaN,51,42,34,27,22,18
43,North Dakota,NaN,17,13,10,8,6,5
44,Wyoming,NaN,46,40,36,30,25,22
45,Alaska,NaN,47,51,55,56,56,56
46,Maine,NaN,44,58,75,92,115,137
47,Alabama,NaN,66,40,23,14,8,5
48,Idaho,NaN,64,53,42,34,26,21
49,Montana,NaN,48,40,34,28,23,19
50,Puerto Rico,NaN,13,16,20,23,26,31
51,Virgin Islands,NaN,2,3,4,4,5,7
52,Guam,NaN,8,8,10,11,12,14
53,West Virginia,NaN,80,74,69,63,56,49
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
