,State,530,535,542,549,556,563,570
0,Washington,NaN,58,59,60,61,61,61
1,Illinois,NaN,7,6,6,5,5,5
2,California,NaN,74,74,74,75,76,76
3,Arizona,NaN,4,3,2,2,2,1
4,Massachusetts,NaN,0,0,0,0,0,0
5,Wisconsin,NaN,27,24,22,20,18,17
6,Texas,NaN,68,61,56,50,46,42
7,Nebraska,NaN,3,2,2,2,2,2
8,Utah,NaN,26,32,39,47,56,67
9,Oregon,NaN,37,37,38,38,39,39
10,Florida,NaN,309,304,294,285,276,266
11,New York,NaN,60,52,44,38,31,27
12,Rhode Island,NaN,2,1,1,1,1,1
13,Georgia,NaN,30,26,21,18,15,12
14,New Hampshire,NaN,13,13,13,13,13,13
15,North Carolina,NaN,38,33,30,27,24,21
16,New Jersey,NaN,4,2,2,1,1,0
17,Colorado,NaN,72,74,75,77,78,78
18,Maryland,NaN,43,35,30,25,20,17
19,Nevada,NaN,14,13,11,10,9,8
20,Tennessee,NaN,26,23,21,19,17,16
21,Hawaii,NaN,4,4,4,4,4,4
22,Indiana,NaN,54,53,52,51,49,48
23,Kentucky,NaN,54,49,45,42,38,34
24,Minnesota,NaN,36,34,32,30,28,26
25,Oklahoma,NaN,15,11,9,6,5,4
26,Pennsylvania,NaN,140,132,124,116,108,101
27,South Carolina,NaN,23,20,18,16,15,13
28,District of Columbia,NaN,6,6,6,6,6,5
29,Kansas,NaN,29,30,32,33,34,36
30,Missouri,NaN,46,44,42,39,36,34
31,Vermont,NaN,0,0,1,1,1,2
32,Virginia,NaN,29,25,22,20,18,16
33,Connecticut,NaN,6,4,4,3,3,2
34,Iowa,NaN,14,14,13,13,12,12
35,Louisiana,NaN,11,10,8,7,6,5
36,Ohio,NaN,74,72,70,67,64,62
37,Michigan,NaN,68,54,43,35,28,22
38,South Dakota,NaN,4,3,3,2,2,2
39,Arkansas,NaN,6,5,4,4,3,3
40,Delaware,NaN,4,3,3,2,2,2
41,Mississippi,NaN,0,0,0,0,0,0
42,New Mexico,NaN,36,36,36,35,34,33
43,North Dakota,NaN,0,0,0,0,0,0
44,Wyoming,NaN,4,4,4,4,4,4
45,Alaska,NaN,1,1,1,1,2,2
46,Maine,NaN,11,11,12,12,12,12
47,Alabama,NaN,16,14,12,10,9,8
48,Idaho,NaN,26,28,30,32,34,37
49,Montana,NaN,14,13,12,12,11,10
50,Puerto Rico,NaN,7,7,8,8,8,8
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,12,12,12,11,11,11
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
