,State,719,724,731,738,745,752,759
0,Washington,NaN,162,176,194,209,224,238
1,Illinois,NaN,475,371,295,203,137,93
2,California,NaN,303,245,201,172,145,123
3,Arizona,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Massachusetts,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Wisconsin,NaN,160,128,101,80,64,51
6,Texas,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Nebraska,NaN,57,67,72,78,79,79
8,Utah,NaN,52,50,50,53,55,60
9,Oregon,NaN,90,89,88,87,87,92
10,Florida,NaN,168,161,149,138,129,120
11,New York,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Rhode Island,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Georgia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,NaN,73,86,91,98,107,108
15,North Carolina,NaN,176,162,142,123,103,85
16,New Jersey,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Colorado,NaN,140,118,98,82,69,58
18,Maryland,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nevada,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,Tennessee,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,Hawaii,NaN,24,30,42,58,76,101
22,Indiana,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Kentucky,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,Minnesota,NaN,215,216,216,200,181,174
25,Oklahoma,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,Pennsylvania,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,South Carolina,NaN,72,52,33,20,13,9
28,District of Columbia,NaN,12,13,12,12,9,8
29,Kansas,NaN,44,36,28,22,17,14
30,Missouri,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,Vermont,NaN,21,28,35,43,52,60
32,Virginia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,Connecticut,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,Iowa,NaN,112,104,93,85,73,67
35,Louisiana,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,Ohio,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,Michigan,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,South Dakota,NaN,30,32,33,34,34,32
39,Arkansas,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,Delaware,NaN,14,11,8,6,4,4
41,Mississippi,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,New Mexico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43,North Dakota,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44,Wyoming,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,Alaska,NaN,27,36,47,61,75,87
46,Maine,NaN,72,79,87,91,95,99
47,Alabama,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48,Idaho,NaN,26,22,18,16,14,11
49,Montana,NaN,15,13,11,10,8,6
50,Puerto Rico,NaN,41,64,106,166,260,397
51,Virgin Islands,NaN,2,2,3,4,5,6
52,Guam,NaN,2,2,3,5,7,10
53,West Virginia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
