,State,558,563,570,577,584,591,598
0,Washington,NaN,54,58,61,64,68,72
1,Illinois,NaN,97,92,86,82,78,72
2,California,NaN,294,320,349,379,411,444
3,Arizona,NaN,39,37,34,32,29,27
4,Massachusetts,NaN,40,40,39,39,38,38
5,Wisconsin,NaN,35,30,26,23,20,17
6,Texas,NaN,95,86,76,68,61,54
7,Nebraska,NaN,5,5,5,6,6,6
8,Utah,NaN,16,16,16,15,15,14
9,Oregon,NaN,21,23,26,30,33,37
10,Florida,NaN,171,159,148,136,127,118
11,New York,NaN,4,4,3,2,2,2
12,Rhode Island,NaN,0,0,0,0,0,0
13,Georgia,NaN,70,63,58,52,47,43
14,New Hampshire,NaN,6,7,8,9,10,10
15,North Carolina,NaN,46,43,40,37,34,31
16,New Jersey,NaN,19,16,14,11,10,8
17,Colorado,NaN,50,49,49,48,47,46
18,Maryland,NaN,31,26,23,20,17,14
19,Nevada,NaN,92,107,122,139,153,167
20,Tennessee,NaN,16,15,14,12,11,10
21,Hawaii,NaN,7,8,8,9,10,11
22,Indiana,NaN,36,34,32,30,28,27
23,Kentucky,NaN,19,16,13,11,9,8
24,Minnesota,NaN,18,15,13,12,10,9
25,Oklahoma,NaN,11,9,7,6,5,4
26,Pennsylvania,NaN,8,7,6,4,4,3
27,South Carolina,NaN,10,8,7,6,6,5
28,District of Columbia,NaN,0,0,0,0,0,0
29,Kansas,NaN,44,48,52,57,61,64
30,Missouri,NaN,53,50,49,47,45,43
31,Vermont,NaN,2,2,3,4,4,5
32,Virginia,NaN,15,13,11,10,9,8
33,Connecticut,NaN,0,0,0,0,0,0
34,Iowa,NaN,4,3,3,2,2,2
35,Louisiana,NaN,87,94,102,110,115,122
36,Ohio,NaN,29,26,24,22,20,18
37,Michigan,NaN,6,6,5,4,4,4
38,South Dakota,NaN,8,7,7,7,7,7
39,Arkansas,NaN,114,145,181,222,264,304
40,Delaware,NaN,0,0,0,0,0,0
41,Mississippi,NaN,7,6,6,5,4,4
42,New Mexico,NaN,36,34,35,34,34,33
43,North Dakota,NaN,2,2,2,2,2,1
44,Wyoming,NaN,6,6,6,6,6,6
45,Alaska,NaN,2,2,2,2,2,2
46,Maine,NaN,11,11,12,12,12,12
47,Alabama,NaN,58,56,56,54,53,53
48,Idaho,NaN,8,7,7,6,6,6
49,Montana,NaN,6,5,5,4,4,4
50,Puerto Rico,NaN,4,5,6,6,8,8
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,25,27,28,30,32,32
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
