,State,593,598,605,612,619,626,633
0,Washington,NaN,163,189,216,245,278,310
1,Illinois,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,California,NaN,350,368,383,400,417,434
3,Arizona,NaN,170,185,197,210,219,225
4,Massachusetts,NaN,2,1,1,1,0,0
5,Wisconsin,NaN,26,24,23,22,20,19
6,Texas,NaN,1713,2016,2280,2459,2529,2478
7,Nebraska,NaN,12,13,14,16,17,19
8,Utah,NaN,56,61,68,74,79,85
9,Oregon,NaN,134,163,197,234,277,321
10,Florida,NaN,2523,3015,3460,3780,3921,3858
11,New York,NaN,32,28,26,23,21,19
12,Rhode Island,NaN,1,1,1,1,1,1
13,Georgia,NaN,285,312,337,360,375,388
14,New Hampshire,NaN,3,3,3,2,2,2
15,North Carolina,NaN,346,420,502,593,690,784
16,New Jersey,NaN,24,21,20,18,16,15
17,Colorado,NaN,27,25,23,22,20,19
18,Maryland,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nevada,NaN,218,239,254,258,255,242
20,Tennessee,NaN,346,428,518,607,688,752
21,Hawaii,NaN,25,32,40,50,62,75
22,Indiana,NaN,108,116,124,132,140,148
23,Kentucky,NaN,132,151,171,192,211,230
24,Minnesota,NaN,14,12,11,10,9,8
25,Oklahoma,NaN,192,238,288,340,388,425
26,Pennsylvania,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,South Carolina,NaN,430,572,718,852,935,943
28,District of Columbia,NaN,2,1,1,1,1,1
29,Kansas,NaN,128,151,173,196,217,236
30,Missouri,NaN,312,349,382,414,440,458
31,Vermont,NaN,4,5,6,8,10,12
32,Virginia,NaN,48,49,50,50,50,50
33,Connecticut,NaN,4,4,4,4,3,3
34,Iowa,NaN,22,22,24,24,25,26
35,Louisiana,NaN,584,607,584,532,462,380
36,Ohio,NaN,18,17,15,14,12,11
37,Michigan,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,South Dakota,NaN,3,3,3,2,2,2
39,Arkansas,NaN,314,348,368,374,363,339
40,Delaware,NaN,40,44,46,48,50,52
41,Mississippi,NaN,374,406,403,371,327,267
42,New Mexico,NaN,19,18,18,17,17,16
43,North Dakota,NaN,2,2,2,2,2,2
44,Wyoming,NaN,27,29,32,35,36,37
45,Alaska,NaN,24,29,36,44,50,58
46,Maine,NaN,8,8,9,9,9,9
47,Alabama,NaN,294,337,378,413,432,438
48,Idaho,NaN,48,54,60,68,74,78
49,Montana,NaN,26,28,30,32,34,36
50,Puerto Rico,NaN,131,169,215,269,335,408
51,Virgin Islands,NaN,1,2,2,3,4,4
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,44,48,53,58,64,68
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
