,State,677,682,689,696,703,710,717
0,Washington,NaN,147,150,150,152,152,156
1,Illinois,NaN,78,57,42,30,22,17
2,California,NaN,414,353,304,265,227,194
3,Arizona,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Massachusetts,NaN,65,43,28,18,12,8
5,Wisconsin,NaN,144,148,152,154,156,153
6,Texas,NaN,286,168,104,65,41,26
7,Nebraska,NaN,21,18,16,14,12,10
8,Utah,NaN,78,84,86,88,87,86
9,Oregon,NaN,250,274,296,313,328,338
10,Florida,NaN,268,232,197,172,147,123
11,New York,NaN,151,101,71,46,30,20
12,Rhode Island,NaN,2,1,1,1,0,0
13,Georgia,NaN,113,67,40,23,13,7
14,New Hampshire,NaN,38,46,58,69,80,89
15,North Carolina,NaN,139,134,142,151,158,165
16,New Jersey,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Colorado,NaN,229,212,200,191,181,169
18,Maryland,NaN,60,60,61,62,60,59
19,Nevada,NaN,48,33,21,14,8,6
20,Tennessee,NaN,100,81,66,54,44,36
21,Hawaii,NaN,32,48,70,104,151,203
22,Indiana,NaN,114,90,68,50,37,27
23,Kentucky,NaN,252,222,188,152,124,102
24,Minnesota,NaN,176,178,173,178,173,172
25,Oklahoma,NaN,121,85,60,41,28,19
26,Pennsylvania,NaN,377,308,238,184,141,103
27,South Carolina,NaN,58,43,32,24,18,13
28,District of Columbia,NaN,1,1,1,1,0,0
29,Kansas,NaN,62,54,48,41,37,32
30,Missouri,NaN,76,66,56,45,36,31
31,Vermont,NaN,12,14,18,22,26,31
32,Virginia,NaN,128,121,121,122,118,108
33,Connecticut,NaN,16,14,11,9,8,6
34,Iowa,NaN,80,72,60,51,44,40
35,Louisiana,NaN,17,10,6,4,2,1
36,Ohio,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,Michigan,NaN,352,272,218,170,130,98
38,South Dakota,NaN,13,10,7,5,4,3
39,Arkansas,NaN,37,30,25,20,17,14
40,Delaware,NaN,28,28,27,26,26,24
41,Mississippi,NaN,14,7,4,2,1,0
42,New Mexico,NaN,43,32,22,16,12,9
43,North Dakota,NaN,22,18,14,10,8,6
44,Wyoming,NaN,21,16,13,10,7,6
45,Alaska,NaN,38,38,38,37,36,34
46,Maine,NaN,52,70,93,125,160,195
47,Alabama,NaN,40,24,14,9,5,3
48,Idaho,NaN,68,59,50,43,36,30
49,Montana,NaN,54,45,39,33,28,24
50,Puerto Rico,NaN,7,10,12,15,18,22
51,Virgin Islands,NaN,2,2,4,5,6,8
52,Guam,NaN,5,6,6,8,10,12
53,West Virginia,NaN,63,52,42,34,27,22
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
