,State,326,332,339,346,353
0,Washington,202063,22001,22610,22134,22923
1,Illinois,848904,65933,67106,70211,80239
2,California,1585378,173415,174875,184117,181895
3,Arizona,408442,47951,47639,45540,39635
4,Massachusetts,290578,27372,25901,26684,30237
5,Wisconsin,468956,26442,34894,39975,46683
6,Texas,1481899,91974,87702,87900,86439
7,Nebraska,148861,11275,11694,13056,16264
8,Utah,233904,22168,24445,26411,30400
9,Oregon,93853,10307,10210,10378,11066
10,Florida,1125931,70553,67519,62801,55548
11,New York,774767,62663,71045,60577,74454
12,Rhode Island,70818,7192,6708,6382,6385
13,Georgia,542838,35247,35906,36303,38141
14,New Hampshire,30956,5362,4978,4972,5561
15,North Carolina,436595,40184,40571,42865,43187
16,New Jersey,400650,27382,25982,27017,31124
17,Colorado,288193,30758,32895,37850,48185
18,Maryland,234647,20197,19439,18183,16546
19,Nevada,186833,18362,18865,18645,18023
20,Tennessee,454305,46090,45998,48243,48512
21,Hawaii,19588,NaN,NaN,NaN,NaN
22,Indiana,425434,50091,54420,60093,70651
23,Kentucky,223103,26148,28157,31568,35636
24,Minnesota,378823,35006,38100,41770,52782
25,Oklahoma,237668,22256,23820,23535,25720
26,Pennsylvania,495099,69905,74328,74013,80129
27,South Carolina,252206,16752,17541,16142,15636
28,District of Columbia,24874,1606,1445,1265,999
29,Kansas,188460,15158,16829,19498,21493
30,Missouri,353178,28566,30501,31322,36541
31,Vermont,5753,215,143,46,258
32,Virginia,281909,25848,25034,24318,23813
33,Connecticut,146761,13487,12988,14015,16670
34,Iowa,256249,13228,15131,17143,21515
35,Louisiana,268613,12840,10773,9398,7856
36,Ohio,562727,83125,89654,99150,107075
37,Michigan,465159,45873,48539,57366,69549
38,South Dakota,91038,5253,6334,7307,8417
39,Arkansas,185702,15919,16705,16868,17944
40,Delaware,45460,4908,4701,4433,4252
41,Mississippi,179447,15244,15266,15010,15198
42,New Mexico,119800,12505,13340,14444,16098
43,North Dakota,87871,4455,5204,5150,5898
44,Wyoming,39360,2985,3782,4893,6065
45,Alaska,41143,NaN,NaN,NaN,NaN
46,Maine,15923,2081,1988,1917,2140
47,Alabama,295631,26808,27529,26982,26035
48,Idaho,121179,11544,12229,12682,13380
49,Montana,73303,5291,6447,7021,8150
50,Puerto Rico,62431,NaN,NaN,NaN,NaN
51,Virgin Islands,1791,NaN,NaN,NaN,NaN
52,Guam,7079,NaN,NaN,NaN,NaN
53,West Virginia,63217,8995,9549,10591,12193
54,Northern Mariana Islands,113,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
