,County,390,395,402,409,416
0,01001,6024,130,116,96,90
1,01003,19136,335,252,228,222
2,01005,2044,36,31,27,21
3,01007,2397,44,33,32,35
4,01009,5973,69,61,72,56
5,01011,1142,17,15,13,11
6,01013,1905,35,33,26,24
7,01015,12725,264,224,195,179
8,01017,3325,53,44,39,38
9,01019,1745,15,13,12,12
10,01021,3739,88,92,84,86
11,01023,543,5,4,4,3
12,01025,3397,53,47,39,43
13,01027,1394,24,22,21,22
14,01029,1336,19,21,16,14
15,01031,5155,79,82,73,61
16,01033,5931,60,57,44,41
17,01035,1052,18,15,13,16
18,01037,840,55,55,58,50
19,01039,3830,76,70,61,65
20,01041,1400,32,28,27,26
21,01043,8802,85,66,59,49
22,01045,4524,91,83,82,71
23,01047,3285,21,17,16,15
24,01049,8355,74,78,85,73
25,01051,9110,167,145,144,128
26,01053,3707,69,58,48,39
27,01055,12966,156,146,127,113
28,01057,1953,24,21,19,16
29,01059,3947,39,29,28,29
30,01061,2350,37,29,27,26
31,01063,852,17,20,18,18
32,01065,2024,22,19,17,13
33,01067,1786,34,30,25,28
34,01069,9919,160,143,120,117
35,01071,6417,55,52,46,48
36,01073,69599,900,714,598,633
37,01075,1281,12,10,10,10
38,01077,8476,96,78,66,64
39,01079,2780,46,44,35,36
40,01081,14622,270,210,169,153
41,01083,9190,192,172,140,145
42,01085,1288,21,19,15,13
43,01087,1370,28,26,20,25
44,01089,31593,712,606,501,501
45,01091,2268,39,29,23,27
46,01093,2709,36,33,29,26
47,01095,11105,127,99,82,87
48,01097,34951,654,561,436,458
49,01099,1644,23,22,20,16
50,01101,22008,388,313,283,277
51,01103,13407,138,113,96,118
52,01105,1042,8,7,7,6
53,01107,2194,31,30,29,27
54,01109,2886,48,41,37,34
55,01111,1580,23,23,18,21
56,01113,3946,72,67,57,50
57,01115,8608,155,151,127,111
58,01117,21326,409,309,279,252
59,01119,969,16,16,13,14
60,01121,7284,126,108,103,89
61,01123,3428,45,53,50,38
62,01125,23505,406,339,307,251
63,01127,6366,90,95,77,73
64,01129,1532,25,24,24,25
65,01131,1193,19,16,15,15
66,01133,2425,24,21,23,19
67,02013,350,54,38,18,7
68,02016,397,24,23,22,22
69,02020,26063,309,293,269,231
70,02050,3500,51,51,39,34
71,02060,0,0,0,0,0
72,02068,68,0,0,0,0
73,02070,192,9,4,10,11
74,02090,6027,56,42,38,33
75,02100,27,0,1,0,1
76,02105,0,0,0,0,0
77,02110,1208,16,16,15,14
78,02122,3967,29,29,25,24
79,02130,308,11,9,10,11
80,02150,1044,2,2,2,2
81,02158,1178,13,9,6,4
82,02164,180,3,4,6,5
83,02170,7986,189,188,199,235
84,02180,320,6,5,5,6
85,02185,994,6,4,3,3
86,02188,577,2,1,4,3
87,02195,51,1,1,1,1
88,02198,76,0,0,0,0
89,02220,307,2,1,0,0
90,02230,17,0,0,0,0
91,02240,445,4,4,3,1
92,02261,458,4,4,4,3
93,02275,27,0,0,0,0
94,02282,66,0,0,0,0
95,02290,319,9,12,11,11
96,04001,10154,194,174,147,128
97,04003,10830,139,116,104,104
98,04005,16043,281,233,183,160
99,04007,6288,104,91,79,65
100,04009,5218,63,49,37,29
101,04011,545,8,7,5,4
102,04012,2356,45,39,31,28
103,04013,499105,8521,5996,4336,4374
104,04015,20575,352,283,209,165
105,04017,15263,288,249,212,180
106,04019,107058,1651,1382,1207,1085
107,04021,44795,688,532,483,405
108,04023,7577,50,40,35,32
109,04025,16719,113,110,113,87
110,04027,36082,285,211,176,161
111,05001,1929,54,49,47,43
112,05003,1736,39,29,27,27
113,05005,2764,46,43,36,37
114,05007,26471,525,415,327,309
115,05009,3555,79,64,56,51
116,05011,1314,26,21,20,15
