,State,411,416,423,430,437
0,Washington,345731,4571,4336,4060,4088
1,Illinois,1199441,10598,9635,8671,8522
2,California,3602380,27321,24607,22746,22259
3,Arizona,827237,7372,5836,5677,4985
4,Massachusetts,592344,9422,8435,7846,7270
5,Wisconsin,621842,4050,3726,3318,3230
6,Texas,2699083,39753,33661,32585,30512
7,Nebraska,203027,1873,1754,1835,1710
8,Utah,375110,3186,2793,2540,2165
9,Oregon,157515,1735,1566,1493,1474
10,Florida,1948307,34583,31307,29150,28668
11,New York,1700091,47868,43964,41884,38967
12,Rhode Island,128981,2149,2045,1873,1858
13,Georgia,1024931,15426,14015,12494,11940
14,New Hampshire,77060,1416,1313,1218,1204
15,North Carolina,874906,12267,10675,9582,9311
16,New Jersey,814916,21912,20447,18876,18950
17,Colorado,437187,7808,7613,7309,7015
18,Maryland,388035,4896,4652,4431,4232
19,Nevada,296393,2068,1937,1944,2022
20,Tennessee,783904,7525,7219,5901,5360
21,Hawaii,28148,340,347,346,352
22,Indiana,667736,4797,4151,3962,4127
23,Kentucky,411040,5678,4703,4193,3723
24,Minnesota,490483,5336,5240,5188,5258
25,Oklahoma,429162,3925,3267,2902,3012
26,Pennsylvania,952818,15778,14344,13892,14095
27,South Carolina,526716,8142,6641,5162,5463
28,District of Columbia,41579,785,765,762,678
29,Kansas,298788,1931,1682,1543,1382
30,Missouri,498269,2746,2480,2082,2142
31,Vermont,16199,788,773,776,758
32,Virginia,586592,9026,7792,6942,6648
33,Connecticut,287396,5028,4666,4220,3896
34,Iowa,340128,2971,2795,2507,2817
35,Louisiana,434289,3748,3148,2742,2577
36,Ohio,979725,9991,8646,8129,7863
37,Michigan,658355,10369,10437,10140,10504
38,South Dakota,113596,1048,1004,987,1056
39,Arkansas,324951,3356,2730,2654,2359
40,Delaware,88563,1502,1353,1265,1163
41,Mississippi,297651,2648,2302,1918,2047
42,New Mexico,187040,1673,1527,1333,1211
43,North Dakota,100419,547,528,504,494
44,Wyoming,54903,408,381,334,325
45,Alaska,59624,898,849,809,882
46,Maine,45933,1052,1070,1086,1104
47,Alabama,500092,5146,4448,4119,4228
48,Idaho,173309,1694,1593,1547,1496
49,Montana,100959,837,781,762,756
50,Puerto Rico,101327,1196,1109,1154,1131
51,Virgin Islands,2744,69,65,62,60
52,Guam,7751,13,10,8,6
53,West Virginia,133627,1554,1321,1212,1278
54,Northern Mariana Islands,146,1,1,1,1
55,American Samoa,0,0,0,0,0
