,State,404,409,416,423,430
0,Washington,4969,109,94,95,95
1,Illinois,22759,380,332,337,340
2,California,52491,1088,798,672,600
3,Arizona,15979,331,245,224,215
4,Massachusetts,16144,368,336,337,337
5,Wisconsin,7014,95,82,82,82
6,Texas,43909,1236,616,950,943
7,Nebraska,2082,39,21,24,18
8,Utah,1940,38,32,29,28
9,Oregon,2212,48,41,40,40
10,Florida,30999,778,686,667,660
11,New York,47719,1362,1269,1227,1217
12,Rhode Island,2517,56,50,52,54
13,Georgia,17376,424,373,367,356
14,New Hampshire,1170,34,33,30,28
15,North Carolina,11254,343,283,253,239
16,New Jersey,23273,613,546,571,563
17,Colorado,5952,126,107,115,119
18,Maryland,7879,167,142,141,141
19,Nevada,4957,82,60,60,60
20,Tennessee,11421,215,136,162,172
21,Hawaii,438,7,5,7,8
22,Indiana,12595,215,182,173,169
23,Kentucky,4652,123,106,97,95
24,Minnesota,6554,100,99,101,102
25,Oklahoma,4478,109,70,66,73
26,Pennsylvania,23984,632,516,485,471
27,South Carolina,8562,313,286,230,219
28,District of Columbia,1019,23,20,23,23
29,Kansas,4700,77,80,51,51
30,Missouri,8283,118,101,95,94
31,Vermont,205,9,10,9,9
32,Virginia,8783,264,203,187,164
33,Connecticut,7651,183,160,172,171
34,Iowa,5472,NaN,NaN,NaN,NaN
35,Louisiana,9628,198,164,182,184
36,Ohio,17346,360,307,297,296
37,Michigan,16519,278,265,292,307
38,South Dakota,1888,19,17,19,19
39,Arkansas,5250,114,57,77,81
40,Delaware,1422,37,31,31,32
41,Mississippi,6681,134,110,110,110
42,New Mexico,3729,67,54,58,59
43,North Dakota,1475,11,14,12,11
44,Wyoming,671,7,9,9,10
45,Alaska,300,6,5,5,5
46,Maine,703,21,16,18,17
47,Alabama,9931,179,124,137,139
48,Idaho,1867,27,21,24,25
49,Montana,1357,23,21,19,19
50,Puerto Rico,2037,NaN,NaN,NaN,NaN
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,131,NaN,NaN,NaN,NaN
53,West Virginia,2300,56,40,42,43
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
