,Region,460,465,472,479,486
0,Belgium,,23237,19959,18038,15841
1,Bulgaria,,8465,6069,4508,3325
2,Czechia,,16077,14886,13170,12008
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,125188,117985,108828,101360
5,Estonia,,NaN,NaN,NaN,NaN
6,Ireland,,3291,3561,3722,3724
7,Greece,,NaN,NaN,NaN,NaN
8,Spain,,64650,67976,69949,69552
9,France,,201551,191178,187144,179075
10,Croatia,,14589,13885,12829,11542
11,Italy,,89055,85189,79984,75939
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,NaN,NaN,NaN,NaN
14,Lithuania,,NaN,NaN,NaN,NaN
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,17199,13870,11237,9443
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,60611,64273,66955,67682
19,Austria,,14481,13586,12820,11704
20,Poland,,53684,33726,21884,15855
21,Portugal,,3504,3583,3687,3851
22,Romania,,NaN,NaN,NaN,NaN
23,Slovenia,,NaN,NaN,NaN,NaN
24,Slovakia,,3366,3008,2852,2807
25,Finland,,NaN,NaN,NaN,NaN
26,Sweden,,41715,41771,39017,34575
27,United Kingdom,,16968,17490,17832,18286
28,Iceland,,33,25,14,6
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
