,Region,488,493,500,507,514
0,Belgium,,15667,14377,13266,11921
1,Bulgaria,,1738,1220,890,659
2,Czechia,,NaN,NaN,NaN,NaN
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,50265,42221,36659,32246
5,Estonia,,NaN,NaN,NaN,NaN
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,13098,13251,13535,13564
8,Spain,,NaN,NaN,NaN,NaN
9,France,,32682,23240,17621,12985
10,Croatia,,NaN,NaN,NaN,NaN
11,Italy,,28814,20041,18887,21426
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,3115,3115,3115,3115
14,Lithuania,,NaN,NaN,NaN,NaN
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,NaN,NaN,NaN,NaN
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,3025,2185,1516,1093
20,Poland,,9737,8456,9198,9427
21,Portugal,,NaN,NaN,NaN,NaN
22,Romania,,NaN,NaN,NaN,NaN
23,Slovenia,,NaN,NaN,NaN,NaN
24,Slovakia,,NaN,NaN,NaN,NaN
25,Finland,,NaN,NaN,NaN,NaN
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,12635,13381,15030,17540
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,6788,5859,5215,4515
