,Region,418,423,430,437,444
0,Belgium,,22121,25026,29196,35240
1,Bulgaria,,22505,29738,41057,58878
2,Czechia,,78302,72500,66557,60288
3,Denmark,,8682,15057,23691,36532
4,Germany,,80442,98269,117686,140487
5,Estonia,,10720,10975,11894,12159
6,Ireland,,3676,3931,3931,4239
7,Greece,,16392,17554,16444,15585
8,Spain,,33378,28482,24313,19862
9,France,,170714,187517,193924,186873
10,Croatia,,5594,7039,8887,11418
11,Italy,,171573,171338,159831,141319
12,Cyprus,,3245,4385,6512,10485
13,Latvia,,3100,2773,2409,1975
14,Lithuania,,2890,2677,2470,2214
15,Luxembourg,,1208,1154,1068,1005
16,Hungary,,55690,66838,69021,65884
17,Malta,,2054,1977,1581,1354
18,Netherlands,,39671,45595,49920,56072
19,Austria,,20642,23505,28269,32900
20,Poland,,127003,155937,169070,173007
21,Portugal,,3301,2907,2631,2476
22,Romania,,33140,34196,35487,34588
23,Slovenia,,4099,3581,2983,2640
24,Slovakia,,13306,12619,12137,12094
25,Finland,,4559,4928,5123,6104
26,Sweden,,27731,27731,26225,22809
27,United Kingdom,,42697,45167,48872,48461
28,Iceland,,151,338,983,1768
29,Liechtenstein,,10,12,6,3
30,Norway,,6300,9400,14500,21600
31,Switzerland,,9740,11573,14380,18598
