,Region,446,451,458,465,472
0,Belgium,,23112,21106,20932,21280
1,Bulgaria,,NaN,NaN,NaN,NaN
2,Czechia,,24235,19733,17447,16840
3,Denmark,,4016,3737,3476,3207
4,Germany,,131219,119055,112107,108084
5,Estonia,,NaN,NaN,NaN,NaN
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,NaN,NaN,NaN,NaN
8,Spain,,NaN,NaN,NaN,NaN
9,France,,178987,136274,124335,114687
10,Croatia,,NaN,NaN,NaN,NaN
11,Italy,,93338,78827,70431,63077
12,Cyprus,,4292,4852,5044,5075
13,Latvia,,NaN,NaN,NaN,NaN
14,Lithuania,,NaN,NaN,NaN,NaN
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,NaN,NaN,NaN,NaN
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,46269,43112,40061,37185
19,Austria,,17616,15363,13895,13793
20,Poland,,107304,82687,66827,54464
21,Portugal,,NaN,NaN,NaN,NaN
22,Romania,,NaN,NaN,NaN,NaN
23,Slovenia,,NaN,NaN,NaN,NaN
24,Slovakia,,5220,4584,4022,3519
25,Finland,,NaN,NaN,NaN,NaN
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,12448,11776,11644,8094
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,11792,11155,10747,10033
