,State,614,619,626,633,640,647,654
0,Washington,NaN,16096,14800,13782,13140,12567,11973
1,Illinois,NaN,15191,13988,13234,12796,12422,11985
2,California,NaN,16360,10664,11012,15741,22389,28405
3,Arizona,NaN,13113,12975,14388,15995,17484,18821
4,Massachusetts,NaN,9102,9414,9612,9853,10053,10281
5,Wisconsin,NaN,17246,18987,19295,18498,17558,16836
6,Texas,NaN,51536,47504,47676,48805,50347,50225
7,Nebraska,NaN,3521,3439,3369,3355,3346,3317
8,Utah,NaN,6773,6762,6659,6493,6282,6071
9,Oregon,NaN,9175,8141,7688,7438,7287,7150
10,Florida,NaN,5279,4330,5923,9889,14571,18661
11,New York,NaN,29465,29223,29909,30252,30002,29329
12,Rhode Island,NaN,1839,2194,2475,2691,2857,2994
13,Georgia,NaN,19001,17429,16979,17567,18596,19372
14,New Hampshire,NaN,2779,3017,3124,3159,3126,3099
15,North Carolina,NaN,27345,28902,30339,31127,31992,32911
16,New Jersey,NaN,9621,9114,9034,9172,9323,9290
17,Colorado,NaN,8940,8894,8873,8885,8880,8853
18,Maryland,NaN,7878,7975,8037,7942,7728,7484
19,Nevada,NaN,5160,4819,4559,4354,4198,4045
20,Tennessee,NaN,25524,24506,23343,22459,21969,21489
21,Hawaii,NaN,1753,1294,1193,1343,1586,1770
22,Indiana,NaN,14064,14095,14302,14356,14334,14251
23,Kentucky,NaN,16085,14740,14010,13701,13482,13346
24,Minnesota,NaN,11464,11885,12180,12519,12854,12958
25,Oklahoma,NaN,8241,8552,8871,9167,9355,9528
26,Pennsylvania,NaN,26913,26678,26582,25833,24633,23311
27,South Carolina,NaN,16363,17277,18144,18738,19377,19741
28,District of Columbia,NaN,1080,1134,1186,1222,1252,1281
29,Kansas,NaN,4191,3695,3101,2604,2308,2169
30,Missouri,NaN,8470,7709,7755,8134,8396,8550
31,Vermont,NaN,1449,1531,1581,1578,1565,1551
32,Virginia,NaN,20065,20944,21256,21135,21143,20980
33,Connecticut,NaN,2954,2689,2532,2408,2362,2355
34,Iowa,NaN,6705,6246,5805,5400,5177,5014
35,Louisiana,NaN,5976,4865,4366,4297,4375,4458
36,Ohio,NaN,31132,28154,28085,28682,29021,28591
37,Michigan,NaN,17358,17324,17328,17456,17275,17485
38,South Dakota,NaN,1916,1818,1754,1698,1650,1588
39,Arkansas,NaN,3414,2693,2734,3299,4005,4575
40,Delaware,NaN,2532,2561,2631,2617,2554,2456
41,Mississippi,NaN,5731,5114,4984,5200,5609,5887
42,New Mexico,NaN,2939,2882,2899,2985,3085,3218
43,North Dakota,NaN,2849,2969,3077,3063,2965,2867
44,Wyoming,NaN,2468,2488,2481,2446,2393,2352
45,Alaska,NaN,4546,5183,5632,5956,6120,6255
46,Maine,NaN,2875,2800,2475,2131,1847,1690
47,Alabama,NaN,11466,9610,9836,11360,13062,14535
48,Idaho,NaN,14607,12950,10235,8282,7111,6315
49,Montana,NaN,5780,6095,5885,5487,5061,4700
50,Puerto Rico,NaN,685,470,463,575,757,920
51,Virgin Islands,NaN,151,143,137,132,127,124
52,Guam,NaN,810,730,718,709,706,699
53,West Virginia,NaN,9275,9077,9323,9538,9655,9615
54,Northern Mariana Islands,NaN,6,8,8,8,8,8
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
