,State,460,465,472,479,486,493,500
0,Washington,NaN,8857,9197,9224,8995,8683,8475
1,Illinois,NaN,13652,12823,13162,13403,13521,13356
2,California,NaN,11533,11375,10883,10659,10387,10121
3,Arizona,NaN,3980,3896,3994,4022,3937,3803
4,Massachusetts,NaN,6522,4784,4301,4761,5534,5988
5,Wisconsin,NaN,3343,3207,3223,3231,3190,3124
6,Texas,NaN,18943,20029,21234,22445,23354,23845
7,Nebraska,NaN,1536,1546,1598,1629,1636,1610
8,Utah,NaN,2059,2059,2159,2267,2379,2442
9,Oregon,NaN,6394,7451,7882,7621,7121,6673
10,Florida,NaN,32191,30871,30390,29962,29530,28720
11,New York,NaN,20789,15233,13386,14806,18007,19466
12,Rhode Island,NaN,1712,1611,1544,1504,1472,1459
13,Georgia,NaN,8814,9121,9467,9755,9989,10203
14,New Hampshire,NaN,1728,1582,1589,1632,1667,1672
15,North Carolina,NaN,8777,9078,9387,9801,10152,10500
16,New Jersey,NaN,11629,9512,9697,11765,14381,17178
17,Colorado,NaN,11645,11980,12248,12070,11765,11338
18,Maryland,NaN,5261,4467,4406,4600,4669,4699
19,Nevada,NaN,1560,1609,1642,1668,1659,1645
20,Tennessee,NaN,5743,6340,6901,7474,7982,8556
21,Hawaii,NaN,583,530,528,526,524,522
22,Indiana,NaN,4773,4215,4419,4775,5119,5340
23,Kentucky,NaN,2915,2796,2821,2873,2956,2983
24,Minnesota,NaN,9289,8654,8617,8620,8598,8426
25,Oklahoma,NaN,1111,1064,1042,1025,1023,1016
26,Pennsylvania,NaN,18401,15889,16261,17717,19132,20240
27,South Carolina,NaN,4387,4049,4052,4206,4379,4509
28,District of Columbia,NaN,582,532,523,522,519,507
29,Kansas,NaN,666,612,586,613,659,733
30,Missouri,NaN,3564,3608,3718,3752,3747,3683
31,Vermont,NaN,480,449,450,477,512,539
32,Virginia,NaN,6639,5948,5706,5632,5534,5357
33,Connecticut,NaN,4129,3851,3720,3692,3696,3683
34,Iowa,NaN,2109,1981,2027,2095,2157,2187
35,Louisiana,NaN,2357,2513,2660,2822,2981,3128
36,Ohio,NaN,8151,7374,7415,7584,7633,7687
37,Michigan,NaN,28913,26814,26197,25866,25859,25672
38,South Dakota,NaN,637,573,560,578,609,620
39,Arkansas,NaN,915,976,1053,1112,1166,1214
40,Delaware,NaN,1383,1183,1229,1355,1482,1573
41,Mississippi,NaN,774,809,825,857,900,952
42,New Mexico,NaN,888,912,940,956,978,989
43,North Dakota,NaN,586,532,525,526,531,532
44,Wyoming,NaN,331,323,316,309,304,300
45,Alaska,NaN,566,560,572,599,620,651
46,Maine,NaN,2065,2069,2122,2237,2362,2477
47,Alabama,NaN,2381,2857,3270,3561,3760,3854
48,Idaho,NaN,998,895,828,782,759,737
49,Montana,NaN,726,667,628,593,553,518
50,Puerto Rico,NaN,4768,4595,4608,4696,4757,4799
51,Virgin Islands,NaN,44,46,44,44,44,45
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2070,1921,1818,1719,1614,1497
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
