,State,607,612,619,626,633,640,647
0,Washington,NaN,17894,17741,17560,17379,17439,17397
1,Illinois,NaN,20962,21034,20994,20865,20524,20236
2,California,NaN,50933,51889,56129,60436,63216,64394
3,Arizona,NaN,12166,10665,11077,11868,12799,13191
4,Massachusetts,NaN,9737,10627,11262,11799,12023,12206
5,Wisconsin,NaN,12928,14066,14665,14861,14660,14529
6,Texas,NaN,71814,72833,76209,78886,81106,82125
7,Nebraska,NaN,4006,4322,4502,4673,4778,4833
8,Utah,NaN,6974,7541,8053,8447,8796,9061
9,Oregon,NaN,10671,10093,9713,9578,9508,9637
10,Florida,NaN,21084,17446,18870,23559,29379,34169
11,New York,NaN,32326,31607,32674,32751,31878,30728
12,Rhode Island,NaN,1696,1866,1972,2064,2136,2200
13,Georgia,NaN,20101,18605,19197,20667,22686,24580
14,New Hampshire,NaN,2711,3031,3197,3261,3210,3191
15,North Carolina,NaN,30164,32872,35685,38392,40400,42052
16,New Jersey,NaN,13202,13340,13638,13409,13000,12405
17,Colorado,NaN,9429,9959,10330,10612,10802,10847
18,Maryland,NaN,8130,8924,9249,9162,8863,8485
19,Nevada,NaN,6063,6225,6323,6412,6439,6492
20,Tennessee,NaN,27888,32342,36109,39387,42020,43479
21,Hawaii,NaN,2408,1959,1878,2057,2355,2602
22,Indiana,NaN,16092,17152,17993,18443,18839,18984
23,Kentucky,NaN,19519,19993,20243,20348,20373,20491
24,Minnesota,NaN,13937,16154,15884,14452,12952,12082
25,Oklahoma,NaN,8456,8297,8351,8551,8775,8973
26,Pennsylvania,NaN,32491,34773,35571,34549,32520,30249
27,South Carolina,NaN,20702,21959,22972,23500,23996,24190
28,District of Columbia,NaN,1099,1294,1458,1604,1712,1818
29,Kansas,NaN,5593,7958,11082,13893,16685,18586
30,Missouri,NaN,11140,10941,11430,12062,12673,13033
31,Vermont,NaN,1438,1495,1559,1548,1495,1429
32,Virginia,NaN,23867,25497,25467,24606,23580,22424
33,Connecticut,NaN,3664,3876,4072,4234,4375,4451
34,Iowa,NaN,7877,7864,7879,7865,7866,7878
35,Louisiana,NaN,8474,7859,7751,8008,8345,8730
36,Ohio,NaN,42486,44465,44514,43589,41966,40526
37,Michigan,NaN,15225,15246,15294,15130,15310,15110
38,South Dakota,NaN,2289,2374,2435,2481,2487,2486
39,Arkansas,NaN,5973,6304,6495,6982,7603,8014
40,Delaware,NaN,2544,2609,2730,2811,2839,2840
41,Mississippi,NaN,7929,7043,6781,6931,7214,7594
42,New Mexico,NaN,3476,3899,4044,3953,3789,3586
43,North Dakota,NaN,2325,2448,2546,2591,2582,2522
44,Wyoming,NaN,2507,2506,2506,2496,2491,2463
45,Alaska,NaN,3865,4091,4184,4157,4047,3997
46,Maine,NaN,2436,2365,2195,2013,1878,1796
47,Alabama,NaN,14327,12815,13238,14717,16107,17058
48,Idaho,NaN,16332,16984,13101,9629,8204,7200
49,Montana,NaN,4173,4389,4585,4726,4914,5138
50,Puerto Rico,NaN,1095,816,862,1052,1317,1521
51,Virgin Islands,NaN,152,146,141,136,133,132
52,Guam,NaN,913,876,869,863,853,850
53,West Virginia,NaN,11649,12467,12637,12488,12237,11877
54,Northern Mariana Islands,NaN,13,9,9,9,9,9
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
