,State,523,528,535,542,549,556,563
0,Washington,NaN,2067,1935,1946,2008,2078,2135
1,Illinois,NaN,237,196,278,476,674,875
2,California,NaN,5906,5970,6435,6958,7380,7771
3,Arizona,NaN,1798,2259,2419,2555,2671,2766
4,Massachusetts,NaN,188,132,135,176,247,324
5,Wisconsin,NaN,326,288,285,302,338,374
6,Texas,NaN,4688,4523,4972,5617,6370,7102
7,Nebraska,NaN,134,132,132,131,130,130
8,Utah,NaN,1958,2175,2418,2602,2751,2875
9,Oregon,NaN,1081,1025,1076,1185,1313,1439
10,Florida,NaN,3967,4073,3960,3967,3952,3972
11,New York,NaN,1642,1465,1765,2262,2945,3609
12,Rhode Island,NaN,81,65,58,59,60,64
13,Georgia,NaN,1772,1769,1935,2141,2390,2607
14,New Hampshire,NaN,64,57,60,66,74,84
15,North Carolina,NaN,1424,1342,1321,1332,1365,1381
16,New Jersey,NaN,1282,1410,1521,1625,1697,1770
17,Colorado,NaN,1899,1695,1730,1847,1953,2017
18,Maryland,NaN,281,225,248,310,388,477
19,Nevada,NaN,1796,1991,2106,2201,2246,2281
20,Tennessee,NaN,266,194,171,169,178,195
21,Hawaii,NaN,265,262,263,269,278,288
22,Indiana,NaN,1007,891,859,894,971,1035
23,Kentucky,NaN,431,364,370,418,488,548
24,Minnesota,NaN,367,287,330,446,605,784
25,Oklahoma,NaN,880,1007,1109,1182,1226,1273
26,Pennsylvania,NaN,659,461,461,587,763,937
27,South Carolina,NaN,87,87,128,206,294,378
28,District of Columbia,NaN,34,31,32,35,38,42
29,Kansas,NaN,419,337,270,229,201,187
30,Missouri,NaN,5274,5647,5924,6101,6233,6435
31,Vermont,NaN,54,56,56,56,56,56
32,Virginia,NaN,874,1085,1241,1363,1459,1545
33,Connecticut,NaN,282,312,337,361,376,393
34,Iowa,NaN,360,336,347,357,369,378
35,Louisiana,NaN,1583,1429,1320,1214,1143,1081
36,Ohio,NaN,1101,1048,1200,1443,1770,2092
37,Michigan,NaN,369,268,266,313,400,485
38,South Dakota,NaN,44,48,52,56,61,64
39,Arkansas,NaN,1059,1090,1098,1107,1099,1097
40,Delaware,NaN,97,77,81,92,109,124
41,Mississippi,NaN,579,573,572,583,597,612
42,New Mexico,NaN,392,390,410,445,486,533
43,North Dakota,NaN,38,22,21,27,38,47
44,Wyoming,NaN,310,304,301,302,305,305
45,Alaska,NaN,223,224,223,224,224,225
46,Maine,NaN,83,63,62,78,100,124
47,Alabama,NaN,856,743,649,603,565,562
48,Idaho,NaN,402,383,382,393,412,423
49,Montana,NaN,291,277,270,268,268,268
50,Puerto Rico,NaN,187,153,163,182,206,237
51,Virgin Islands,NaN,93,93,94,92,95,92
52,Guam,NaN,38,38,38,38,38,38
53,West Virginia,NaN,171,146,142,156,179,200
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
