,State,271,276,283,290,297,304,311,318
0,Washington,98661,3898,3324,2747,2204,1794,1449,1156
1,Illinois,350744,27756,23872,19998,16707,13765,11364,9148
2,California,879645,15413,12872,10419,8173,6648,5374,4311
3,Arizona,231897,5122,4294,3459,2744,2177,1765,1381
4,Massachusetts,144488,4193,3313,2698,2180,1756,1413,1128
5,Wisconsin,173891,5182,4751,3569,2612,1962,1452,1087
6,Texas,856948,35030,28702,23445,19092,15315,12242,9893
7,Nebraska,58817,5250,4572,3863,3218,2663,2190,1782
8,Utah,95562,7894,6830,5730,4685,3850,3129,2466
9,Oregon,39794,2029,1783,1473,1199,991,795,630
10,Florida,756727,18742,15606,12636,10228,8086,6501,5144
11,New York,485279,9381,7628,6170,4938,3971,3177,2526
12,Rhode Island,28347,707,692,563,462,378,306,248
13,Georgia,341310,8503,7105,5747,4658,3743,3013,2389
14,New Hampshire,9746,344,324,254,192,145,110,82
15,North Carolina,247172,14834,12399,10390,8434,6891,5590,4587
16,New Jersey,221205,5631,4519,3694,2952,2399,1953,1554
17,Colorado,86351,6636,5781,4819,4023,3264,2635,2154
18,Maryland,136154,4000,3384,2724,2199,1790,1423,1141
19,Nevada,90843,4314,3662,3000,2455,2002,1611,1306
20,Tennessee,232061,15602,12824,10727,8927,7347,5935,4769
21,Hawaii,14068,567,471,381,307,245,192,153
22,Indiana,149166,11571,10154,8540,7047,5761,4704,3788
23,Kentucky,88247,6602,5608,4497,3559,2826,2204,1728
24,Minnesota,124439,11330,9757,8329,7013,5790,4723,3846
25,Oklahoma,108073,6453,5653,4698,3866,3137,2505,2033
26,Pennsylvania,188381,8105,6941,5653,4519,3718,2971,2342
27,South Carolina,164609,5900,4999,4086,3278,2635,2127,1713
28,District of Columbia,16395,344,299,244,196,156,125,100
29,Kansas,71557,3223,2937,2421,2010,1657,1363,1090
30,Missouri,160437,13501,11754,9942,8319,6809,5566,4592
31,Vermont,1946,64,51,42,34,26,20,15
32,Virginia,166828,6208,5216,4226,3349,2747,2184,1753
33,Connecticut,64021,1097,1060,841,662,543,427,342
34,Iowa,108060,5776,4950,3939,3126,2478,1948,1508
35,Louisiana,175982,4377,3111,2450,1973,1590,1289,1031
36,Ohio,183624,11519,9993,8401,7037,5741,4720,3783
37,Michigan,164123,5757,5590,4534,3745,2991,2409,1964
38,South Dakota,33836,4865,4458,3880,3403,2880,2439,2069
39,Arkansas,99597,5350,4674,3809,3121,2564,2110,1702
40,Delaware,23196,898,724,588,478,391,315,250
41,Mississippi,110592,3395,3296,2652,2114,1704,1374,1085
42,New Mexico,37302,3607,3207,2730,2290,1890,1538,1247
43,North Dakota,32637,4892,4409,3822,3268,2786,2325,1923
44,Wyoming,9311,1388,1273,1125,971,817,684,570
45,Alaska,12242,1316,1149,988,827,676,561,470
46,Maine,5961,189,159,129,105,83,68,54
47,Alabama,173485,6543,5428,4388,3563,2901,2338,1878
48,Idaho,53790,4373,3896,3266,2695,2227,1775,1450
49,Montana,23390,4199,3847,3339,2800,2335,1941,1590
50,Puerto Rico,57950,3540,2852,2354,1940,1594,1308,1079
51,Virgin Islands,1335,5,4,3,2,2,1,1
52,Guam,3756,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,20293,1959,1722,1467,1230,1013,832,696
54,Northern Mariana Islands,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
