,State,453,458,465,472,479,486,493
0,Washington,NaN,8303,8808,8940,8792,8552,8336
1,Illinois,NaN,18250,18143,18494,18784,18812,18756
2,California,NaN,15452,16188,17127,17902,18632,18999
3,Arizona,NaN,3936,3764,3863,3889,3876,3828
4,Massachusetts,NaN,9944,9739,9776,9712,9533,9368
5,Wisconsin,NaN,5127,5207,5219,5106,4919,4712
6,Texas,NaN,17673,19469,21121,22753,24287,25454
7,Nebraska,NaN,1723,1741,1770,1753,1718,1645
8,Utah,NaN,1988,2010,2091,2203,2336,2426
9,Oregon,NaN,4803,5504,5899,5898,5726,5509
10,Florida,NaN,43213,46437,50248,52940,54385,55649
11,New York,NaN,31154,29144,29631,30536,31377,31821
12,Rhode Island,NaN,1860,1760,1680,1602,1549,1506
13,Georgia,NaN,9153,9895,10684,11268,11776,12161
14,New Hampshire,NaN,2253,2255,2264,2257,2213,2155
15,North Carolina,NaN,8353,8875,9479,9879,10403,10966
16,New Jersey,NaN,20266,19392,19460,19434,19188,18604
17,Colorado,NaN,11286,12194,12704,12769,12707,12631
18,Maryland,NaN,8388,8290,7803,7253,6686,6163
19,Nevada,NaN,1947,2417,2471,2437,2366,2303
20,Tennessee,NaN,5685,5828,5921,6134,6296,6461
21,Hawaii,NaN,677,650,647,640,639,630
22,Indiana,NaN,7468,8096,8427,8506,8408,8204
23,Kentucky,NaN,3350,3455,3554,3656,3734,3741
24,Minnesota,NaN,12296,12534,12680,12524,12203,11879
25,Oklahoma,NaN,265,293,411,603,819,1061
26,Pennsylvania,NaN,28538,29417,29198,28584,27544,26260
27,South Carolina,NaN,5167,4918,5104,5303,5502,5615
28,District of Columbia,NaN,653,633,627,626,617,602
29,Kansas,NaN,970,910,833,753,709,691
30,Missouri,NaN,3503,3373,3262,3177,3038,2952
31,Vermont,NaN,624,616,635,658,680,696
32,Virginia,NaN,9532,9681,9867,9940,9903,9804
33,Connecticut,NaN,6163,5832,5560,5336,5162,5020
34,Iowa,NaN,2439,2196,2221,2238,2281,2300
35,Louisiana,NaN,2040,2078,2147,2220,2291,2353
36,Ohio,NaN,11907,12291,12091,11640,11068,10457
37,Michigan,NaN,54634,55602,54508,53234,51419,50177
38,South Dakota,NaN,1020,1244,1327,1375,1405,1406
39,Arkansas,NaN,1225,1406,1445,1402,1314,1247
40,Delaware,NaN,2281,2337,2325,2229,2117,1987
41,Mississippi,NaN,1532,1692,1803,1878,1919,1943
42,New Mexico,NaN,516,567,650,761,864,936
43,North Dakota,NaN,782,761,754,738,708,679
44,Wyoming,NaN,323,306,292,284,276,273
45,Alaska,NaN,672,675,665,655,656,655
46,Maine,NaN,3467,4216,4512,4422,4325,4307
47,Alabama,NaN,2121,2424,2657,2698,2659,2625
48,Idaho,NaN,1335,1256,1204,1154,1115,1097
49,Montana,NaN,775,771,781,785,789,787
50,Puerto Rico,NaN,11139,15471,16223,13630,12108,11281
51,Virgin Islands,NaN,34,37,37,36,37,37
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2459,2406,2337,2238,2128,2009
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
