,State,502,507,514,521,528,535,542
0,Washington,NaN,4284,4005,3916,3972,4057,4175
1,Illinois,NaN,2005,1268,1072,1229,1603,1882
2,California,NaN,4631,4247,4510,4933,5505,5942
3,Arizona,NaN,2810,2754,2854,2918,2989,3010
4,Massachusetts,NaN,662,416,366,427,537,652
5,Wisconsin,NaN,198,105,99,157,266,378
6,Texas,NaN,6729,6153,6295,6693,7175,7759
7,Nebraska,NaN,126,99,95,107,128,151
8,Utah,NaN,1111,992,1070,1165,1235,1290
9,Oregon,NaN,1736,1516,1498,1582,1712,1850
10,Florida,NaN,938,1062,1900,4406,7123,9320
11,New York,NaN,2452,1608,1332,1463,1798,2083
12,Rhode Island,NaN,156,138,127,117,113,107
13,Georgia,NaN,1822,1409,1366,1515,1713,1876
14,New Hampshire,NaN,91,72,61,68,84,101
15,North Carolina,NaN,2472,2039,1875,1912,1978,2098
16,New Jersey,NaN,673,509,670,962,1278,1593
17,Colorado,NaN,2695,2398,2548,2836,3241,3597
18,Maryland,NaN,522,350,305,339,421,501
19,Nevada,NaN,1031,968,930,909,889,881
20,Tennessee,NaN,1261,992,873,838,849,864
21,Hawaii,NaN,279,242,250,268,288,302
22,Indiana,NaN,1587,1676,1708,1894,2134,2348
23,Kentucky,NaN,957,832,866,996,1144,1255
24,Minnesota,NaN,859,453,391,466,615,767
25,Oklahoma,NaN,449,430,448,471,506,546
26,Pennsylvania,NaN,1948,1180,1036,1299,1831,2277
27,South Carolina,NaN,598,345,311,359,459,578
28,District of Columbia,NaN,16,19,33,53,78,104
29,Kansas,NaN,568,349,239,171,134,116
30,Missouri,NaN,1755,1962,2047,2186,2326,2448
31,Vermont,NaN,13,8,7,14,21,28
32,Virginia,NaN,938,718,725,819,980,1103
33,Connecticut,NaN,447,328,277,265,276,294
34,Iowa,NaN,348,238,232,277,339,385
35,Louisiana,NaN,2168,2037,1927,1856,1813,1788
36,Ohio,NaN,2050,1581,1438,1477,1583,1667
37,Michigan,NaN,2199,1539,1332,1404,1611,1797
38,South Dakota,NaN,72,47,33,27,27,27
39,Arkansas,NaN,839,765,752,753,754,740
40,Delaware,NaN,143,74,65,81,108,137
41,Mississippi,NaN,588,488,426,388,373,364
42,New Mexico,NaN,549,457,402,381,371,371
43,North Dakota,NaN,128,92,101,134,176,216
44,Wyoming,NaN,361,349,335,326,322,317
45,Alaska,NaN,197,162,146,140,142,146
46,Maine,NaN,295,187,179,222,285,346
47,Alabama,NaN,29,71,213,454,754,1064
48,Idaho,NaN,653,593,551,520,489,471
49,Montana,NaN,133,120,128,143,167,193
50,Puerto Rico,NaN,217,142,145,194,267,342
51,Virgin Islands,NaN,70,70,67,70,68,70
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,133,118,149,213,297,374
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
