,State,530,535,542,549,556,563,570
0,Washington,NaN,1830,1601,1510,1499,1531,1577
1,Illinois,NaN,471,536,694,890,1097,1292
2,California,NaN,5326,5512,5838,6173,6510,6738
3,Arizona,NaN,3094,3553,3922,4207,4424,4599
4,Massachusetts,NaN,145,160,183,228,290,342
5,Wisconsin,NaN,408,419,431,453,482,513
6,Texas,NaN,7164,8244,9335,10347,11377,12261
7,Nebraska,NaN,124,125,126,128,131,135
8,Utah,NaN,1856,2315,2357,2297,2203,2091
9,Oregon,NaN,714,686,625,610,619,622
10,Florida,NaN,1,1,1,1,1,1
11,New York,NaN,1991,2177,2436,2666,2845,3005
12,Rhode Island,NaN,74,67,68,74,81,87
13,Georgia,NaN,1841,2191,2239,2260,2293,2303
14,New Hampshire,NaN,100,99,103,108,116,125
15,North Carolina,NaN,1391,1398,1446,1545,1685,1821
16,New Jersey,NaN,1180,1287,1339,1390,1430,1447
17,Colorado,NaN,2104,2131,2347,2600,2894,3215
18,Maryland,NaN,380,418,456,483,508,525
19,Nevada,NaN,2265,2442,2552,2586,2585,2582
20,Tennessee,NaN,494,415,362,326,306,294
21,Hawaii,NaN,282,283,302,322,339,355
22,Indiana,NaN,1026,1014,1080,1174,1284,1374
23,Kentucky,NaN,419,422,465,535,629,715
24,Minnesota,NaN,301,335,357,406,469,528
25,Oklahoma,NaN,1179,1270,1297,1300,1284,1307
26,Pennsylvania,NaN,614,518,625,798,999,1203
27,South Carolina,NaN,467,564,651,730,801,852
28,District of Columbia,NaN,43,44,47,52,57,62
29,Kansas,NaN,490,511,531,550,574,605
30,Missouri,NaN,7500,8216,9038,9322,9299,9361
31,Vermont,NaN,37,38,37,38,38,38
32,Virginia,NaN,1053,1037,1122,1197,1254,1304
33,Connecticut,NaN,267,278,294,311,326,337
34,Iowa,NaN,501,565,620,655,684,705
35,Louisiana,NaN,1708,1817,1935,2061,2199,2331
36,Ohio,NaN,941,1047,1136,1266,1388,1478
37,Michigan,NaN,505,502,551,630,718,819
38,South Dakota,NaN,51,52,53,55,58,60
39,Arkansas,NaN,1203,1386,1580,1745,1885,1992
40,Delaware,NaN,122,124,148,167,187,201
41,Mississippi,NaN,737,800,850,882,912,930
42,New Mexico,NaN,344,309,287,277,275,271
43,North Dakota,NaN,24,17,19,29,42,55
44,Wyoming,NaN,368,389,411,434,458,488
45,Alaska,NaN,213,212,214,213,212,213
46,Maine,NaN,85,68,74,91,111,133
47,Alabama,NaN,301,270,278,313,376,437
48,Idaho,NaN,343,318,313,322,340,357
49,Montana,NaN,233,228,233,244,256,270
50,Puerto Rico,NaN,207,177,199,227,255,282
51,Virgin Islands,NaN,30,18,12,8,7,5
52,Guam,NaN,43,43,43,43,43,43
53,West Virginia,NaN,124,107,106,116,132,151
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
