,State,600,605,612,619,626,633,640
0,Washington,NaN,19868,19661,19330,19004,18714,18545
1,Illinois,NaN,22323,22663,22723,22425,22204,21995
2,California,NaN,37509,32024,31943,34206,36494,38626
3,Arizona,NaN,14857,13731,13684,13797,13765,13606
4,Massachusetts,NaN,8873,9599,10091,10601,10974,11332
5,Wisconsin,NaN,9448,9936,10381,10766,11028,11206
6,Texas,NaN,72604,76323,83604,91062,98113,104801
7,Nebraska,NaN,4513,4768,4791,4657,4473,4276
8,Utah,NaN,7570,8350,8783,8947,8923,8929
9,Oregon,NaN,11722,11273,11013,10883,10776,10666
10,Florida,NaN,150779,150745,150785,150731,150750,150712
11,New York,NaN,26692,27540,27715,27020,26133,25026
12,Rhode Island,NaN,1525,1612,1686,1752,1816,1858
13,Georgia,NaN,40427,36861,34600,33235,32438,31670
14,New Hampshire,NaN,2328,2611,2719,2680,2558,2421
15,North Carolina,NaN,30834,30070,29760,29440,29026,28500
16,New Jersey,NaN,13739,14694,15351,15358,14927,14339
17,Colorado,NaN,9323,9737,9860,9891,9859,9876
18,Maryland,NaN,7259,6913,6670,6362,6003,5649
19,Nevada,NaN,5955,6237,6458,6678,6807,6912
20,Tennessee,NaN,23992,29093,33488,37888,40924,43636
21,Hawaii,NaN,3751,3576,3594,3655,3684,3664
22,Indiana,NaN,19684,18466,17434,16598,15855,15396
23,Kentucky,NaN,20381,21409,21993,22316,22360,22411
24,Minnesota,NaN,6786,6360,6122,5991,5937,5901
25,Oklahoma,NaN,9523,8686,8239,7884,7635,7542
26,Pennsylvania,NaN,29531,31258,31418,29764,27290,24894
27,South Carolina,NaN,22200,24173,25982,27585,28451,28932
28,District of Columbia,NaN,786,732,703,692,694,706
29,Kansas,NaN,2658,1982,1648,1461,1342,1300
30,Missouri,NaN,11055,10503,11033,11598,12165,12601
31,Vermont,NaN,1012,995,1000,1003,990,981
32,Virginia,NaN,18689,18734,18447,17952,17354,16931
33,Connecticut,NaN,3436,3369,3359,3426,3521,3575
34,Iowa,NaN,7097,7112,7112,7111,7113,7103
35,Louisiana,NaN,10301,8752,8210,8156,8441,8681
36,Ohio,NaN,51332,58519,58317,54936,50419,45911
37,Michigan,NaN,12289,12282,12243,12299,12362,12271
38,South Dakota,NaN,2690,2867,2831,2668,2490,2387
39,Arkansas,NaN,7983,7032,7166,7547,7904,8255
40,Delaware,NaN,2572,2662,2930,3144,3280,3425
41,Mississippi,NaN,8501,7342,7043,7160,7500,7850
42,New Mexico,NaN,1904,1463,1299,1307,1382,1501
43,North Dakota,NaN,2957,3373,3494,3416,3286,3131
44,Wyoming,NaN,2851,3069,3157,3155,3065,2986
45,Alaska,NaN,3347,3545,3599,3590,3514,3454
46,Maine,NaN,2657,2931,2884,2638,2349,2189
47,Alabama,NaN,15439,14006,14229,15562,16883,17873
48,Idaho,NaN,8614,9567,10060,9936,9576,9396
49,Montana,NaN,4241,4846,5025,4798,4419,4130
50,Puerto Rico,NaN,1340,988,1103,1409,1760,2072
51,Virgin Islands,NaN,169,154,142,132,124,119
52,Guam,NaN,1390,1671,1624,1496,1393,1326
53,West Virginia,NaN,12901,13910,14046,13418,12837,12326
54,Northern Mariana Islands,NaN,8,8,8,8,8,8
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
