,State,565,570,577,584,591,598,605
0,Washington,NaN,14764,18535,19249,17530,15448,13993
1,Illinois,NaN,13020,15752,16704,15967,14857,14030
2,California,NaN,86292,84209,80357,77684,75416,73441
3,Arizona,NaN,16913,21942,24412,23216,21872,21139
4,Massachusetts,NaN,6130,7020,6557,5609,4843,4267
5,Wisconsin,NaN,9117,12136,11541,9982,9140,8408
6,Texas,NaN,112959,152485,161779,141335,124381,111548
7,Nebraska,NaN,1542,1818,1906,1864,1720,1593
8,Utah,NaN,4170,4551,4743,4756,4685,4659
9,Oregon,NaN,6105,7112,7292,6762,6173,5787
10,Florida,NaN,23746,23750,23744,23744,23750,23750
11,New York,NaN,29802,41652,47349,40415,34241,29355
12,Rhode Island,NaN,1548,2004,1942,1651,1450,1326
13,Georgia,NaN,39383,50716,47031,38458,33754,30711
14,New Hampshire,NaN,630,834,948,973,927,883
15,North Carolina,NaN,21555,26740,27092,23795,21086,19433
16,New Jersey,NaN,9305,10723,10877,9891,8563,7460
17,Colorado,NaN,2775,3143,3568,3952,4233,4426
18,Maryland,NaN,7376,11783,14565,12412,9534,8799
19,Nevada,NaN,5511,5630,5757,5841,5936,5949
20,Tennessee,NaN,15813,21457,23803,22195,19377,17115
21,Hawaii,NaN,4831,7085,8399,7119,5809,5107
22,Indiana,NaN,5960,7417,8150,8190,7806,7493
23,Kentucky,NaN,10103,12806,13705,12663,11452,10500
24,Minnesota,NaN,4047,4982,5276,5000,4629,4412
25,Oklahoma,NaN,10271,12464,13377,13012,11831,11025
26,Pennsylvania,NaN,6255,7814,8565,9227,9614,9845
27,South Carolina,NaN,18587,25679,26557,21383,17632,15513
28,District of Columbia,NaN,581,729,801,781,740,697
29,Kansas,NaN,1975,2101,2217,2336,2456,2543
30,Missouri,NaN,17453,17912,17714,17175,16325,15514
31,Vermont,NaN,506,658,613,486,416,371
32,Virginia,NaN,9515,10669,9971,8725,7683,7131
33,Connecticut,NaN,2633,3289,3508,3384,3128,2879
34,Iowa,NaN,678,676,677,677,678,678
35,Louisiana,NaN,28548,32946,32237,27890,24446,22081
36,Ohio,NaN,16153,22760,25067,21659,19597,17801
37,Michigan,NaN,1695,1689,1692,1690,1689,1691
38,South Dakota,NaN,81,82,81,82,81,82
39,Arkansas,NaN,13261,15971,16897,16959,16495,16109
40,Delaware,NaN,1435,1945,2033,1799,1638,1520
41,Mississippi,NaN,14035,17666,17864,15548,13684,12603
42,New Mexico,NaN,2523,3102,3380,3342,3183,3034
43,North Dakota,NaN,841,1195,1318,1179,1077,1018
44,Wyoming,NaN,988,1120,1183,1200,1184,1173
45,Alaska,NaN,1491,1553,1400,1193,1010,896
46,Maine,NaN,771,863,852,797,743,692
47,Alabama,NaN,21268,29998,29458,27959,26611,25470
48,Idaho,NaN,2687,3283,3517,3440,3281,3129
49,Montana,NaN,1173,1384,1430,1361,1271,1194
50,Puerto Rico,NaN,6131,8143,8033,6907,6108,5677
51,Virgin Islands,NaN,578,527,326,241,200,180
52,Guam,NaN,88,116,131,128,120,111
53,West Virginia,NaN,1668,2014,2122,2005,1860,1747
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
