,State,477,486,493,500,507,514,521
0,Washington,NaN,6521,6153,5890,5730,5630,5464
1,Illinois,NaN,6247,5363,5935,7514,8592,9306
2,California,NaN,7310,7241,7538,7786,7963,7882
3,Arizona,NaN,3861,3932,3905,3854,3739,3596
4,Massachusetts,NaN,2900,2471,2492,2837,3151,3252
5,Wisconsin,NaN,2072,1847,1871,2003,2128,2156
6,Texas,NaN,11677,11263,11397,11678,11706,11575
7,Nebraska,NaN,613,648,786,943,1103,1183
8,Utah,NaN,1571,1530,1525,1513,1483,1414
9,Oregon,NaN,3408,3376,3350,3338,3304,3225
10,Florida,NaN,12889,10573,10230,11784,13193,13545
11,New York,NaN,7909,6979,7986,10320,12743,14806
12,Rhode Island,NaN,714,611,571,550,545,535
13,Georgia,NaN,4026,3598,3589,3752,3883,3860
14,New Hampshire,NaN,751,710,756,838,912,950
15,North Carolina,NaN,6751,6149,5873,5714,5605,5442
16,New Jersey,NaN,687,365,490,1266,2367,3242
17,Colorado,NaN,6451,6274,6252,6448,6545,6529
18,Maryland,NaN,1790,1411,1368,1629,1953,2095
19,Nevada,NaN,2010,1991,1999,1996,2016,2027
20,Tennessee,NaN,2066,1825,1720,1698,1721,1697
21,Hawaii,NaN,584,594,608,627,638,650
22,Indiana,NaN,5123,5025,5016,4985,4912,4781
23,Kentucky,NaN,2740,2689,2647,2624,2569,2487
24,Minnesota,NaN,3853,3341,3644,4363,5029,5334
25,Oklahoma,NaN,798,780,786,819,863,908
26,Pennsylvania,NaN,8426,7470,7936,9062,10233,10797
27,South Carolina,NaN,2342,2148,2194,2312,2416,2444
28,District of Columbia,NaN,187,176,186,207,231,246
29,Kansas,NaN,602,486,409,364,354,366
30,Missouri,NaN,2567,2440,2375,2339,2291,2208
31,Vermont,NaN,244,245,275,312,359,394
32,Virginia,NaN,2415,1987,2029,2396,2779,2985
33,Connecticut,NaN,1609,1382,1348,1393,1492,1524
34,Iowa,NaN,1271,1207,1241,1292,1334,1334
35,Louisiana,NaN,2313,2315,2328,2363,2388,2432
36,Ohio,NaN,5947,5798,6006,6320,6622,6754
37,Michigan,NaN,9740,8164,8258,9321,10494,11162
38,South Dakota,NaN,251,227,226,239,256,265
39,Arkansas,NaN,1047,1060,1041,1012,982,947
40,Delaware,NaN,481,408,464,615,771,892
41,Mississippi,NaN,451,507,615,745,869,973
42,New Mexico,NaN,1116,1166,1216,1265,1295,1328
43,North Dakota,NaN,438,418,417,427,435,427
44,Wyoming,NaN,338,349,359,371,384,396
45,Alaska,NaN,434,357,311,290,280,268
46,Maine,NaN,1531,1552,1629,1734,1865,1959
47,Alabama,NaN,1880,1926,1944,1953,1958,1955
48,Idaho,NaN,762,701,667,636,615,586
49,Montana,NaN,563,555,558,565,568,560
50,Puerto Rico,NaN,719,536,571,729,916,1074
51,Virgin Islands,NaN,57,57,56,57,57,57
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1864,1860,1874,1892,1915,1916
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
