,State,474,479,486,493,500,507,514
0,Washington,NaN,7903,7595,7460,7349,7198,7057
1,Illinois,NaN,11886,11166,11768,13043,14446,15818
2,California,NaN,8152,7703,8029,8538,8909,9050
3,Arizona,NaN,3901,3969,4064,4070,4025,3923
4,Massachusetts,NaN,4356,3346,3178,3445,3869,4213
5,Wisconsin,NaN,3197,3141,3355,3667,4076,4484
6,Texas,NaN,10500,8693,8808,9835,11009,11970
7,Nebraska,NaN,769,638,651,721,808,877
8,Utah,NaN,1763,1651,1647,1661,1644,1593
9,Oregon,NaN,4493,4458,4369,4232,4093,3928
10,Florida,NaN,19079,15752,15100,15801,16626,17039
11,New York,NaN,11902,8933,8380,9592,11561,13447
12,Rhode Island,NaN,894,761,707,674,662,668
13,Georgia,NaN,5016,4318,4141,4324,4556,4698
14,New Hampshire,NaN,788,617,587,679,811,907
15,North Carolina,NaN,8469,7456,6781,6229,5798,5380
16,New Jersey,NaN,2697,1430,1219,1829,3338,4751
17,Colorado,NaN,7755,7400,7501,7661,7799,7801
18,Maryland,NaN,2624,1883,1647,1848,2294,2714
19,Nevada,NaN,1801,1796,1814,1823,1826,1831
20,Tennessee,NaN,3161,2798,2640,2634,2636,2701
21,Hawaii,NaN,569,587,604,626,647,666
22,Indiana,NaN,5519,5563,5838,6132,6449,6701
23,Kentucky,NaN,3059,3081,3073,3012,2957,2869
24,Minnesota,NaN,5894,5121,5058,5567,6261,6846
25,Oklahoma,NaN,449,298,223,197,195,209
26,Pennsylvania,NaN,10301,8257,8141,9729,11924,13599
27,South Carolina,NaN,3055,2677,2639,2708,2854,2936
28,District of Columbia,NaN,215,204,207,236,269,298
29,Kansas,NaN,848,735,625,564,517,526
30,Missouri,NaN,3323,3194,3064,2945,2815,2687
31,Vermont,NaN,237,198,188,204,232,262
32,Virginia,NaN,3869,3074,2791,2863,3089,3225
33,Connecticut,NaN,2324,1878,1712,1668,1682,1741
34,Iowa,NaN,1467,1301,1338,1431,1532,1603
35,Louisiana,NaN,2460,2399,2356,2348,2336,2314
36,Ohio,NaN,6722,6199,6342,6780,7439,8064
37,Michigan,NaN,13138,10491,9950,10748,11961,12807
38,South Dakota,NaN,309,268,261,271,290,304
39,Arkansas,NaN,1174,1231,1298,1333,1365,1387
40,Delaware,NaN,842,677,680,806,968,1111
41,Mississippi,NaN,385,389,433,506,595,672
42,New Mexico,NaN,1098,1191,1277,1354,1436,1507
43,North Dakota,NaN,536,500,513,539,560,573
44,Wyoming,NaN,311,324,338,351,369,388
45,Alaska,NaN,661,571,507,473,455,443
46,Maine,NaN,1971,2038,2130,2183,2215,2237
47,Alabama,NaN,1956,1845,1825,1791,1776,1749
48,Idaho,NaN,795,723,701,698,709,717
49,Montana,NaN,593,553,541,542,544,531
50,Puerto Rico,NaN,1325,863,784,980,1284,1580
51,Virgin Islands,NaN,53,56,55,56,56,56
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2188,2114,2160,2190,2213,2227
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
