,State,516,521,528,535,542,549,556
0,Washington,NaN,2295,1954,1824,1806,1795,1781
1,Illinois,NaN,403,283,243,330,498,679
2,California,NaN,4185,4010,4306,4730,5181,5624
3,Arizona,NaN,1886,1784,1974,2213,2473,2667
4,Massachusetts,NaN,249,165,156,201,266,328
5,Wisconsin,NaN,374,295,266,267,283,305
6,Texas,NaN,4670,4638,5135,5655,6217,6840
7,Nebraska,NaN,132,127,124,122,126,126
8,Utah,NaN,1699,1848,1984,2080,2152,2203
9,Oregon,NaN,1339,1300,1425,1622,1820,2004
10,Florida,NaN,7380,7813,7735,7763,7739,7761
11,New York,NaN,1605,1313,1397,1746,2227,2803
12,Rhode Island,NaN,98,88,86,90,96,100
13,Georgia,NaN,1755,1784,1996,2253,2628,2920
14,New Hampshire,NaN,24,23,33,49,71,91
15,North Carolina,NaN,1329,1195,1263,1396,1571,1743
16,New Jersey,NaN,954,1048,1178,1330,1470,1582
17,Colorado,NaN,2026,1841,1917,2121,2410,2679
18,Maryland,NaN,276,219,217,265,341,427
19,Nevada,NaN,1106,1085,1065,1058,1068,1073
20,Tennessee,NaN,533,428,380,367,367,378
21,Hawaii,NaN,298,283,293,305,323,341
22,Indiana,NaN,1055,989,1063,1223,1409,1590
23,Kentucky,NaN,582,463,432,457,520,584
24,Minnesota,NaN,391,261,268,357,487,611
25,Oklahoma,NaN,619,756,866,964,1068,1174
26,Pennsylvania,NaN,992,753,790,1034,1410,1828
27,South Carolina,NaN,95,95,127,212,320,416
28,District of Columbia,NaN,27,21,20,22,25,30
29,Kansas,NaN,490,383,293,244,212,189
30,Missouri,NaN,4058,4262,4495,4607,4638,4679
31,Vermont,NaN,23,20,20,21,24,26
32,Virginia,NaN,384,309,333,421,531,658
33,Connecticut,NaN,176,131,114,111,116,121
34,Iowa,NaN,362,360,410,473,541,603
35,Louisiana,NaN,1736,1585,1472,1397,1335,1297
36,Ohio,NaN,1078,846,847,1000,1176,1313
37,Michigan,NaN,660,455,413,472,549,616
38,South Dakota,NaN,17,9,6,5,5,6
39,Arkansas,NaN,1542,1701,1831,1887,1944,2021
40,Delaware,NaN,107,89,97,116,139,166
41,Mississippi,NaN,435,404,398,405,422,446
42,New Mexico,NaN,418,402,406,422,433,456
43,North Dakota,NaN,68,50,52,66,84,101
44,Wyoming,NaN,297,262,240,227,214,207
45,Alaska,NaN,63,56,58,65,75,87
46,Maine,NaN,134,90,88,107,139,167
47,Alabama,NaN,990,920,872,826,802,786
48,Idaho,NaN,367,291,260,242,235,232
49,Montana,NaN,130,136,164,197,239,275
50,Puerto Rico,NaN,177,166,193,231,271,312
51,Virgin Islands,NaN,105,91,56,27,14,9
52,Guam,NaN,34,35,34,34,35,34
53,West Virginia,NaN,294,213,179,170,181,195
54,Northern Mariana Islands,NaN,1,1,1,1,1,1
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
