,State,593,598,605,612,619,626,633
0,Washington,NaN,18744,18719,18003,17356,16555,15813
1,Illinois,NaN,20777,22493,24134,25329,26258,26998
2,California,NaN,73340,72504,72370,70992,68736,65995
3,Arizona,NaN,19224,19284,20228,20918,21358,21627
4,Massachusetts,NaN,9283,10248,11018,11456,11790,12063
5,Wisconsin,NaN,11420,14430,15665,16838,17867,18802
6,Texas,NaN,86360,91375,94904,96571,97183,96109
7,Nebraska,NaN,2166,2228,2313,2307,2377,2414
8,Utah,NaN,6701,7928,8997,9887,10507,11210
9,Oregon,NaN,11416,12235,12381,12642,13044,13208
10,Florida,NaN,150674,150721,150671,150719,150773,150699
11,New York,NaN,28429,28479,29525,29830,29565,28753
12,Rhode Island,NaN,1450,1441,1439,1435,1418,1386
13,Georgia,NaN,59372,62375,60808,58506,56142,53384
14,New Hampshire,NaN,1493,1467,1430,1415,1403,1376
15,North Carolina,NaN,38912,42395,45595,48394,50967,53255
16,New Jersey,NaN,12659,12527,12317,11605,10710,9800
17,Colorado,NaN,9375,10015,10228,10170,10038,9875
18,Maryland,NaN,6986,7004,6907,6670,6369,6082
19,Nevada,NaN,5981,6263,6509,6708,6896,7024
20,Tennessee,NaN,27206,30143,32163,34156,35806,36680
21,Hawaii,NaN,4338,4255,4332,4465,4640,4762
22,Indiana,NaN,19373,20328,20640,20843,20756,20593
23,Kentucky,NaN,22037,23123,24311,25383,26154,27109
24,Minnesota,NaN,7151,7525,7954,8402,8859,9268
25,Oklahoma,NaN,12312,13251,14027,14718,15265,15873
26,Pennsylvania,NaN,24532,26714,27051,26262,24705,23097
27,South Carolina,NaN,55923,70473,73148,66299,61094,57741
28,District of Columbia,NaN,1117,1259,1353,1401,1431,1462
29,Kansas,NaN,2804,3409,4057,4648,5066,5429
30,Missouri,NaN,12335,12160,12587,13142,13593,13907
31,Vermont,NaN,1112,1264,1231,1165,1063,1003
32,Virginia,NaN,20456,22914,24476,24984,25106,25079
33,Connecticut,NaN,4002,4077,4097,4059,4064,4114
34,Iowa,NaN,5692,5702,5687,5687,5688,5695
35,Louisiana,NaN,13295,11390,10597,10464,10711,11233
36,Ohio,NaN,45366,56497,62566,60601,55001,49048
37,Michigan,NaN,11120,11091,11141,11084,11092,11106
38,South Dakota,NaN,2548,2782,2640,2351,2128,1954
39,Arkansas,NaN,9846,9436,9746,10139,10432,10571
40,Delaware,NaN,2621,2796,2853,2832,2763,2681
41,Mississippi,NaN,13138,13154,13332,13483,13744,13685
42,New Mexico,NaN,4396,4489,4565,4571,4543,4515
43,North Dakota,NaN,2705,3384,3615,3459,3114,2757
44,Wyoming,NaN,2912,3257,3326,3183,2975,2781
45,Alaska,NaN,2967,3113,3160,3144,3116,3093
46,Maine,NaN,3063,3630,3256,2508,2012,1793
47,Alabama,NaN,23744,24926,25923,26398,26594,26206
48,Idaho,NaN,5600,6244,6501,6486,6378,6328
49,Montana,NaN,3649,4215,4337,4055,3707,3474
50,Puerto Rico,NaN,3503,3435,3567,3761,3915,4112
51,Virgin Islands,NaN,74,65,67,73,80,86
52,Guam,NaN,1998,1738,1327,1077,967,894
53,West Virginia,NaN,12610,14780,14012,12695,11767,11023
54,Northern Mariana Islands,NaN,10,10,10,10,10,10
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
