,State,558,563,570,577,584,591,598
0,Washington,NaN,5910,6510,6526,6172,5689,5312
1,Illinois,NaN,8538,11058,12456,12707,12211,11683
2,California,NaN,85448,111979,102513,85282,76090,69445
3,Arizona,NaN,13481,16585,18618,19055,19422,20136
4,Massachusetts,NaN,3732,4385,4205,3648,3181,2919
5,Wisconsin,NaN,4165,5843,6636,6516,6031,5605
6,Texas,NaN,92163,129116,126531,105104,89895,82766
7,Nebraska,NaN,337,319,309,306,300,305
8,Utah,NaN,3322,3616,3669,3638,3526,3455
9,Oregon,NaN,3713,4326,4417,4198,3879,3662
10,Florida,NaN,15683,15682,15683,15684,15683,15683
11,New York,NaN,20499,29859,35195,31473,27527,24332
12,Rhode Island,NaN,624,832,910,885,819,753
13,Georgia,NaN,14363,17139,17611,16313,14871,13660
14,New Hampshire,NaN,330,401,446,464,458,458
15,North Carolina,NaN,12426,15980,17231,16714,15572,14633
16,New Jersey,NaN,7185,9247,10337,9861,8899,8122
17,Colorado,NaN,2465,2862,3195,3491,3749,3903
18,Maryland,NaN,4461,6869,7847,6173,5284,4774
19,Nevada,NaN,6153,6987,7293,7181,6928,6679
20,Tennessee,NaN,10889,14326,14592,11984,9778,8337
21,Hawaii,NaN,3152,4612,5241,4144,3344,2968
22,Indiana,NaN,4375,5385,5987,6215,6150,6070
23,Kentucky,NaN,5815,7451,7942,7518,6771,6267
24,Minnesota,NaN,2780,3436,3499,3232,2966,2749
25,Oklahoma,NaN,7264,9068,9729,9469,8891,8315
26,Pennsylvania,NaN,6919,7152,7292,6453,5666,5039
27,South Carolina,NaN,9496,12872,13805,12225,10937,10098
28,District of Columbia,NaN,350,411,417,382,342,313
29,Kansas,NaN,2989,3271,3206,2865,2474,2256
30,Missouri,NaN,17224,17404,17127,16505,15607,14739
31,Vermont,NaN,185,225,236,222,200,185
32,Virginia,NaN,3862,5048,5831,6109,6033,5867
33,Connecticut,NaN,1660,2067,2164,1998,1820,1659
34,Iowa,NaN,248,266,267,260,268,264
35,Louisiana,NaN,22590,29731,31796,29232,26662,24781
36,Ohio,NaN,10545,14836,15809,13214,11823,10837
37,Michigan,NaN,1357,1361,1366,1361,1366,1366
38,South Dakota,NaN,56,57,56,56,56,57
39,Arkansas,NaN,14038,15758,15748,14805,13904,13225
40,Delaware,NaN,886,1149,1202,1108,1050,1014
41,Mississippi,NaN,6700,8938,10174,10138,9416,8799
42,New Mexico,NaN,1524,1755,1837,1751,1653,1574
43,North Dakota,NaN,538,768,815,732,668,632
44,Wyoming,NaN,637,714,762,795,816,831
45,Alaska,NaN,525,524,526,530,525,527
46,Maine,NaN,526,601,584,525,474,434
47,Alabama,NaN,21682,29310,27937,25057,23175,21888
48,Idaho,NaN,1678,2017,2111,2033,1912,1816
49,Montana,NaN,648,818,919,958,955,947
50,Puerto Rico,NaN,1970,2294,3003,3208,3089,2801
51,Virgin Islands,NaN,498,580,315,152,99,77
52,Guam,NaN,42,42,41,42,41,42
53,West Virginia,NaN,976,1176,1257,1247,1185,1125
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
