,State,355,360,367,374,381,388,395
0,Washington,276686,13740,16594,17127,17434,17780,18086
1,Illinois,1033526,45100,47305,49094,49499,49651,49789
2,California,2753739,261416,268694,281679,294157,306273,317989
3,Arizona,627541,64858,69763,73187,73785,73595,72810
4,Massachusetts,432803,42781,45517,48255,50231,52089,54011
5,Wisconsin,551942,19977,22589,23780,24633,25018,25536
6,Texas,1990204,125214,132132,139093,142769,145428,148163
7,Nebraska,176670,4862,5466,5994,6572,7046,7454
8,Utah,307483,20357,21934,23189,23872,24426,24727
9,Oregon,126607,6473,6164,6310,6587,6940,7289
10,Florida,1488586,103100,110588,116502,119157,120981,121962
11,New York,1149771,122794,139190,149443,153414,157505,163647
12,Rhode Island,100607,6489,7480,8317,8919,9380,9707
13,Georgia,764499,75914,81347,83381,81949,80179,79481
14,New Hampshire,52307,4560,4553,4562,4656,4819,4945
15,North Carolina,629124,66830,74502,77867,77102,74827,73490
16,New Jersey,590162,37199,40306,43532,46563,49724,52636
17,Colorado,362825,19320,20425,20874,21047,21145,21115
18,Maryland,309686,22451,23829,24724,25074,25251,25494
19,Nevada,250249,16084,17424,18119,18281,18212,18187
20,Tennessee,657396,34200,33137,35185,36731,38502,39574
21,Hawaii,23748,1281,1406,1511,1542,1542,1548
22,Indiana,567338,34891,37132,39115,41027,42753,44314
23,Kentucky,305706,30375,32908,33950,33664,32728,32372
24,Minnesota,437552,13439,14664,15180,15478,15779,16010
25,Oklahoma,335247,26036,26589,27664,28584,29113,29579
26,Pennsylvania,730773,55388,57357,59592,61790,63652,66054
27,South Carolina,357654,31285,39397,41291,41371,40928,40193
28,District of Columbia,31993,1950,2115,2243,2338,2456,2573
29,Kansas,248646,389,133,266,718,1522,2251
30,Missouri,436461,18587,19421,20564,21586,22651,23679
31,Vermont,9078,1709,2204,1962,1663,1560,1522
32,Virginia,403386,34239,36243,38020,39120,39755,40506
33,Connecticut,213358,13117,12459,11694,10978,10366,9981
34,Iowa,297774,10216,10893,11312,11595,11719,11861
35,Louisiana,348234,20853,21197,22215,22884,23453,23952
36,Ohio,784957,49951,51649,53219,54782,55928,57568
37,Michigan,567682,21918,21366,21330,21565,21995,22439
38,South Dakota,103499,2200,2162,2307,2464,2662,2827
39,Arkansas,256344,18991,18898,19971,20827,21501,22087
40,Delaware,65827,5471,5872,6136,6277,6409,6521
41,Mississippi,240309,18053,20190,21715,22496,22732,22932
42,New Mexico,157087,9765,10322,10670,11004,11311,11666
43,North Dakota,94830,1165,1207,1285,1352,1414,1468
44,Wyoming,47395,1532,1640,1737,1814,1870,1935
45,Alaska,50394,1724,1734,1813,1908,2012,2095
46,Maine,29611,3319,3324,3334,3392,3434,3440
47,Alabama,404000,25207,26174,27583,28989,30676,32337
48,Idaho,150239,5345,5581,5954,6349,6814,7280
49,Montana,86653,1972,2175,2403,2677,2953,3191
50,Puerto Rico,83468,2791,2701,2820,3045,3321,3616
51,Virgin Islands,2143,19,17,18,21,25,29
52,Guam,7423,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,102282,9426,9609,9967,10323,10666,11054
54,Northern Mariana Islands,128,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
