,State,348,353,360,367,374
0,Washington,3482,185,197,208,217
1,Illinois,18412,977,922,861,797
2,California,26880,2412,2632,2720,2715
3,Arizona,9064,655,738,826,899
4,Massachusetts,12671,511,551,585,610
5,Wisconsin,5269,254,227,202,176
6,Texas,28551,1643,1704,1742,1741
7,Nebraska,1682,109,101,92,82
8,Utah,1305,98,97,93,88
9,Oregon,1506,81,75,69,64
10,Florida,22090,782,808,835,848
11,New York,38599,994,1090,1159,1206
12,Rhode Island,1855,94,100,106,110
13,Georgia,10971,365,410,459,506
14,New Hampshire,781,65,73,80,86
15,North Carolina,6941,366,379,399,411
16,New Jersey,19225,535,553,564,564
17,Colorado,4944,363,349,329,303
18,Maryland,6027,288,283,285,277
19,Nevada,3206,214,217,215,210
20,Tennessee,7168,547,552,552,540
21,Hawaii,289,12,12,13,13
22,Indiana,8514,578,556,530,489
23,Kentucky,2749,165,163,158,149
24,Minnesota,5502,314,283,254,225
25,Oklahoma,2552,182,185,186,186
26,Pennsylvania,16335,1466,1483,1474,1407
27,South Carolina,5484,260,280,299,318
28,District of Columbia,797,NaN,NaN,NaN,NaN
29,Kansas,2890,321,339,353,362
30,Missouri,5736,358,356,349,338
31,Vermont,144,19,22,24,28
32,Virginia,5132,294,329,366,405
33,Connecticut,6168,279,288,296,301
34,Iowa,3992,231,212,193,170
35,Louisiana,7585,248,247,244,235
36,Ohio,9143,607,616,615,600
37,Michigan,13391,665,617,560,501
38,South Dakota,1513,55,43,34,27
39,Arkansas,3800,288,292,291,280
40,Delaware,937,35,36,37,37
41,Mississippi,4884,264,273,280,283
42,New Mexico,2574,197,191,182,169
43,North Dakota,1312,39,30,22,17
44,Wyoming,438,45,41,37,32
45,Alaska,218,15,14,14,13
46,Maine,361,46,55,63,72
47,Alabama,4878,303,315,322,323
48,Idaho,1459,103,97,91,83
49,Montana,975,51,48,47,45
50,Puerto Rico,1555,NaN,NaN,NaN,NaN
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,122,NaN,NaN,NaN,NaN
53,West Virginia,1396,143,144,142,135
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
