,Region,425,430,437,444,451
0,Belgium,,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN
2,Czechia,,NaN,NaN,NaN,NaN
3,Denmark,,10,10,10,11
4,Germany,,1371,1485,1698,1947
5,Estonia,,NaN,NaN,NaN,NaN
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,NaN,NaN,NaN,NaN
8,Spain,,837,837,837,837
9,France,,1852,1915,1960,2009
10,Croatia,,NaN,NaN,NaN,NaN
11,Italy,,4777,5179,5050,4333
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,64,65,67,74
14,Lithuania,,NaN,NaN,NaN,NaN
15,Luxembourg,,38,41,42,41
16,Hungary,,NaN,NaN,NaN,NaN
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,225,231,245,269
19,Austria,,NaN,NaN,NaN,NaN
20,Poland,,2264,2438,2591,2685
21,Portugal,,74,67,61,61
22,Romania,,749,796,829,819
23,Slovenia,,39,40,43,54
24,Slovakia,,538,538,538,538
25,Finland,,NaN,NaN,NaN,NaN
26,Sweden,,121,121,121,121
27,United Kingdom,,515,379,322,291
28,Iceland,,2,3,3,3
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,14,16,18,21
31,Switzerland,,NaN,NaN,NaN,NaN
