,Region,411,416,423,430,437
0,Belgium,,198,210,209,211
1,Bulgaria,,506,598,733,843
2,Czechia,,1461,1588,1545,1502
3,Denmark,,17,15,12,10
4,Germany,,1678,1475,1393,1346
5,Estonia,,63,67,72,78
6,Ireland,,81,54,32,13
7,Greece,,264,301,332,360
8,Spain,,1996,1996,1996,1996
9,France,,2101,2101,2101,2101
10,Croatia,,74,74,70,66
11,Italy,,2189,2288,2379,2410
12,Cyprus,,1,4,8,15
13,Latvia,,67,62,55,44
14,Lithuania,,100,108,107,107
15,Luxembourg,,15,15,15,15
16,Hungary,,958,1112,1231,1274
17,Malta,,19,22,26,31
18,Netherlands,,228,197,187,187
19,Austria,,154,155,166,198
20,Poland,,1486,1485,1547,1614
21,Portugal,,177,133,108,79
22,Romania,,611,645,635,629
23,Slovenia,,46,37,34,29
24,Slovakia,,664,664,664,664
25,Finland,,29,34,37,41
26,Sweden,,184,177,162,152
27,United Kingdom,,1425,1174,1010,913
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,1,2,1
30,Norway,,11,14,14,14
31,Switzerland,,80,84,87,92
