,Region,446,451,458,465,472
0,Belgium,,317,327,318,296
1,Bulgaria,,NaN,NaN,NaN,NaN
2,Czechia,,772,691,640,627
3,Denmark,,9,7,6,6
4,Germany,,1660,1890,1908,1877
5,Estonia,,NaN,NaN,NaN,NaN
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,NaN,NaN,NaN,NaN
8,Spain,,NaN,NaN,NaN,NaN
9,France,,1745,1577,1445,1297
10,Croatia,,NaN,NaN,NaN,NaN
11,Italy,,3357,3086,2798,2377
12,Cyprus,,13,14,15,16
13,Latvia,,NaN,NaN,NaN,NaN
14,Lithuania,,NaN,NaN,NaN,NaN
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,NaN,NaN,NaN,NaN
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,122,112,108,107
19,Austria,,246,265,258,251
20,Poland,,3715,3756,3733,3676
21,Portugal,,NaN,NaN,NaN,NaN
22,Romania,,NaN,NaN,NaN,NaN
23,Slovenia,,NaN,NaN,NaN,NaN
24,Slovakia,,539,539,539,539
25,Finland,,NaN,NaN,NaN,NaN
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,201,187,175,160
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,116,117,112,101
