,Region,460,465,472,479,486
0,Belgium,,254,239,220,201
1,Bulgaria,,512,412,311,226
2,Czechia,,405,324,280,250
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1694,1708,1645,1541
5,Estonia,,NaN,NaN,NaN,NaN
6,Ireland,,44,50,53,55
7,Greece,,NaN,NaN,NaN,NaN
8,Spain,,603,591,579,573
9,France,,2040,1966,1824,1637
10,Croatia,,307,311,303,284
11,Italy,,2168,2008,1886,1801
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,NaN,NaN,NaN,NaN
14,Lithuania,,NaN,NaN,NaN,NaN
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,1175,862,648,496
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,130,129,134,140
19,Austria,,184,178,170,162
20,Poland,,2990,2524,2129,1813
21,Portugal,,33,34,34,35
22,Romania,,NaN,NaN,NaN,NaN
23,Slovenia,,NaN,NaN,NaN,NaN
24,Slovakia,,298,256,208,181
25,Finland,,NaN,NaN,NaN,NaN
26,Sweden,,152,147,153,147
27,United Kingdom,,140,126,122,118
28,Iceland,,0,0,0,0
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
