,County,369,374,381,388,395
0,01001,5407,227,240,243,276
1,01003,17333,985,916,956,971
2,01005,1834,79,69,70,75
3,01007,2229,71,71,77,83
4,01009,5485,173,165,162,148
5,01011,1046,46,43,43,46
6,01013,1748,51,51,47,59
7,01015,11555,429,380,321,371
8,01017,3054,220,207,235,215
9,01019,1660,50,48,45,38
10,01021,3468,95,98,96,82
11,01023,521,6,6,5,6
12,01025,3033,186,180,183,184
13,01027,1307,36,39,37,40
14,01029,1221,40,36,35,36
15,01031,4669,233,251,243,231
16,01033,5581,195,194,184,180
17,01035,980,37,36,36,36
18,01037,640,28,21,22,24
19,01039,3408,131,130,121,120
20,01041,1248,65,88,76,72
21,01043,8296,275,274,256,245
22,01045,4127,159,155,157,142
23,01047,3136,102,98,106,103
24,01049,7900,197,217,222,211
25,01051,8243,403,408,388,459
26,01053,3392,180,175,182,200
27,01055,12141,426,415,345,321
28,01057,1788,109,104,103,105
29,01059,3775,91,102,94,86
30,01061,2130,102,100,90,78
31,01063,779,22,23,24,23
32,01065,1861,101,105,101,110
33,01067,1600,71,60,62,64
34,01069,9031,448,505,451,432
35,01071,6032,181,196,177,179
36,01073,64910,2652,2711,2420,2403
37,01075,1206,23,22,20,21
38,01077,7946,321,334,322,286
39,01079,2558,109,106,106,94
40,01081,13261,744,691,681,739
41,01083,8381,331,333,339,334
42,01085,1168,46,45,48,43
43,01087,1228,74,76,74,78
44,01089,28413,1377,1296,1233,1244
45,01091,2105,98,83,85,80
46,01093,2546,85,83,81,86
47,01095,10487,265,286,257,286
48,01097,31746,1321,1372,1341,1295
49,01099,1526,78,84,75,79
50,01101,20088,1055,1047,949,1115
51,01103,12678,402,397,392,386
52,01105,1005,30,32,29,29
53,01107,2004,30,31,22,18
54,01109,2652,171,143,144,115
55,01111,1466,66,67,68,65
56,01113,3584,272,271,273,273
57,01115,7876,305,302,298,300
58,01117,19452,908,905,906,1018
59,01119,906,17,18,19,26
60,01121,6523,295,270,298,267
61,01123,3163,550,593,574,642
62,01125,21566,878,916,888,847
63,01127,6050,157,145,161,162
64,01129,1427,47,47,44,48
65,01131,1083,52,58,58,57
66,01133,2347,82,77,88,86
67,02013,71,30,33,35,32
68,02016,293,47,44,45,48
69,02020,25144,444,423,443,434
70,02050,3188,192,188,232,236
71,02060,0,0,0,0,0
72,02068,67,0,1,0,0
73,02070,164,11,13,14,13
74,02090,5798,174,187,192,220
75,02100,24,0,0,0,0
76,02105,0,0,0,0,0
77,02110,1134,34,36,38,34
78,02122,3890,55,47,40,48
79,02130,276,5,4,5,6
80,02150,1023,21,22,27,26
81,02158,1084,114,116,139,113
82,02164,170,7,6,7,6
83,02170,7368,209,212,207,196
84,02180,305,10,10,9,9
85,02185,977,12,7,24,29
86,02188,568,40,35,50,50
87,02195,47,1,0,0,1
88,02198,74,0,0,0,0
89,02220,299,8,7,5,6
90,02230,16,0,0,0,0
