,State,333,339,346,353,360
0,Washington,222600,12469,11411,8826,8956
1,Illinois,900370,48252,49753,53253,54852
2,California,1884033,319855,328380,304476,263965
3,Arizona,453597,48427,49023,45067,41613
4,Massachusetts,323531,35080,33823,29896,27876
5,Wisconsin,492724,24703,28473,33287,36765
6,Texas,1593471,118609,129959,142319,151126
7,Nebraska,156382,7063,7891,9959,11569
8,Utah,250964,16068,16063,16620,16747
9,Oregon,102930,8570,8476,8473,8397
10,Florida,1201566,83797,92672,100494,106501
11,New York,848042,84664,89798,85864,85536
12,Rhode Island,77812,6677,5965,5105,4764
13,Georgia,587918,49157,53847,56452,58317
14,New Hampshire,36542,5761,5454,4690,4664
15,North Carolina,479168,45400,46817,46884,47623
16,New Jersey,432592,32503,32515,30455,30025
17,Colorado,308890,16174,14654,14575,13522
18,Maryland,250808,17863,18590,17789,17900
19,Nevada,203945,17214,16675,15480,13710
20,Tennessee,519687,58624,58141,58487,54601
21,Hawaii,20577,1140,1382,1600,1787
22,Indiana,464354,35070,33785,33210,32425
23,Kentucky,242320,18686,17849,17006,16699
24,Minnesota,397319,16039,14984,15548,17397
25,Oklahoma,260838,22514,23735,25978,26248
26,Pennsylvania,559256,69844,65964,58391,54123
27,South Carolina,273406,23241,24630,26132,27389
28,District of Columbia,26601,1566,1336,1021,851
29,Kansas,203654,13135,12962,14182,14792
30,Missouri,374812,23009,26067,30261,34588
31,Vermont,6443,783,925,1134,1437
32,Virginia,306848,28654,30225,28289,29307
33,Connecticut,162782,15751,14965,13255,12514
34,Iowa,267329,11989,14778,19000,21890
35,Louisiana,286145,19264,21785,24729,26820
36,Ohio,622806,54501,46558,38354,37631
37,Michigan,496056,25681,24512,26269,27272
38,South Dakota,94727,3752,4372,5572,6592
39,Arkansas,201650,15460,16734,18461,19026
40,Delaware,50616,5429,5320,4831,4583
41,Mississippi,194333,14638,15460,16739,18139
42,New Mexico,129993,8551,7619,7253,6369
43,North Dakota,90035,1852,2274,3187,4367
44,Wyoming,41662,2332,2625,3064,3237
45,Alaska,43871,2878,2695,2597,2735
46,Maine,18946,3676,4141,4492,4954
47,Alabama,322452,28360,29211,30349,31926
48,Idaho,129960,8302,8663,8771,9158
49,Montana,77170,2927,3109,4111,4650
50,Puerto Rico,68433,NaN,NaN,NaN,NaN
51,Virgin Islands,1921,NaN,NaN,NaN,NaN
52,Guam,7193,NaN,NaN,NaN,NaN
53,West Virginia,72342,9429,9541,9157,8894
54,Northern Mariana Islands,116,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
