,State,305,311,318,325,332
0,Washington,141260,13127,15034,16977,18871
1,Illinois,656298,45279,46129,46044,44976
2,California,1114524,4609,3433,2498,1774
3,Arizona,299665,14864,17353,20136,23159
4,Massachusetts,206850,19362,23113,27088,31033
5,Wisconsin,376238,48745,46346,41825,36012
6,Texas,1153529,62267,65423,67952,69669
7,Nebraska,114061,15959,16897,17010,16240
8,Utah,177176,18453,18647,18191,17122
9,Oregon,65170,4544,4892,5221,5519
10,Florida,938414,43324,45566,47082,47796
11,New York,596214,32734,38176,43883,49622
12,Rhode Island,48001,8253,9680,10696,11057
13,Georgia,449132,18580,19183,19570,19723
14,New Hampshire,17637,3318,4490,6013,7904
15,North Carolina,336775,20879,21637,22130,22329
16,New Jersey,306007,21877,25946,30361,34918
17,Colorado,198600,41642,52266,62688,70897
18,Maryland,182139,13140,15248,17356,19338
19,Nevada,133888,1772,1548,1334,1133
20,Tennessee,340476,22660,22999,22876,22281
21,Hawaii,17483,625,617,607,595
22,Indiana,295357,23084,23743,23959,23687
23,Kentucky,158100,19613,21325,22590,23246
24,Minnesota,270157,11440,11582,11598,11478
25,Oklahoma,174330,10253,9829,9262,8581
26,Pennsylvania,313358,32817,37110,41061,44381
27,South Carolina,206295,6919,6637,6290,5884
28,District of Columbia,20151,1156,1394,1673,1991
29,Kansas,137085,22269,24727,25836,25260
30,Missouri,277112,42597,48395,52075,52690
31,Vermont,3629,608,799,1036,1321
32,Virginia,217796,4273,4011,3756,3508
33,Connecticut,101469,12441,14999,17650,20156
34,Iowa,211664,34371,36201,35395,32179
35,Louisiana,220192,4554,4365,4162,3948
36,Ohio,351419,71911,93733,117510,139268
37,Michigan,329021,83028,108915,134158,151915
38,South Dakota,73065,8391,7545,6416,5186
39,Arkansas,145173,6425,5928,5366,4768
40,Delaware,31808,1232,1247,1252,1246
41,Mississippi,143180,6330,6299,6181,5982
42,New Mexico,81896,39765,60718,80846,88125
43,North Dakota,72683,8634,7443,6032,4649
44,Wyoming,28169,6453,7151,7379,7056
45,Alaska,27773,4837,5174,5281,5140
46,Maine,10359,884,1005,1138,1280
47,Alabama,232506,8764,8472,8090,7632
48,Idaho,91653,8978,8852,8450,7827
49,Montana,55680,9504,9683,9347,8544
50,Puerto Rico,47459,3444,3533,3600,3642
51,Virgin Islands,1504,NaN,NaN,NaN,NaN
52,Guam,6452,NaN,NaN,NaN,NaN
53,West Virginia,40478,8957,11934,15444,19097
54,Northern Mariana Islands,104,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
