,County,375,381,388,395,402,409,416
0,01001,5669,213,202,186,176,158,139
1,01003,18126,795,853,937,1023,1073,1089
2,01005,1951,108,124,134,140,138,134
3,01007,2307,47,36,28,21,14,12
4,01009,5713,179,182,194,195,190,183
5,01011,1086,48,48,45,43,43,38
6,01013,1812,44,42,40,31,25,21
7,01015,12011,366,327,303,287,266,246
8,01017,3203,184,157,129,110,92,74
9,01019,1704,34,24,18,15,13,8
10,01021,3544,69,53,42,32,25,19
11,01023,535,7,7,9,12,16,17
12,01025,3227,222,219,204,183,160,135
13,01027,1328,27,23,19,20,17,19
14,01029,1281,25,20,14,10,7,7
15,01031,4915,190,182,176,172,162,152
16,01033,5736,214,221,230,226,223,213
17,01035,1007,30,27,26,23,25,22
18,01037,678,35,33,41,45,49,51
19,01039,3581,169,207,236,251,255,236
20,01041,1312,52,41,35,32,27,21
21,01043,8551,242,208,181,156,132,108
22,01045,4290,141,138,139,138,139,139
23,01047,3224,68,54,46,39,32,26
24,01049,8133,197,178,156,128,106,90
25,01051,8602,314,326,338,334,327,308
26,01053,3523,116,86,60,40,27,18
27,01055,12515,363,353,374,392,408,407
28,01057,1856,74,64,53,45,36,28
29,01059,3842,72,55,45,30,24,20
30,01061,2258,93,86,83,76,70,62
31,01063,801,14,13,9,8,9,8
32,01065,1958,65,51,39,29,21,15
33,01067,1675,31,22,15,12,7,7
34,01069,9471,385,445,579,744,895,1013
35,01071,6245,223,243,251,254,245,230
36,01073,66884,1795,1461,1164,943,748,602
37,01075,1248,20,16,14,14,11,9
38,01077,8180,241,205,170,149,120,103
39,01079,2647,78,83,87,96,98,99
40,01081,13829,387,225,130,71,39,20
41,01083,8676,250,220,204,178,162,140
42,01085,1232,52,49,41,37,31,26
43,01087,1288,62,57,51,48,47,44
44,01089,29680,1216,1334,1477,1599,1743,1808
45,01091,2188,59,51,43,36,27,20
46,01093,2613,58,39,30,19,14,11
47,01095,10780,247,212,186,157,136,119
48,01097,33060,1256,1359,1448,1525,1536,1533
49,01099,1569,26,16,8,7,1,0
50,01101,20921,791,711,648,589,526,480
51,01103,13001,261,201,168,144,121,104
52,01105,1027,29,27,31,33,34,36
53,01107,2095,38,30,22,14,12,7
54,01109,2746,80,50,35,26,17,12
55,01111,1518,61,59,60,58,56,56
56,01113,3751,139,75,40,19,10,5
57,01115,8159,246,244,239,226,228,216
58,01117,20216,789,863,924,953,969,958
59,01119,930,4,3,2,1,1,2
60,01121,6837,155,89,46,25,17,13
61,01123,3325,51,30,18,12,8,7
62,01125,22421,775,1415,2449,3657,4674,4867
63,01127,6158,84,55,38,25,16,12
64,01129,1474,40,32,28,24,20,15
65,01131,1137,51,45,41,36,32,27
66,01133,2379,49,39,28,26,21,17
67,02013,87,,,,,,NaN
68,02016,328,,,,,,NaN
69,02020,25483,320,287,257,240,220,200
70,02050,3341,0,0,0,0,0,0
71,02060,0,0,0,0,0,0,0
72,02068,68,0,0,0,0,0,0
73,02070,169,,,,,,NaN
74,02090,5877,90,48,31,19,13,8
75,02100,26,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,1159,22,27,28,31,32,36
78,02122,3917,33,27,22,21,20,21
79,02130,284,0,0,0,0,0,0
80,02150,1035,0,0,0,0,0,0
