,State,361,367,374,381,388,395,402,409,416,423,430,437,444,451,458
0,Washington,3903,301,350,263,183,125,84,55,36,23,15,10,6,4,3
1,Illinois,20020,1001,1112,986,805,587,394,251,153,92,54,32,18,11,6
2,California,33408,4078,4449,4070,2598,1240,505,192,71,26,9,3,1,0,0
3,Arizona,11248,1618,2007,1654,738,248,72,20,6,2,0,0,0,0,0
4,Massachusetts,13583,582,690,635,524,375,246,151,89,51,29,16,9,5,3
5,Wisconsin,5905,498,591,419,126,39,10,3,1,0,0,0,0,0,0
6,Texas,32428,2843,3412,3637,3120,2279,1450,847,469,252,133,70,36,19,10
7,Nebraska,1837,95,95,72,35,16,7,3,1,0,0,0,0,0,0
8,Utah,1485,138,149,86,3,0,0,0,0,0,0,0,0,0,0
9,Oregon,1799,110,117,115,107,97,84,71,59,48,38,30,23,18,14
10,Florida,24004,1609,1831,1685,1691,1370,1053,798,527,359,233,145,94,58,36
11,New York,40806,1584,1869,1845,1608,1232,857,556,344,207,122,71,41,24,14
12,Rhode Island,2005,101,141,98,12,3,0,0,0,0,0,0,0,0,0
13,Georgia,12291,1219,1380,1310,1136,906,630,421,262,157,93,54,31,18,10
14,New Hampshire,927,73,72,67,59,49,39,30,22,16,12,8,6,4,3
15,North Carolina,8016,798,1168,1152,1034,805,574,380,240,147,88,52,31,18,11
16,New Jersey,20414,745,855,937,885,709,497,316,189,108,61,33,18,10,5
17,Colorado,5363,194,206,175,167,142,120,99,80,63,49,38,29,22,17
18,Maryland,6541,349,402,393,371,323,268,211,160,118,85,60,42,29,20
19,Nevada,3761,402,452,361,240,138,74,38,19,9,5,2,1,1,0
20,Tennessee,8355,624,701,421,26,3,0,0,0,0,0,0,0,0,0
21,Hawaii,319,12,15,13,11,9,7,6,5,4,3,2,2,2,1
22,Indiana,9287,384,414,331,230,134,71,36,17,8,4,2,1,0,0
23,Kentucky,3093,272,426,427,367,262,165,96,53,28,15,8,4,2,1
24,Minnesota,5955,294,316,254,281,225,192,170,123,103,77,56,44,31,23
25,Oklahoma,2952,274,325,279,168,73,28,10,3,1,0,0,0,0,0
26,Pennsylvania,19143,1869,2026,1755,1472,1130,830,585,401,269,179,118,77,50,33
27,South Carolina,6108,466,559,581,502,379,238,138,74,38,19,10,5,2,1
28,District of Columbia,847,30,35,36,35,32,28,24,19,15,12,9,7,5,4
29,Kansas,3489,420,411,377,271,171,97,49,25,12,6,3,1,1,0
30,Missouri,6467,265,277,210,136,80,44,24,12,6,3,2,1,0,0
31,Vermont,163,11,16,16,15,14,13,12,11,9,8,7,6,5,4
32,Virginia,5706,347,396,283,9,0,0,0,0,0,0,0,0,0,0
33,Connecticut,6594,429,617,535,420,303,209,138,89,56,35,22,13,8,5
34,Iowa,4321,161,178,129,48,17,5,2,1,0,0,0,0,0,0
35,Louisiana,8080,336,389,330,211,108,49,21,9,4,1,1,0,0,0
36,Ohio,10135,644,698,612,432,258,139,71,35,17,8,4,2,1,0
37,Michigan,14669,728,748,652,639,563,497,432,363,304,250,204,164,132,105
38,South Dakota,1633,70,65,40,1,0,0,0,0,0,0,0,0,0,0
39,Arkansas,4293,326,373,322,185,79,29,10,4,1,0,0,0,0,0
40,Delaware,1016,50,55,50,39,27,18,11,6,4,2,1,1,0,0
41,Mississippi,5481,406,435,390,280,164,85,42,20,9,4,2,1,0,0
42,New Mexico,2910,213,231,194,128,70,34,16,7,3,1,1,0,0,0
43,North Dakota,1403,64,60,34,1,0,0,0,0,0,0,0,0,0,0
44,Wyoming,522,4,6,6,5,4,3,2,1,1,0,0,0,0,0
45,Alaska,229,5,5,4,3,2,1,1,1,0,0,0,0,0,0
46,Maine,507,103,112,139,163,180,185,177,158,133,105,80,59,42,30
47,Alabama,6119,1096,1154,923,687,439,259,145,79,42,22,12,6,3,2
48,Idaho,1605,88,93,91,74,48,27,14,7,3,2,1,0,0,0
49,Montana,1088,32,40,36,30,21,14,8,5,3,1,1,0,0,0
50,Puerto Rico,1703,71,65,68,57,51,44,38,32,27,23,19,16,13,11
51,"Virgin Islands, U.S.",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Guam,125,1,1,1,1,1,1,1,1,1,1,1,1,1,0
53,West Virginia,1761,251,252,214,197,158,121,95,68,49,36,25,17,12,8
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
