,County,347,353,360,367,374,381,388,395,402
0,01001,4305,,,,,,,,NaN
1,01003,14064,,,,,,,,NaN
2,01005,1530,,,,,,,,NaN
3,01007,1882,,,,,,,,NaN
4,01009,4746,,,,,,,,NaN
5,01011,900,,,,,,,,NaN
6,01013,1546,,,,,,,,NaN
7,01015,9731,,,,,,,,NaN
8,01017,2402,,,,,,,,NaN
9,01019,1438,,,,,,,,NaN
10,01021,3032,,,,,,,,NaN
11,01023,493,,,,,,,,NaN
12,01025,2461,,,,,,,,NaN
13,01027,1158,,,,,,,,NaN
14,01029,1048,,,,,,,,NaN
15,01031,3723,,,,,,,,NaN
16,01033,4766,,,,,,,,NaN
17,01035,866,0,0,0,0,0,0,0,0
18,01037,525,1,0,0,0,0,0,0,0
19,01039,2955,41,29,20,14,10,7,4,3
20,01041,968,9,6,4,3,2,1,1,0
21,01043,7258,152,92,56,34,21,12,7,4
22,01045,3423,70,48,33,23,15,10,7,5
23,01047,2837,18,13,10,7,5,3,2,2
24,01049,7022,0,0,0,0,0,0,0,0
25,01051,6671,97,61,38,24,15,9,6,3
26,01053,2719,21,15,10,7,5,3,2,1
27,01055,10324,0,0,0,0,0,0,0,0
28,01057,1460,0,0,0,0,0,0,0,0
29,01059,3336,20,12,7,4,2,1,0,0
30,01061,1732,25,17,11,7,5,3,2,1
31,01063,688,2,2,1,1,0,0,0,0
32,01065,1501,15,10,7,4,3,2,1,1
33,01067,1296,20,13,9,6,4,2,1,1
34,01069,7525,132,88,59,39,26,17,11,7
35,01071,5254,0,0,0,0,0,0,0,0
36,01073,54012,1649,1125,767,520,351,236,159,107
37,01075,1074,0,0,0,0,0,0,0,0
38,01077,6682,205,128,80,50,31,19,11,7
39,01079,2115,16,9,5,3,1,1,0,0
40,01081,10560,0,0,0,0,0,0,0,0
41,01083,7037,0,0,0,0,0,0,0,0
42,01085,962,0,0,0,0,0,0,0,0
43,01087,1021,6,4,3,2,1,1,0,0
44,01089,23364,661,425,274,175,112,71,45,29
45,01091,1830,0,0,0,0,0,0,0,0
46,01093,2152,0,0,0,0,0,0,0,0
47,01095,9314,0,0,0,0,0,0,0,0
48,01097,26677,0,0,0,0,0,0,0,0
49,01099,1233,15,10,7,5,3,2,1,1
50,01101,16446,201,149,111,82,61,45,33,24
51,01103,10974,275,171,107,66,41,25,16,9
52,01105,887,0,0,0,0,0,0,0,0
53,01107,1774,0,0,0,0,0,0,0,0
54,01109,2037,24,17,13,9,7,5,4,2
55,01111,1276,10,7,4,3,2,1,0,0
56,01113,2866,0,0,0,0,0,0,0,0
57,01115,6752,110,70,45,29,18,12,7,4
58,01117,16186,359,225,141,89,55,34,21,13
59,01119,865,0,0,0,0,0,0,0,0
60,01121,5274,63,39,25,16,10,6,4,2
61,01123,2411,0,0,0,0,0,0,0,0
62,01125,19043,469,339,246,177,127,90,64,46
63,01127,5374,47,30,20,13,8,5,3,2
64,01129,1224,0,0,0,0,0,0,0,0
65,01131,896,0,0,0,0,0,0,0,0
66,01133,2031,23,15,10,6,4,2,1,1
67,02013,39,,,,,,,,NaN
68,02016,209,0,0,0,0,0,0,0,0
69,02020,23281,0,0,0,0,0,0,0,0
70,02050,2676,0,0,0,0,0,0,0,0
71,02060,0,,,,,,,,NaN
72,02068,60,,,,,,,,NaN
73,02070,126,0,0,0,0,0,0,0,0
74,02090,5048,0,0,0,0,0,0,0,0
75,02100,22,,,,,,,,NaN
76,02105,0,,,,,,,,NaN
77,02110,1059,0,0,0,0,0,0,0,0
78,02122,3658,0,0,0,0,0,0,0,0
79,02130,245,0,0,0,0,0,0,0,0
80,02150,931,0,0,0,0,0,0,0,0
81,02158,877,,,,,,,,NaN
82,02164,160,0,0,0,0,0,0,0,0
83,02170,6527,0,0,0,0,0,0,0,0
84,02180,280,0,0,0,0,0,0,0,0
85,02185,824,0,0,0,0,0,0,0,0
86,02188,405,0,0,0,0,0,0,0,0
87,02195,31,,,,,,,,NaN
88,02198,72,,,,,,,,NaN
