,State,306,311,318,325,332
0,Washington,147537,15401,19381,18593,20180
1,Illinois,664620,76791,81026,113759,129278
2,California,1128219,83149,88227,118000,136852
3,Arizona,302324,30554,35976,36056,40015
4,Massachusetts,208623,23123,30420,28530,30960
5,Wisconsin,379693,47508,50890,59132,64222
6,Texas,1162052,71319,73904,101178,114224
7,Nebraska,115921,16167,20792,22529,24866
8,Utah,179420,26545,30472,33724,37423
9,Oregon,66333,10417,13049,12684,13943
10,Florida,944745,62080,65788,71411,78524
11,New York,602120,45415,53476,56435,63041
12,Rhode Island,50573,8075,10196,9909,10900
13,Georgia,451056,27741,32787,30936,31806
14,New Hampshire,18082,3945,5166,4894,5429
15,North Carolina,339194,29631,33935,31161,32863
16,New Jersey,309588,32849,41134,42365,47077
17,Colorado,202289,39538,48180,53902,60544
18,Maryland,183797,19812,26224,25335,28039
19,Nevada,136227,16542,21450,20425,22325
20,Tennessee,344550,33878,39547,44612,49812
21,Hawaii,17596,817,1196,924,923
22,Indiana,300913,50216,57472,65940,74020
23,Kentucky,160232,24114,28144,28240,30746
24,Minnesota,276500,52714,61837,72558,82238
25,Oklahoma,177874,25187,29705,31997,35860
26,Pennsylvania,320158,52991,62767,68517,77368
27,South Carolina,207552,12854,16337,14627,15391
28,District of Columbia,20290,NaN,NaN,NaN,NaN
29,Kansas,144792,17881,21730,24375,26917
30,Missouri,280645,36829,43067,47637,52728
31,Vermont,3714,1083,1710,1388,1517
32,Virginia,221038,19294,24261,20828,21984
33,Connecticut,106740,15352,20150,19951,22070
34,Iowa,214792,27316,34009,38298,42081
35,Louisiana,221160,22945,29363,28650,32242
36,Ohio,363304,61505,69554,81770,92663
37,Michigan,340964,54388,61972,78104,89179
38,South Dakota,73848,8324,9697,8890,8826
39,Arkansas,146190,13300,16863,17044,18515
40,Delaware,32211,4014,5193,4731,5168
41,Mississippi,143879,10449,12897,12154,12997
42,New Mexico,84148,18917,22789,25312,28783
43,North Dakota,73397,9287,10735,10703,11094
44,Wyoming,29431,6618,7910,8513,9457
45,Alaska,28273,4463,4928,5310,5753
46,Maine,10544,2118,2792,2413,2599
47,Alabama,234080,17384,21691,19895,21072
48,Idaho,93090,10745,13186,13159,14151
49,Montana,56381,9088,9617,10756,11722
50,Puerto Rico,48200,NaN,NaN,NaN,NaN
51,Virgin Islands,1507,NaN,NaN,NaN,NaN
52,Guam,6452,NaN,NaN,NaN,NaN
53,West Virginia,41114,8356,10123,10172,11245
54,Northern Mariana Islands,104,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
