,County,397,402,409,416,423
0,01001,6121,127,114,96,81
1,01003,19461,482,359,263,217
2,01005,2074,40,34,29,24
3,01007,2417,44,39,34,29
4,01009,6043,101,83,71,64
5,01011,1153,19,16,13,10
6,01013,1945,34,31,29,27
7,01015,13017,229,192,161,138
8,01017,3367,50,45,39,35
9,01019,1753,16,13,11,8
10,01021,3794,57,51,46,40
11,01023,546,9,7,6,6
12,01025,3421,69,56,46,38
13,01027,1422,22,20,17,15
14,01029,1356,20,16,13,11
15,01031,5211,96,87,79,66
16,01033,5969,84,74,65,52
17,01035,1064,17,14,12,11
18,01037,860,34,34,25,18
19,01039,3902,75,61,49,43
20,01041,1428,31,27,23,18
21,01043,8841,93,76,60,48
22,01045,4599,76,69,62,55
23,01047,3332,52,42,37,35
24,01049,8409,93,80,67,54
25,01051,9259,181,158,134,114
26,01053,3744,56,52,45,37
27,01055,13078,173,149,128,106
28,01057,1984,38,32,28,25
29,01059,3958,37,34,30,26
30,01061,2380,50,38,31,24
31,01063,867,14,12,10,9
32,01065,2074,41,36,32,28
33,01067,1813,33,27,22,18
34,01069,10019,144,123,107,94
35,01071,6442,71,60,49,41
36,01073,70249,978,845,696,578
37,01075,1296,17,14,11,10
38,01077,8525,125,104,83,64
39,01079,2798,44,37,29,23
40,01081,14809,326,288,242,203
41,01083,9275,153,125,103,82
42,01085,1300,28,20,14,10
43,01087,1395,32,29,24,21
44,01089,32008,581,459,367,297
45,01091,2385,46,39,35,31
46,01093,2737,37,29,23,19
47,01095,11179,119,103,86,71
48,01097,35378,675,605,447,343
49,01099,1653,25,22,19,14
50,01101,22319,413,358,302,263
51,01103,13500,177,153,130,106
52,01105,1045,13,11,6,2
53,01107,2230,40,35,30,25
54,01109,2913,56,52,44,37
55,01111,1610,25,22,20,17
56,01113,3999,67,59,50,41
57,01115,8731,140,114,94,81
58,01117,21656,415,348,293,251
59,01119,981,15,14,13,11
60,01121,7407,139,115,98,85
61,01123,3519,111,106,110,127
62,01125,23860,369,310,263,224
63,01127,6451,80,71,62,55
64,01129,1546,24,23,19,15
65,01131,1203,19,16,14,12
66,01133,2440,25,23,19,15
67,02013,359,,,,NaN
