,State,586,591,598,605,612,619
0,Washington,NaN,23267,32442,33507,34864,35929
1,Illinois,NaN,26130,33539,33539,33763,34252
2,California,NaN,86077,110868,110983,112795,115038
3,Arizona,NaN,24469,32303,32691,33092,33632
4,Massachusetts,NaN,10500,12966,12941,12951,13054
5,Wisconsin,NaN,14722,17472,14018,10516,8566
6,Texas,NaN,99947,104011,146127,59052,79587
7,Nebraska,NaN,4960,5235,4825,4583,4272
8,Utah,NaN,8756,10719,10734,10784,10940
9,Oregon,NaN,15906,21630,22640,23790,24727
10,Florida,NaN,152272,212137,225042,238980,256214
11,New York,NaN,28958,35840,34477,34725,33732
12,Rhode Island,NaN,1929,2486,2298,2256,2258
13,Georgia,NaN,67671,95009,99253,103840,107282
14,New Hampshire,NaN,2119,2656,2658,2680,2706
15,North Carolina,NaN,48501,68447,69848,72152,74353
16,New Jersey,NaN,13844,16598,15904,15547,15351
17,Colorado,NaN,12239,14878,15302,15501,16051
18,Maryland,NaN,8536,10582,10501,10849,10978
19,Nevada,NaN,8005,5068,7550,7168,8033
20,Tennessee,NaN,49512,69893,72159,75292,77521
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,30539,40240,41108,42278,43135
23,Kentucky,NaN,31992,26980,19874,12049,8301
24,Minnesota,NaN,11810,12958,15247,14384,16250
25,Oklahoma,NaN,19482,13187,10290,6789,3537
26,Pennsylvania,NaN,24026,29992,30269,30571,31039
27,South Carolina,NaN,37275,36609,21541,19785,16941
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,10561,6800,5840,7852,5942
30,Missouri,NaN,16064,19707,19830,20153,20399
31,Vermont,NaN,924,893,646,481,309
32,Virginia,NaN,23306,26992,28215,28159,27551
33,Connecticut,NaN,5353,6081,5662,5422,5391
34,Iowa,NaN,0,0,0,0,0
35,Louisiana,NaN,27644,38413,39618,41360,42549
36,Ohio,NaN,34777,44927,45641,46582,47953
37,Michigan,NaN,15196,18930,18841,18772,18553
38,South Dakota,NaN,3222,3535,3560,3626,3709
39,Arkansas,NaN,14027,17146,18506,18293,19558
40,Delaware,NaN,2567,3164,3187,3230,3295
41,Mississippi,NaN,19809,27733,28846,30180,31366
42,New Mexico,NaN,5978,7904,7926,7981,8119
43,North Dakota,NaN,2319,2750,2780,2814,2858
44,Wyoming,NaN,3025,1932,841,1103,1360
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,2161,3113,3002,3362,3171
47,Alabama,NaN,26680,36755,38523,40548,42378
48,Idaho,NaN,4979,6115,5608,5283,5226
49,Montana,NaN,3864,2769,2310,1457,1710
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,11309,10878,9589,8655,7539
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
